"species","n_bio_15","mean_bio_15","sd_bio_15","se_bio_15","within_sp_var_bio_15"
"Solanum viarum Dunal","213","3.788314","0.580211","0.039755","0.001034"
"Lycianthes radiata (Sendtn.) Bitter","45","3.73533","0.444296","0.066232","0.004893"
"Lycium boerhaaviifolium L.fil.","12","4.142233","0.617806","0.178345","0.018347"
"Solanum anceps Ruiz & Pav.","105","3.618051","0.485509","0.047381","0.002097"
"Festuca pratensis Huds.","196","3.3619","0.487186","0.034799","0.001123"
"Orobanche artemisiae-campestris Gaudin","30","3.346106","0.475422","0.0868","0.007339"
"Thysanocarpus laciniatus Nutt.","50","4.303099","0.299755","0.042392","0.004403"
"Solanum anguivi Lam.","207","4.153423","0.377169","0.026215","0.001064"
"Solanum circinatum Bohs","106","3.680383","0.466251","0.045286","0.002077"
"Solanum scabrum Mill.","70","3.996414","0.647685","0.077413","0.003145"
"Solanum violaceum Ortega","72","4.086442","0.585416","0.068992","0.003058"
"Solanum acaule Bitter","43","4.521617","0.219494","0.033473","0.00512"
"Didymocarpus aromaticus Wall. ex D.Don","6","4.622595","0.076675","0.031302","0.036695"
"Jaltomata viridiflora (Kunth) M.Nee & Mione","19","3.692372","0.295405","0.067771","0.011588"
"Aniselytron treutleri (Kuntze) Soják","6","4.015089","0.542188","0.221347","0.036695"
"Oreocharis convexa (Craib) Mich.Möller & A.Weber","3","4.192012","0.258927","0.149492","0.073389"
"Solanum valdiviense Dunal","13","4.072968","0.216624","0.060081","0.016936"
"Przewalskia tangutica Maxim.","32","4.601472","0.166786","0.029484","0.00688"
"Petunia integrifolia (Hook.) Schinz & Thell.","63","2.944267","0.427522","0.053863","0.003495"
"Solanum palitans C.V.Morton","35","4.307557","0.445623","0.075324","0.006291"
"Solanum peruvianum L.","34","4.63326","0.33072","0.056718","0.006476"
"Solanum juglandifolium Humb. & Bonpl. ex Dunal","28","3.607792","0.422459","0.079837","0.007863"
"Solanum myriacanthum Dunal","49","4.202542","0.37813","0.054019","0.004493"
"Salvia holwayi S.F.Blake","7","4.355376","0.127679","0.048258","0.031453"
"Arabis scabra All.","29","3.20329","0.380329","0.070625","0.007592"
"Langloisia punctata A.Heller","6","3.690313","0.367924","0.150204","0.036695"
"Langloisia setosissima (Torr. & A.Gray) Greene","37","3.811319","0.324157","0.053291","0.00595"
"Trianaea speciosa (Drake) Soler.","19","3.453846","0.44816","0.102815","0.011588"
"Witheringia cuneata (Standl.) Hunz.","22","4.120801","0.389437","0.083028","0.010008"
"Eragrostis japonica (Thunb.) Trin.","184","4.34149","0.423685","0.031234","0.001197"
"Solanum aculeastrum Dunal","90","4.06378","0.4892","0.051566","0.002446"
"Solanum crispum Ruiz & Pav.","33","4.098664","0.583793","0.101625","0.006672"
"Lycium elongatum Miers","30","4.253615","0.337119","0.061549","0.007339"
"Nierembergia rigida Miers","29","4.073997","0.291411","0.054114","0.007592"
"Hedyotis pulchella Stapf","7","2.660696","0.362603","0.137051","0.031453"
"Solanum albidum Dunal","43","3.987756","0.383099","0.058422","0.00512"
"Lycianthes synanthera (Sendtn.) Bitter","23","3.928741","0.332814","0.069397","0.009573"
"Solanum bonariense L.","56","3.545417","0.557186","0.074457","0.003932"
"Pomatosace filicula Maxim.","25","4.582478","0.142559","0.028512","0.008807"
"Solanum supinum Dunal","32","4.317328","0.231364","0.0409","0.00688"
"Stipa neesiana Trin. & Rupr.","16","3.446895","0.766867","0.191717","0.01376"
"Nicotiana glutinosa L.","16","4.392447","0.354302","0.088576","0.01376"
"Lycianthes amatitlanensis (Coult. & Donn.Sm.) Bitter","58","3.83396","0.455353","0.059791","0.003796"
"Mandragora caulescens C.B.Clarke","38","4.458709","0.256064","0.041539","0.005794"
"Mandragora chinghaiensis Kuang & A.M.Lu","7","4.536405","0.094431","0.035692","0.031453"
"Solanum chilense Dunal","17","4.962003","0.256775","0.062277","0.012951"
"Solanum retroflexum Dunal","65","4.092551","0.424207","0.052616","0.003387"
"Lycianthes multiflora Bitter","18","3.942338","0.334117","0.078752","0.012232"
"Solanum wendlandii Hook.fil.","90","4.090516","0.446126","0.047026","0.002446"
"Iochroma edule S.Leiva","3","4.36093","0.327342","0.188991","0.073389"
"Juanulloa mexicana (Schltdl.) Miers","39","4.146767","0.469795","0.075227","0.005645"
"Salvia leucochlamys Epling","1","4.276666",NA,NA,"0.220168"
"Solanum schimperianum Hochst. ex A.Rich.","19","4.368515","0.321724","0.073809","0.011588"
"Solanum multifidum Lam.","11","4.581144","0.286875","0.086496","0.020015"
"Solanum asperolanatum Ruiz & Pav.","78","3.886607","0.42766","0.048423","0.002823"
"Lycianthes heteroclita (Sendtn.) Bitter","59","4.170269","0.353898","0.046074","0.003732"
"Androsace mariae Kanitz","53","4.545403","0.117361","0.016121","0.004154"
"Larnax psilophyta N.W.Sawyer","1","3.850148",NA,NA,"0.220168"
"Microchloa indica (L.f.) P.Beauv.","124","4.491717","0.311001","0.027929","0.001776"
"Arundo donax L.","90","4.173751","0.37751","0.039793","0.002446"
"Solanum pallidum Rusby","19","4.163228","0.178228","0.040888","0.011588"
"Solanum humile Lam.","22","4.513144","0.478965","0.102116","0.010008"
"Solanum hayesii Fernald","26","3.808105","0.450623","0.088374","0.008468"
"Stipa purpurea Griseb.","82","4.536612","0.334414","0.03693","0.002685"
"Solanum kwebense N.E.Br. ex C.H.Wright","11","4.581026","0.167172","0.050404","0.020015"
"Solanum glabratum Dunal","16","4.343597","0.304624","0.076156","0.01376"
"Nicotiana tabacum L.","12","4.083616","0.180871","0.052213","0.018347"
"Solanum lepidotum Humb. & Bonpl. ex Dunal","94","3.725478","0.476081","0.049104","0.002342"
"Salvia nervata M.Martens & Galeotti","6","4.335785","0.095338","0.038922","0.036695"
"Salvia curtiflora Epling","5","4.445064","0.107339","0.048003","0.044034"
"Primula bracteata Franch.","11","4.488666","0.263288","0.079384","0.020015"
"Primula forrestii Balf.fil.","3","4.36997","0.156265","0.09022","0.073389"
"Stipa hyalina Nees","5","3.439529","0.559496","0.250214","0.044034"
"Impatiens glandulifera Royle","14","4.140164","0.329053","0.087943","0.015726"
"Solanum montanum L.","15","4.556649","0.429883","0.110995","0.014678"
"Croton torreyanus Müll.Arg.","23","4.22823","0.165863","0.034585","0.009573"
"Ichnanthus nemorosus (Sw.) Döll","126","4.033336","0.448687","0.039972","0.001747"
"Croton arboreus Millsp.","25","4.111949","0.151749","0.03035","0.008807"
"Salvia hintonii Epling","2","4.662727","0.053392","0.037754","0.110084"
"Salvia laevis Benth.","26","4.470398","0.203685","0.039946","0.008468"
"Croton icche Lundell","14","4.120922","0.143595","0.038377","0.015726"
"Croton heterochrous Müll.Arg.","4","4.107277","0.338624","0.169312","0.055042"
"Croton payaquensis Standl.","11","4.484224","0.122813","0.03703","0.020015"
"Solanum adhaerens Willd. ex Roem. & Schult.","44","4.0282","0.351432","0.05298","0.005004"
"Neobrittonia acerifolia (G.Don) Hochr.","23","4.407253","0.268212","0.055926","0.009573"
"Croton repens Schltdl.","48","4.420675","0.287703","0.041526","0.004587"
"Piptochaetium virescens (Kunth) Parodi","45","4.45063","0.204849","0.030537","0.004893"
"Spermacoce remota Lam.","134","3.932785","0.46354","0.040044","0.001643"
"Lupinus nanus Douglas ex Benth.","33","4.453368","0.121848","0.021211","0.006672"
"Lupinus montanus Kunth","43","4.46336","0.167167","0.025493","0.00512"
"Fuchsia thymifolia Kunth","36","4.512066","0.151167","0.025194","0.006116"
"Muhlenbergia quadridentata (Kunth) Trin.","42","4.53494","0.157865","0.024359","0.005242"
"Salvia curviflora Benth.","9","4.539323","0.095457","0.031819","0.024463"
"Croton ovalifolius Vahl","19","4.087556","0.376025","0.086266","0.011588"
"Croton suberosus Kunth","18","4.672903","0.074995","0.017676","0.012232"
"Salvia protracta Benth.","7","4.517337","0.119693","0.04524","0.031453"
"Salvia inconspicua Benth.","17","4.494527","0.177285","0.042998","0.012951"
"Cardamine obliqua Hochst. ex A.Rich.","26","4.038948","0.460701","0.090351","0.008468"
"Merinthopodium neuranthum Donn.Sm.","19","3.953317","0.291456","0.066865","0.011588"
"Fuchsia splendens Zucc.","16","4.348451","0.227472","0.056868","0.01376"
"Croton jutiapensis Croizat","7","4.487596","0.078777","0.029775","0.031453"
"Nicotiana plumbaginifolia Viv.","43","4.443968","0.251807","0.0384","0.00512"
"Muhlenbergia cenchroides (Humb. & Bonpl. ex Willd.) P.M.Peterson","56","4.314526","0.377565","0.050454","0.003932"
"Muhlenbergia geminiflora (Kunth) P.M.Peterson","30","4.573654","0.142219","0.025966","0.007339"
"Salvia patens Cav.","21","4.467638","0.14775","0.032242","0.010484"
"Besleria solanoides Kunth","72","3.643168","0.440213","0.05188","0.003058"
"Croton pachypodus G.L.Webster","26","3.475968","0.615052","0.120622","0.008468"
"Chaunanthus petiolatus (Hemsl.) O.E.Schulz","2","4.297262","0.009621","0.006803","0.110084"
"Nicotiana stocktonii Brandegee","1","4.718499",NA,NA,"0.220168"
"Nicotiana nesophila I.M.Johnst.","2","4.471622","0.398763","0.281968","0.110084"
"Solanum fructo-tecto Cav.","14","4.42584","0.222246","0.059398","0.015726"
"Ludwigia peruviana (L.) Hara","210","3.832303","0.581419","0.040122","0.001048"
"Lithachne humilis Soderstr.","2","4.016342","0.328314","0.232153","0.110084"
"Panicum polygonatum Schrad.","139","3.824647","0.525044","0.044534","0.001584"
"Navarretia atractyloides (Benth.) Hook. & Arn.","28","4.459756","0.132328","0.025008","0.007863"
"Camissonia strigulosa (Fisch. & C.A.Mey.) Raven","26","4.408858","0.155551","0.030506","0.008468"
"Salvia munzii Epling","13","4.505228","0.159693","0.044291","0.016936"
"Lasiacis rugelii (Griseb.) Hitchc.","38","4.155616","0.218484","0.035443","0.005794"
"Croton macrodontus Müll.Arg.","7","4.328331","0.192634","0.072809","0.031453"
"Kohleria allenii Standl. & L.O.Williams","2","3.600958","0.72113","0.509916","0.110084"
"Prionosciadium acuminatum B.L.Rob. ex J.M.Coult. & Rose","6","4.626752","0.14316","0.058445","0.036695"
"Triumfetta lappula L.","148","4.030275","0.442824","0.0364","0.001488"
"Stenotis brevipes (Rose) Terrell","11","4.533429","0.140206","0.042274","0.020015"
"Lycianthes rzedowskii E.Dean","7","4.567009","0.065249","0.024662","0.031453"
"Solanum aturense Humb. & Bonpl. ex Dunal","99","3.717238","0.471424","0.04738","0.002224"
"Muhlenbergia plumiseta Columbus","7","4.585612","0.142398","0.053821","0.031453"
"Muhlenbergia implicata (Kunth) Trin.","60","4.535468","0.166673","0.021517","0.003669"
"Cestrum luteovirescens Francey","11","4.4216","0.197753","0.059625","0.020015"
"Linanthus bigelovii (A.Gray) Greene","72","4.068838","0.356402","0.042002","0.003058"
"Muhlenbergia peruviana (P.Beauv.) Steud.","110","4.452301","0.283398","0.027021","0.002002"
"Ludwigia suffruticosa Walter","43","3.942149","0.538907","0.082183","0.00512"
"Croton ramillatus Croizat","10","4.506965","0.243977","0.077152","0.022017"
"Smithiantha multiflora (M.Martens & Galeotti) Fritsch","4","4.325964","0.114668","0.057334","0.055042"
"Croton glandulosepalus Millsp.","15","4.152043","0.206386","0.053289","0.014678"
"Hypericum philonotis Cham. & Schltdl.","19","4.538286","0.139561","0.032017","0.011588"
"Galium grande McClatchie","1","4.543295",NA,NA,"0.220168"
"Solanum cordovense Moc. & Sessé","59","4.045239","0.359327","0.04678","0.003732"
"Salvia apiana Jeps.","22","4.328931","0.244729","0.052176","0.010008"
"Linanthus jonesii (A.Gray) Greene","40","4.089012","0.274609","0.043419","0.005504"
"Lycianthes stephanocalyx Bitter","25","4.366999","0.257369","0.051474","0.008807"
"Lupinus concinnus J.Agardh","89","4.203595","0.324202","0.034365","0.002474"
"Plowmania nyctaginoides (Standl.) Hunz. & Subils","3","4.297079","0.085527","0.049379","0.073389"
"Panicum granuliferum Kunth","10","3.897431","0.541798","0.171332","0.022017"
"Episcia lilacina Hanst.","28","3.828525","0.329179","0.062209","0.007863"
"Croton ameliae Lundell","3","3.985486","0.102113","0.058955","0.073389"
"Solanum lumholtzianum Bartlett","17","4.594716","0.228482","0.055415","0.012951"
"Salvia tubifera Cav.","11","4.442356","0.181862","0.054833","0.020015"
"Ernodea littoralis Sw.","45","3.932177","0.219094","0.032661","0.004893"
"Lycianthes geminiflora Bitter","13","4.340329","0.186982","0.051859","0.016936"
"Solanum demissum Lindl.","24","4.501319","0.164555","0.03359","0.009174"
"Muhlenbergia gigantea (E.Fourn.) Hitchc.","44","4.561264","0.192789","0.029064","0.005004"
"Croton watsonii Standl.","15","4.43151","0.233363","0.060254","0.014678"
"Dryopetalon runcinatum A.Gray","29","4.407208","0.278782","0.051769","0.007592"
"Solanum allophyllum (Miers) Standl.","21","4.259623","0.278796","0.060838","0.010484"
"Cryptochloa strictiflora (E.Fourn.) Swallen","30","4.080338","0.270689","0.049421","0.007339"
"Panicum trichanthum Nees","160","3.904113","0.48805","0.038584","0.001376"
"Achimenes fimbriata Rose ex C.V.Morton","11","4.692709","0.065961","0.019888","0.020015"
"Muhlenbergia tricholepis (Torr.) Columbus","13","4.250813","0.529058","0.146734","0.016936"
"Aristida gypsophila Beetle","5","4.308533","0.245652","0.109859","0.044034"
"Panicum elephantipes Nees ex Trin.","58","3.883223","0.553991","0.072743","0.003796"
"Hilaria cenchroides Kunth","50","4.55543","0.141756","0.020047","0.004403"
"Bothriochloa alta (Hitchc.) Henrard","52","4.322568","0.34669","0.048077","0.004234"
"Zea luxurians (Durieu & Asch.) R.M.Bird","3","4.293339","0.44249","0.255472","0.073389"
"Salvia semiatrata Zucc.","4","4.489058","0.080141","0.04007","0.055042"
"Ixophorus unisetus (J.Presl) Schltdl.","61","4.372926","0.384711","0.049257","0.003609"
"Muhlenbergia ramulosa (Kunth) Swallen","68","4.339358","0.372612","0.045186","0.003238"
"Dendrosida breedlovei Fryxell","4","4.579161","0.042852","0.021426","0.055042"
"Salvia gesneriiflora Lindl. & Paxton","15","4.601458","0.080497","0.020784","0.014678"
"Salvia axillaris Moc. & Sessé ex Benth.","22","4.470709","0.13552","0.028893","0.010008"
"Salvia madrensis Seem.","2","4.546903","0.082402","0.058267","0.110084"
"Solanum pubigerum Dunal","46","4.430173","0.242501","0.035755","0.004786"
"Salvia glechomifolia Kunth","16","4.452106","0.137972","0.034493","0.01376"
"Achimenes hintoniana Ram.-Roa & L.E.Skog","4","4.754629","0.054239","0.02712","0.055042"
"Solanum stenophyllidium Bitter","19","4.570443","0.192323","0.044122","0.011588"
"Robinsonella lindeniana (Turcz.) Rose & Baker fil.","14","4.363165","0.202638","0.054157","0.015726"
"Rhipidocladum racemiflorum (Steud.) McClure","75","4.170495","0.398738","0.046042","0.002936"
"Physalis virginiana Mill.","120","3.53967","0.637288","0.058176","0.001835"
"Crusea megalocarpa (A.Gray) S.Watson","19","4.656308","0.081698","0.018743","0.011588"
"Salvia nana Kunth","18","4.473639","0.169262","0.039895","0.012232"
"Chaunanthus acuminatus (Rollins) R.A.Price & Al-Shehbaz","1","4.615121",NA,NA,"0.220168"
"Bakeridesia nelsonii (Rose) D.M.Bates","4","4.499633","0.089823","0.044912","0.055042"
"Croton guatemalensis Lotsy","38","4.377862","0.229797","0.037278","0.005794"
"Primula rusbyi Greene","18","4.24897","0.255353","0.060187","0.012232"
"Rhipidocladum bartlettii (McClure) McClure","18","4.216223","0.204083","0.048103","0.012232"
"Croton flavens L.","22","4.000805","0.305994","0.065238","0.010008"
"Hypericum prolificum L.","114","2.863585","0.352199","0.032986","0.001931"
"Aristida appressa Vasey","42","4.510137","0.202966","0.031318","0.005242"
"Achimenes pedunculata Benth.","20","4.243479","0.366268","0.0819","0.011008"
"Muhlenbergia pectinata Goodd.","37","4.615779","0.148175","0.02436","0.00595"
"Croton malvaviscifolius Millsp.","11","4.180322","0.180176","0.054325","0.020015"
"Cestrum megalophyllum Dunal","66","3.75516","0.490214","0.060341","0.003336"
"Cestrum thyrsoideum Kunth","25","4.601501","0.136162","0.027232","0.008807"
"Salvia adenophora Fernald","6","4.500274","0.089629","0.036591","0.036695"
"Columnea purpurata Hanst.","42","3.768169","0.377584","0.058262","0.005242"
"Physalis arborescens L.","16","4.252118","0.2308","0.0577","0.01376"
"Mohavea confertiflora (Benth. ex A.DC.) A.Heller","24","4.134742","0.182488","0.03725","0.009174"
"Croton adspersus Benth.","29","4.55204","0.19857","0.036874","0.007592"
"Dodecatheon clevelandii Greene","23","4.509764","0.073714","0.01537","0.009573"
"Salvia urica Epling","16","4.32522","0.227339","0.056835","0.01376"
"Muhlenbergia stricta (J.Presl) Kunth","26","4.579402","0.157443","0.030877","0.008468"
"Polemonium mexicanum Cerv. ex Lag.","4","4.531485","0.237073","0.118536","0.055042"
"Polemonium foliosissimum A.Gray","56","3.414293","0.560541","0.074905","0.003932"
"Muhlenbergia vaginata Swallen","36","4.504375","0.141204","0.023534","0.006116"
"Kearnemalvastrum lacteum (Aiton) D.M.Bates","22","4.44601","0.22503","0.047977","0.010008"
"Paspalum conspersum Schrad.","82","3.826965","0.580202","0.064073","0.002685"
"Wissadula excelsior (Cav.) C.Presl","113","3.995282","0.436791","0.04109","0.001948"
"Oldenlandia microtheca (Cham. & Schltdl.) DC.","12","4.301121","0.166564","0.048083","0.018347"
"Diodella teres (Walter) Small","160","3.995704","0.692864","0.054776","0.001376"
"Muhlenbergia versicolor Swallen","25","4.450012","0.224018","0.044804","0.008807"
"Allophyllum glutinosum (Benth.) A.D.Grant & V.E.Grant","19","4.468543","0.092371","0.021191","0.011588"
"Chusquea bilimekii E.Fourn.","2","4.425044","0.152107","0.107556","0.110084"
"Cestrum fulvescens Fernald","11","4.44161","0.10713","0.032301","0.020015"
"Aristida hintonii Hitchc.","20","4.607048","0.162326","0.036297","0.011008"
"Croton billbergianus Müll.Arg.","34","4.000367","0.377983","0.064824","0.006476"
"Physalis microcarpa Urb. & Ekman","11","4.359787","0.341315","0.10291","0.020015"
"Houstonia sharpii Terrell","2","4.268498","0.069283","0.04899","0.110084"
"Markea ulei (Dammer) Cuatrec.","72","3.631644","0.51904","0.061169","0.003058"
"Markea panamensis Standl.","8","3.675397","0.254887","0.090116","0.027521"
"Solanum polyadenium Greenm.","16","4.487011","0.166146","0.041536","0.01376"
"Tripsacum laxum Nash","22","4.491024","0.191043","0.040731","0.010008"
"Salvia infuscata Epling","3","4.487212","0.165198","0.095377","0.073389"
"Lilaeopsis schaffneriana (Schltdl.) J.M.Coult. & Rose","33","4.120795","0.509564","0.088704","0.006672"
"Achimenes flava C.V.Morton","22","4.646296","0.077231","0.016466","0.010008"
"Panicum hylaeicum Mez","54","3.938089","0.42328","0.057601","0.004077"
"Stipa viridula Trin.","63","3.9611","0.24277","0.030586","0.003495"
"Lupinus aschenbornii S.Schauer","12","4.395092","0.118565","0.034227","0.018347"
"Croton michaelii V.W.Steinm.","1","4.663439",NA,NA,"0.220168"
"Spermacoce ocymifolia Willd. ex Roem. & Schult.","97","3.808653","0.44694","0.04538","0.00227"
"Lupinus microcarpus Sims","65","4.237796","0.417234","0.051752","0.003387"
"Lycianthes dejecta (Fernald) Bitter","14","4.458028","0.138042","0.036893","0.015726"
"Croton stipulaceus Kunth","7","4.468544","0.323194","0.122156","0.031453"
"Muhlenbergia wrightii Vasey ex J.M.Coult.","66","3.842573","0.429726","0.052896","0.003336"
"Lopezia grandiflora Zucc.","7","4.5321","0.123777","0.046783","0.031453"
"Croton grewiifolius Müll.Arg.","6","4.426478","0.075111","0.030664","0.036695"
"Cathestecum brevifolium Swallen","44","4.5912","0.13035","0.019651","0.005004"
"Salvia leucantha Cav.","30","4.49416","0.204329","0.037305","0.007339"
"Achimenes misera Lindl.","13","4.550338","0.104924","0.029101","0.016936"
"Cardamine fulcrata Greene","26","4.192159","0.339056","0.066494","0.008468"
"Drymonia macrophylla (Oerst.) H.E.Moore","78","3.494539","0.517554","0.058601","0.002823"
"Spermacoce prostrata Aubl.","67","3.935998","0.359279","0.043893","0.003286"
"Oenothera drummondii Hook.","26","4.062643","0.565483","0.1109","0.008468"
"Paspalum minus E.Fourn.","60","3.932921","0.477533","0.061649","0.003669"
"Lavatera occidentalis S.Watson","2","4.372801","0.370422","0.261928","0.110084"
"Houstonia palmeri A.Gray","11","4.172299","0.086941","0.026214","0.020015"
"Croton soliman Cham. & Schltdl.","20","4.339687","0.255541","0.057141","0.011008"
"Bakeridesia notolophium (A.Gray) Hochr.","14","4.148787","0.186561","0.049861","0.015726"
"Lophospermum purpusii (Brandegee) Rothm.","6","4.551896","0.068832","0.028101","0.036695"
"Lophospermum erubescens D.Don","11","4.428405","0.156528","0.047195","0.020015"
"Lophospermum turneri Elisens","1","4.174387",NA,NA,"0.220168"
"Muhlenbergia annua (Vasey) Swallen","12","4.493201","0.078652","0.022705","0.018347"
"Witheringia macrantha (Standl. & Morton) Hunz.","9","3.838648","0.313356","0.104452","0.024463"
"Zeugites smilacifolius Scribn.","14","4.634279","0.063045","0.016849","0.015726"
"Luziola fluitans (Michx.) Terrell & H.Rob.","47","3.680601","0.69515","0.101398","0.004684"
"Cestrum sphaerocarpum O.E.Schulz","3","3.822991","0.397035","0.229228","0.073389"
"Triumfetta calderonii Standl.","16","4.396837","0.22703","0.056758","0.01376"
"Cestrum miradorense Francey","3","4.362446","0.182825","0.105554","0.073389"
"Croton itzaeus Lundell","5","4.226833","0.134699","0.060239","0.044034"
"Lycianthes inaequilatera (Rusby) Bitter","90","3.691729","0.490384","0.051691","0.002446"
"Lycium andersonii A.Gray","91","4.179269","0.404571","0.042411","0.002419"
"Kohleria rugata (Scheidw.) L.P.Kvist & L.E.Skog","6","4.563719","0.100077","0.040856","0.036695"
"Solanum wrightii Benth.","67","4.069977","0.365741","0.044682","0.003286"
"Bakeridesia ferruginea (Martyn) Krapov.","9","4.367735","0.115161","0.038387","0.024463"
"Spermacoce capitata Ruiz & Pav.","111","3.997003","0.439427","0.041709","0.001983"
"Ipomopsis longiflora (Torr.) V.E.Grant","107","4.02723","0.300041","0.029006","0.002058"
"Lupinus bogotensis Benth.","14","3.686793","0.261403","0.069863","0.015726"
"Lycianthes jalicensis E.Dean","1","4.718499",NA,NA,"0.220168"
"Lysimachia quadriflora Sims","100","3.220372","0.502948","0.050295","0.002202"
"Lomatium cous (S.Watson) J.M.Coult. & Rose","50","3.563263","0.323164","0.045702","0.004403"
"Solandra brachycalyx Kuntze","8","4.074866","0.274281","0.096973","0.027521"
"Salvia breviflora Moc. & Sessé ex Benth.","8","4.557706","0.09758","0.0345","0.027521"
"Panicum commutatum Schult.","40","3.240957","0.840568","0.132905","0.005504"
"Bromus dolichocarpus Wagnon","24","4.498656","0.166575","0.034002","0.009174"
"Solanum crotonoides Lam.","4","3.801817","0.331019","0.16551","0.055042"
"Collomia grandiflora Lindl.","112","3.814311","0.496292","0.046895","0.001966"
"Salvia pachyphylla Epling ex Munz","16","4.099912","0.220602","0.05515","0.01376"
"Achimenes admirabilis Wiehler","2","4.202907","0.084531","0.059772","0.110084"
"Achimenes patens Benth.","12","4.663408","0.059689","0.017231","0.018347"
"Pariana radiciflora Sagot ex Döll","75","3.599895","0.453415","0.052356","0.002936"
"Oldenlandia tenuis K.Schum.","17","4.29456","0.241998","0.058693","0.012951"
"Vulpia geniculata (L.) Link","46","3.870848","0.514246","0.075821","0.004786"
"Anthoxanthum aristatum Boiss.","57","3.739978","0.51367","0.068037","0.003863"
"Crucianella maritima L.","52","3.920787","0.468391","0.064954","0.004234"
"Crucianella rupestris Guss.","1","4.219508",NA,NA,"0.220168"
"Centaurea napifolia L.","19","3.893573","0.317856","0.072921","0.011588"
"Succowia balearica (L.) Medik.","21","3.97329","0.212203","0.046306","0.010484"
"Asperula laevigata L.","34","3.775171","0.447492","0.076744","0.006476"
"Stipa capensis Thunb.","127","4.059052","0.348803","0.030951","0.001734"
"Aegilops ventricosa Tausch","83","3.795899","0.331589","0.036397","0.002653"
"Lupinus micranthus Guss.","34","4.032136","0.218517","0.037475","0.006476"
"Cymbalaria fragilis (Rodr.) A.Chev.","2","4.034201","0.012515","0.008849","0.110084"
"Carlina lanata L.","47","3.838879","0.398009","0.058056","0.004684"
"Cirsium arizonicum (A.Gray) Petr.","43","3.813457","0.458007","0.069845","0.00512"
"Oenothera havardii S.Watson","9","4.536059","0.150685","0.050228","0.024463"
"Salvia parryi A.Gray","8","4.458261","0.087983","0.031107","0.027521"
"Lycium exsertum A.Gray","22","4.470437","0.185547","0.039559","0.010008"
"Aristida havardii Vasey","78","4.263835","0.247961","0.028076","0.002823"
"Yabea microcarpa (Hook. & Arn.) Koso-Pol.","85","4.22755","0.30576","0.033164","0.00259"
"Ipomopsis thurberi (Torr. ex Gray) V.E.Grant","11","4.395322","0.239084","0.072087","0.020015"
"Acroptilon repens (L.) DC.","169","3.991043","0.515827","0.039679","0.001303"
"Microsteris gracilis (Hook.) Greene","201","3.854139","0.463786","0.032713","0.001095"
"Oenothera toumeyi (Small) Tidestr.","6","4.455024","0.111779","0.045634","0.036695"
"Bromus frondosus (Shear) Wooton & Standl.","47","4.137729","0.396416","0.057823","0.004684"
"Cymopterus multinervatus (J.M.Coult. & Rose) Tidestr.","41","3.944239","0.324958","0.05075","0.00537"
"Aristida laxa Cav.","63","4.428577","0.338928","0.042701","0.003495"
"Epilobium canum (Greene) P.H.Raven","51","4.245543","0.378641","0.05302","0.004317"
"Croton yavitensis Croizat","14","4.069286","0.1716","0.045862","0.015726"
"Dunalia brachyacantha Miers","30","4.431084","0.185708","0.033905","0.007339"
"Hypericum aciculare Kunth","8","3.859081","0.338634","0.119725","0.027521"
"Chaerophyllum procumbens (L.) Crantz","121","3.090239","0.472392","0.042945","0.00182"
"Castilleja miniata Douglas ex Hook.","300","3.677784","0.444859","0.025684","0.000734"
"Hypericum struthiolifolium Juss.","5","3.885707","0.254078","0.113627","0.044034"
"Croton argenteus L.","108","4.059552","0.406729","0.039138","0.002039"
"Cuatresia riparia (Kunth) Hunz.","44","3.666267","0.463671","0.069901","0.005004"
"Centotheca lappacea (L.) Desv.","250","3.830266","0.564072","0.035675","0.000881"
"Columnea inaequilatera Poepp. & Endl.","44","3.403615","0.458566","0.069131","0.005004"
"Fabiana imbricata Ruiz & Pav.","35","4.116564","0.534212","0.090298","0.006291"
"Striga asiatica (L.) Kuntze","232","4.332852","0.315615","0.020721","0.000949"
"Epilobium coloratum Biehler","184","3.082997","0.610709","0.045022","0.001197"
"Astiella latifolia Groeninckx","7","4.555153","0.343077","0.129671","0.031453"
"Aciachne pulvinata Benth.","14","4.224682","0.27457","0.073382","0.015726"
"Pheidochloa gracilis S.T.Blake","38","4.685331","0.087622","0.014214","0.005794"
"Drymonia urceolata Wiehler","34","3.383496","0.598768","0.102688","0.006476"
"Lycianthes acutifolia (Ruiz & Pav.) Bitter","52","3.730836","0.413393","0.057327","0.004234"
"Grewia flavescens Juss.","111","4.592689","0.248675","0.023603","0.001983"
"Guadua chacoensis (Rojas Acosta) Londoño & P.M.Peterson","29","3.450001","0.530604","0.098531","0.007592"
"Heteropogon contortus (L.) P.Beauv., 1817","133","4.306547","0.384516","0.033342","0.001655"
"Panicum prionitis Nees","20","3.322609","0.449595","0.100532","0.011008"
"Aciachne acicularis Laegaard","27","4.219115","0.320884","0.061754","0.008154"
"Bromus lanatus Kunth","51","4.141612","0.516193","0.072281","0.004317"
"Muhlenbergia ligularis (Hack.) Hitchc.","43","4.248183","0.358306","0.054641","0.00512"
"Clarkia pulchella Pursh","42","3.601859","0.302925","0.046742","0.005242"
"Fuchsia denticulata Ruiz & Pav.","22","4.212371","0.263994","0.056284","0.010008"
"Salvia haenkei Benth.","12","4.381523","0.230181","0.066448","0.018347"
"Solanum mite Ruiz & Pav.","66","3.686457","0.463537","0.057057","0.003336"
