"species","n_bio_14","mean_bio_14","sd_bio_14","se_bio_14","within_sp_var_bio_14"
"Chusquea oxylepis (Hack.) Ekman","24","3.999692","0.489663","0.099952","0.012358"
"Croton spruceanus Benth.","26","3.63483","0.800335","0.156959","0.011407"
"Nicotiana bonariensis Lehm.","25","4.307726","0.647557","0.129511","0.011864"
"Alvimia gracilis Soderstr. & Londoño","4","4.046272","0.862943","0.431472","0.074148"
"Setaria vulpiseta (Lam.) Roem. & Schult.","216","3.222585","1.131735","0.077005","0.001361"
"Solanum stagnale Moric.","7","3.953119","1.466187","0.554167","0.042371"
"Solanum rugosum Dunal","183","3.839038","1.037264","0.076677","0.001621"
"Nematanthus albus Chautems","8","3.836934","0.461136","0.163036","0.037074"
"Chloris pycnothrix Trin.","177","2.593494","1.337047","0.100499","0.00144"
"Atractantha radiata McClure","4","4.294557","0.980095","0.490048","0.074148"
"Croton macrobothrys Baill.","32","3.98426","0.706924","0.124968","0.009269"
"Solanum sessiliflorum Dunal","94","4.4468","0.897762","0.092597","0.003155"
"Chusquea pinifolia (Nees) Nees","9","3.188424","0.670674","0.223558","0.032955"
"Chamaecrista onusta H.S.Irwin & Barneby","4","4.644889","0.372667","0.186334","0.074148"
"Aristida riparia Trin.","103","2.271586","0.989821","0.09753","0.002825"
"Paspalum lineare Trin.","77","2.46206","1.163631","0.132608","0.003802"
"Guadua paniculata Munro","95","2.419339","1.026505","0.105317","0.003122"
"Croton thomasii Riina & P.E.Berry","3","3.379151","2.326492","1.343201","0.098865"
"Eremocaulon asymmetricum (Soderstr. & Londoño) Londoño","3","4.536762","0.477082","0.275443","0.098865"
"Plagiantha tenella Renvoize","5","2.50908","1.18375","0.529389","0.059319"
"Setaria macrostachya Kunth","70","2.521558","1.127556","0.134769","0.004237"
"Lepidium bonariense L.","98","2.776433","1.172676","0.118458","0.002996"
"Duckeodendron cestroides Kuhlm.","6","4.149869","0.546682","0.223182","0.049432"
"Lupinus velutinus Benth.","16","2.360555","0.94113","0.235283","0.018537"
"Panicum grumosum Nees","19","4.180983","0.516645","0.118526","0.01561"
"Solanum incarceratum Ruiz & Pav.","45","2.675667","0.945099","0.140887","0.006591"
"Setaria sulcata Raddi","78","3.83942","0.875336","0.099112","0.003802"
"Codonanthe uleana Fritsch","119","4.354729","0.767521","0.070359","0.002492"
"Panicum cyanescens Nees ex Trin.","112","3.292398","1.111881","0.105063","0.002648"
"Trichanthecium cyanescens (Nees ex Trin.) Zuloaga & Morrone","114","3.162504","1.174677","0.110019","0.002602"
"Solanum jamaicense Mill.","187","3.90405","0.952407","0.069647","0.001586"
"Danthonia secundiflora J.Presl","52","3.661527","1.122849","0.155711","0.005704"
"Panicum millegrana Poir.","121","3.564934","0.950699","0.086427","0.002451"
"Napeanthus primulifolius (Raddi) Sandwith","7","4.018491","0.442008","0.167063","0.042371"
"Fuchsia regia (Vand. ex Vell.) Munz","45","3.837636","0.852253","0.127046","0.006591"
"Solanum caesium Griseb.","18","2.279562","1.005622","0.237027","0.016477"
"Paspalum pumilum Nees","74","3.970907","0.734347","0.085366","0.003955"
"Imperata brasiliensis Trin.","151","3.374226","0.939723","0.076474","0.001964"
"Codonanthe devosiana Lem.","24","4.182039","0.406272","0.08293","0.012358"
"Paspalum stellatum Flüggé","114","2.604418","1.12824","0.105669","0.002557"
"Croton paludosus Müll.Arg.","3","1.775959","2.499908","1.443323","0.074148"
"Chusquea bradei L.G.Clark","4","3.813413","0.572404","0.286202","0.074148"
"Chamaecrista anamariae Conc., L.P.Queiroz & G.P.Lewis","1","2.995732",NA,NA,"0.296594"
"Briza calotheca (Trin.) Hack.","39","4.095909","0.60066","0.096183","0.007605"
"Pappophorum pappiferum (Lam.) Kuntze","107","2.529578","1.013661","0.097994","0.002772"
"Ludwigia nervosa (Poir.) Hara","278","3.062355","1.135983","0.068132","0.001059"
"Chamaecrista depauperata Conc., L.P.Queiroz & G.P.Lewis","1","2.833213",NA,NA,"0.296594"
"Paliavana prasinata (Ker Gawl.) Benth. & Hook.fil.","11","3.378908","0.325377","0.098105","0.026963"
"Sinningia sceptrum (Mart.) Wiehler","14","3.268942","0.805517","0.215283","0.021185"
"Solanum jabrense Agra & M.Nee","16","2.608185","1.078629","0.269657","0.018537"
"Besleria melancholica (Vell.) C.V.Morton","4","3.564383","0.296236","0.148118","0.074148"
"Paliavana sericiflora Benth. & Hook.fil.","13","2.366501","0.674827","0.187163","0.022815"
"Croton fuscescens Spreng.","31","3.186165","0.952713","0.171112","0.009568"
"Solanum latiflorum Bohs","12","3.656246","0.53724","0.155088","0.024716"
"Paspalum notatum Flüggé","149","3.417689","1.123825","0.092067","0.001991"
"Croton linearifolius Müll.Arg.","12","1.44871","1.528325","0.441189","0.021185"
"Chloris elata Desv.","124","3.122506","0.968361","0.086961","0.002392"
"Paspalum intermedium Munro ex Morong","88","3.478827","0.859748","0.091649","0.00337"
"Croton eremophilus Müll.Arg.","3","1.086032","1.326842","0.766053","0.098865"
"Chamaecrista coriacea (Bong. ex Benth.) H.S.Irwin & Barneby","1","2.397895",NA,NA,"0.296594"
"Solanum subinerme Jacq.","207","3.430494","1.183401","0.082252","0.001433"
"Solandra grandiflora Sw.","44","2.719231","0.967024","0.145784","0.006741"
"Setaria tenacissima Schrad.","8","3.119058","1.482511","0.524147","0.037074"
"Hypericum brasiliense Choisy","78","4.017714","0.853595","0.096651","0.003802"
"Sacciolepis myuros (Lam.) Chase","115","2.892337","1.047944","0.097721","0.002579"
"Croton morifolius Willd.","50","1.84363","0.765097","0.108201","0.005932"
"Salvia rhyacophila (Fernald) Epling","12","1.399234","0.433219","0.12506","0.024716"
"Salvia leptostachys Benth.","24","1.557523","0.424224","0.086594","0.012358"
"Bonplandia geminiflora Cav.","41","1.624798","0.569585","0.088954","0.007234"
"Cenchrus pilosus Kunth","68","1.921301","1.244244","0.150887","0.004362"
"Salvia setulosa Fernald","10","2.407789","0.960236","0.303653","0.029659"
"Cenchrus brownii Roem. & Schult.","150","2.679217","1.260358","0.102908","0.001964"
"Lasiacis ruscifolia (Kunth) Hitchc.","160","2.253819","1.308366","0.103435","0.00182"
"Lysimachia ruhmeriana Vatke","44","2.92427","0.879526","0.132594","0.006179"
"Solanum terminale Forssk.","124","2.780099","1.117609","0.100364","0.002197"
"Solanum dasyphyllum Schum. & Thonn.","87","2.372692","1.272015","0.136374","0.003189"
"Salvia nilotica Juss. ex Jacq.","30","2.700469","1.134481","0.207127","0.009886"
"Rubia cordifolia L.","301","2.318039","1.308993","0.075449","0.000966"
"Agrocharis incognita (Norman) Heywood & Jury","28","2.914194","0.974919","0.184242","0.010593"
"Oenanthe mildbraedii H.Wolff","7","3.338713","0.742015","0.280455","0.042371"
"Impatiens burtonii Hook.fil.","28","3.318488","0.863696","0.163223","0.010593"
"Impatiens bequaertii De Wild.","8","3.03985","1.390873","0.491748","0.037074"
"Impatiens stuhlmannii Warb.","16","3.679238","0.780283","0.195071","0.018537"
"Serratula coronata L.","136","2.713748","0.853234","0.073164","0.002181"
"Draba oblongata R.Br. ex DC.","62","1.695492","0.816821","0.103736","0.004784"
"Draba groenlandica E.Ekman","2","1.84444","0.332343","0.235002","0.148297"
"Draba oreades Schrenk","81","1.205927","1.109105","0.123234","0.003573"
"Draba pilosa Adams ex Fisch.","76","2.109475","0.622689","0.071427","0.003903"
"Elymus sibiricus L.","263","1.709748","1.004161","0.061919","0.001115"
"Cardamine leucantha (Tausch) O.E.Schulz","112","3.072358","1.188185","0.112273","0.002648"
"Poa abbreviata R.Br.","125","1.552037","0.889619","0.07957","0.002373"
"Primula tschuktschorum Kjellm.","28","3.056108","0.813382","0.153715","0.010593"
"Cleistogenes squarrosa (Trin.) Keng","141","1.730862","1.038167","0.087429","0.002104"
"Cardamine conferta Jurtzev","2","1.935601","0.776836","0.549306","0.148297"
"Erysimum hieraciifolium L.","358","3.02197","0.91086","0.04814","0.000822"
"Erysimum robustum D.Don","4","2.321825","0.273139","0.13657","0.059319"
"Bupleurum longiradiatum Turcz.","66","2.574798","0.861329","0.106022","0.004494"
"Hordeum brachyantherum Nevski","263","2.754084","1.083056","0.066784","0.001103"
"Arabis stelleri DC.","22","3.9007","0.632398","0.134828","0.013482"
"Dupontia fisheri R.Br.","239","1.877581","0.769585","0.04978","0.001241"
"Helictotrichon desertorum (Less.) Pilg.","86","2.551988","0.834749","0.090013","0.003449"
"Poa attenuata Trin.","268","1.363049","0.857562","0.052384","0.001086"
"Poa sibirica Roshev.","142","2.25256","0.832141","0.069832","0.002089"
"Poa urssulensis Trin.","64","2.272868","0.968713","0.121089","0.004634"
"Festuca valesiaca Schleich. ex Gaudin","328","2.963097","0.802642","0.044318","0.000899"
"Elymus confusus (Roshev.) Tzvelev","78","1.761735","0.746036","0.084472","0.003802"
"Trisetum sibiricum Rupr.","337","2.381834","1.046067","0.056983","0.00088"
"Helictotrichon hookeri (Scribn.) Henrard","119","2.385361","0.968023","0.088739","0.002492"
"Festuca lenensis Drobow","105","1.724413","0.76714","0.074865","0.002798"
"Echinops sphaerocephalus L.","169","3.364789","0.548665","0.042205","0.001745"
"Leymus secalinus (Georgi) Tzvelev","165","1.020491","0.79679","0.06203","0.001666"
"Xeranthemum annuum L.","78","3.182227","0.59394","0.06725","0.003802"
"Carlina vulgaris L.","269","3.494691","0.345718","0.021079","0.001103"
"Draba eriopoda Turcz.","20","0.903189","0.762219","0.170437","0.01483"
"Smelowskia calycina (Stephan) C.A.Mey.","30","1.369015","0.960512","0.175365","0.009568"
"Chorispora tenella (Pall.) DC.","131","2.599716","0.905862","0.079146","0.002197"
"Ferulopsis hystrix (Bunge ex Ledeb.) Pimenov","27","0.741978","0.569118","0.109527","0.010985"
"Primula algida Adams","62","2.051228","1.349503","0.171387","0.004784"
"Primula nivalis Pall.","48","1.568574","0.863977","0.124704","0.006179"
"Euphrasia pectinata Ten.","200","2.579377","1.189758","0.084129","0.001476"
"Stipa capillata L.","323","2.832459","0.761514","0.042372","0.000918"
"Eragrostis pilosa (L.) P.Beauv.","437","2.723702","1.244635","0.059539","0.000591"
"Lepidium latifolium L.","207","2.5977","1.132816","0.078736","0.001324"
"Lepidium draba L.","152","2.900855","0.894171","0.072527","0.001765"
"Lepidium perfoliatum L.","105","2.780295","0.857116","0.083646","0.002746"
"Sinapis alba L.","220","3.029689","0.981551","0.066176","0.001278"
"Crambe aspera M.Bieb.","11","3.018773","0.23896","0.072049","0.026963"
"Crambe tataria Sebeók","36","3.323798","0.306915","0.051152","0.008239"
"Cardamine quinquefolia (M.Bieb.) Schmalh.","52","3.528689","0.476014","0.066011","0.005704"
"Draba sibirica (Pall.) Thell.","82","2.695276","0.828456","0.091488","0.003617"
"Arabis sagittata (Bertol.) DC.","160","3.334436","0.620442","0.04905","0.001854"
"Digitaria sanguinalis (L.) Scop.","222","2.750662","1.129049","0.075777","0.001312"
"Erysimum leucanthemum (Stephan) B.Fedtsch.","28","3.010988","0.340733","0.064392","0.010593"
"Alyssum lenense Adams","89","2.131165","0.995249","0.105496","0.003333"
"Phalaris arundinacea L.","1285","3.174846","0.807954","0.022539","0.00023"
"Leptaleum filifolium (Willd.) DC.","37","1.534229","1.023463","0.168256","0.005704"
"Hierochloe alpina (Sw. ex Willd.) Roem. & Schult.","425","2.729353","0.905876","0.043941","0.000698"
"Hierochloe odorata (L.) P.Beauv.","580","3.162521","0.764516","0.031745","0.000511"
"Stipa lessingiana Trin. & Rupr.","142","3.01274","0.509208","0.042732","0.002089"
"Calamagrostis purpurea (Trin.) Trin.","479","2.671398","0.837213","0.038253","0.000619"
"Trisetum flavescens (L.) P.Beauv.","246","3.412324","0.643574","0.041033","0.001206"
"Eragrostis minor Host","399","2.587794","1.316931","0.065929","0.000723"
"Melica altissima L.","101","3.141339","0.395474","0.039351","0.002937"
"Aeluropus littoralis (Gouan) Parl.","112","2.12172","1.139872","0.107708","0.002134"
"Glyceria nemoralis (R.Uechtr.) R.Uechtr. & Koern.","42","3.40108","0.281716","0.04347","0.007062"
"Festuca beckeri (Hack.) Trautv.","87","3.2787","0.20381","0.021851","0.003409"
"Bromus tectorum L.","404","2.717751","1.159946","0.057709","0.000685"
"Bromus riparius Rehmann","127","3.324934","0.36153","0.032081","0.002335"
"Bromus squarrosus L.","255","2.999913","0.797441","0.049938","0.001163"
"Agropyron cristatum (L.) Gaertn.","366","2.282057","1.149529","0.060087","0.000802"
"Agropyron desertorum (Fisch. ex Link) Schult.","70","2.628599","0.944357","0.112872","0.004237"
"Agropyron fragile (Roth) P.Candargy","35","2.621305","0.747454","0.126343","0.008474"
"Thinopyrum intermedium subsp. intermedium","35","3.259832","0.682076","0.115292","0.008239"
"Elymus hispidus (Opiz) Melderis","83","3.094669","0.8567","0.094035","0.003449"
"Eremopyrum triticeum (Gaertn.) Nevski","68","2.84472","0.651114","0.078959","0.004298"
"Secale sylvestre Host","41","3.142925","0.494643","0.07725","0.007062"
"Hordeum brevisubulatum (Trin.) Link","194","1.574117","0.984295","0.070668","0.001513"
"Leymus racemosus (Lam.) Tzvelev","80","2.893889","0.628265","0.070242","0.003707"
"Psathyrostachys juncea (Fisch.) Nevski","76","2.074958","0.925141","0.106121","0.003802"
"Onopordum acanthium L.","198","3.20384","0.674392","0.047927","0.001498"
"Epilobium parviflorum Schreb.","401","3.035961","1.005018","0.050188","0.000734"
"Circaea lutetiana L.","273","3.66787","0.456675","0.027639","0.001086"
"Chaerophyllum aromaticum L.","91","3.457556","0.316565","0.033185","0.003259"
"Chaerophyllum hirsutum L.","105","3.788401","0.54002","0.052701","0.002825"
"Chaerophyllum magellense Ten.","4","3.810986","0.320693","0.160347","0.074148"
"Chaerophyllum prescottii DC.","40","3.244667","0.220428","0.034853","0.007415"
"Physospermum cornubiense (L.) DC.","79","3.20203","0.644701","0.072535","0.003754"
"Pleurospermum uralense Hoffm.","122","2.845743","0.851312","0.077074","0.002431"
"Trinia hispida Hoffm.","28","3.128485","0.28613","0.054073","0.010593"
"Falcaria vulgaris Bernh.","171","3.272503","0.496245","0.037949","0.001685"
"Pimpinella tragium Vill.","105","2.80727","0.933711","0.091121","0.002798"
"Sium sisaroideum DC.","54","3.055713","0.465137","0.063297","0.005492"
"Kadenia dubia (Schkuhr) Lavrova & V.N.Tikhom.","103","3.102659","0.358323","0.035307","0.00288"
"Cenolophium denudatum (Fisch. & Hornem.) Tutin","85","2.997682","0.566021","0.061394","0.003489"
"Conioselinum tataricum Hoffm.","168","2.714789","0.956462","0.073793","0.001765"
"Conioselinum vaginatum Thell.","12","3.136562","0.801118","0.231263","0.024716"
"Thysselinum palustre (L.) Hoffm.","91","3.305079","0.302862","0.031749","0.003259"
"Xanthoselinum alsaticum (L.) Schur","91","3.268608","0.289217","0.030318","0.003259"
"Pastinaca sativa L.","234","3.42136","0.38781","0.025352","0.001267"
"Pastinaca umbrosa Stev. ex DC.","1","3.610918",NA,NA,"0.296594"
"Pastinaca clausii (Ledeb.) Calest.","19","3.235274","0.245197","0.056252","0.01561"
"Primula cortusoides L.","57","2.477478","0.588847","0.077995","0.005203"
"Androsace filiformis Retz.","335","2.3864","0.869648","0.047514","0.000885"
"Androsace maxima L.","260","2.539514","1.017044","0.063074","0.001103"
"Lysimachia nummularia L.","285","3.534112","0.352427","0.020876","0.001041"
"Glaux maritima L.","428","2.334366","1.358315","0.065657","0.000673"
"Polemonium boreale Adams","178","2.45993","0.806907","0.06048","0.001666"
"Salvia austriaca Jacq.","18","3.460038","0.258569","0.060945","0.016477"
"Salvia nutans L.","44","3.342373","0.219222","0.033049","0.006741"
"Salvia pratensis L.","259","3.484709","0.429819","0.026708","0.001145"
"Scopolia carniolica Jacq.","17","3.759561","0.44313","0.107475","0.017447"
"Linaria incompleta Kuprian.","9","2.546741","1.129822","0.376607","0.032955"
"Galium humifusum M.Bieb.","102","2.9119","0.743292","0.073597","0.002852"
"Galium rubioides L.","150","3.286645","0.340347","0.027789","0.001977"
"Galium rivale (Sm.) Griseb.","80","3.19804","0.465486","0.052043","0.003662"
"Rapistrum perenne (L.) All.","25","3.504437","0.28326","0.056652","0.011864"
"Rubia tinctorum L.","40","2.289996","1.229616","0.194419","0.006898"
"Erysimum aureum M.Bieb.","19","3.421745","0.47017","0.107864","0.01561"
"Erysimum canum (Piller & Mitterp.) Polatschek","17","3.349753","0.155437","0.037699","0.017447"
"Erysimum siliculosum (M.Bieb.) DC.","17","2.65121","0.450323","0.109219","0.017447"
"Lupinus arcticus S.Watson","200","2.302693","0.797231","0.056373","0.001483"
"Polypogon viridis (Gouan) Breistr.","144","2.224015","1.255683","0.10464","0.001877"
"Setaria megaphylla (Steud.) T.Durand & Schinz","139","2.635746","1.126479","0.095547","0.002031"
"Bunium pachypodum P.W.Ball","19","1.211765","0.679773","0.155951","0.01561"
"Cardamine macrophylla Willd.","179","2.042388","1.076878","0.08049","0.001621"
"Bunium pinnatifolium Kljuykov","1","1.609438",NA,NA,"0.296594"
"Androsace lactiflora Pall.","11","2.341233","0.856795","0.258333","0.026963"
"Crypsis aculeata (L.) Aiton","106","2.044341","1.258349","0.122222","0.002625"
"Helictotrichon compressum (Heuff.) Henrard","5","3.373466","0.233861","0.104586","0.059319"
"Melica ciliata L.","204","3.068835","0.922655","0.064599","0.00144"
"Festuca arundinacea Schreb.","262","3.195305","0.890034","0.054986","0.001115"
"Bromus scoparius L.","75","2.084194","1.145418","0.132261","0.003707"
"Eremopyrum orientale (L.) Jaub. & Spach","63","2.470023","0.952538","0.120009","0.004237"
"Aegilops biuncialis Vis.","75","2.157355","1.215765","0.140384","0.003573"
"Aegilops cylindrica Host","94","2.819567","0.970122","0.10006","0.003122"
"Hordeum bulbosum L.","92","2.243131","1.229753","0.128211","0.002721"
"Rapistrum rugosum (L.) All.","147","2.470777","1.12926","0.09314","0.001939"
"Alyssum minutum Schlecht. ex DC.","50","2.465035","0.997603","0.141082","0.005704"
"Alyssum simplex Rudolphi","102","2.534767","0.856336","0.08479","0.00288"
"Elaeosticta lutea (Hoffm.) Kljuykov, Pimenov & Tikhom.","16","3.120412","0.211087","0.052772","0.018537"
"Ferula tatarica Fisch. ex Spreng.","28","3.109984","0.284491","0.053764","0.010593"
"Alcea rugosa Alef.","29","3.447604","0.521119","0.096769","0.010227"
"Chaerophyllum nodosum (L.) Crantz","35","2.712019","0.747465","0.126345","0.008474"
"Orlaya daucoides (L.) Greuter","84","2.111802","1.166233","0.127246","0.003295"
"Orlaya kochii Heywood","19","1.795893","1.080551","0.247895","0.01483"
"Rumia crithmifolia (Willd.) Koso-Pol.","2","3.416516","0.069608","0.04922","0.148297"
"Crithmum maritimum L.","71","2.536672","1.411592","0.167525","0.003955"
"Seseli gummiferum Pall. ex Sm.","2","3.746102","0.116729","0.08254","0.148297"
"Laserpitium hispidum M.Bieb.","19","3.589043","0.454519","0.104274","0.01561"
"Salvia viridis L.","60","1.773173","1.108933","0.143163","0.004362"
"Salvia scabiosifolia Lam.","2","3.272675","0.133814","0.094621","0.148297"
"Salvia sclarea L.","100","2.889308","0.949671","0.094967","0.00288"
"Orobanche hederae Duby","86","2.982131","1.047016","0.112903","0.003409"
"Crucianella angustifolia L.","128","2.34037","1.121588","0.099135","0.002299"
"Cortusa matthioli L.","76","2.513371","1.243472","0.142636","0.003852"
"Cortusa brotheri Pax ex Lipsky","14","1.654164","1.19876","0.320382","0.021185"
"Cortusa turkestanica Losinsk.","2","1.522261","0.59913","0.423649","0.148297"
"Galium verticillatum Danthoine ex Lam.","52","2.471917","1.020984","0.141585","0.005704"
"Crupina vulgaris (Pers.) Cass.","146","2.876439","0.912313","0.075504","0.002031"
"Carthamus lanatus L.","155","2.571296","1.182414","0.094974","0.001865"
"Clypeola jonthlaspi L.","95","2.478351","0.950528","0.097522","0.002937"
"Orobanche crenata Forssk.","71","1.944981","1.196837","0.142038","0.003852"
"Centaurea iberica Trevis. ex Spreng.","52","2.529741","1.22658","0.170096","0.005027"
"Carthamus oxyacanthus M.Bieb.","10","1.230935","1.080065","0.341547","0.018537"
"Cynosurus echinatus L.","184","2.650314","1.198768","0.088374","0.001561"
"Sorghum halepense (L.) Pers.","55","1.491544","1.289908","0.173931","0.004177"
"Polypogon fugax Nees ex Steud.","146","2.701728","1.188071","0.098325","0.001889"
"Poa badensis Haenke ex Willd.","31","3.689988","0.363758","0.065333","0.009568"
"Poa longifolia Trin.","12","3.800974","0.578586","0.167023","0.024716"
"Festuca drymeja Mert. & W.D.J.Koch","41","3.470142","0.645742","0.100848","0.007234"
"Bromus arvensis L.","86","3.318911","0.684215","0.073781","0.003449"
"Lolium rigidum Gaudin","164","2.245822","1.24224","0.097003","0.001648"
"Salvia aethiopis L.","76","3.222777","0.515093","0.059085","0.003903"
"Linaria cretacea Fisch. ex Spreng.","12","3.251026","0.125633","0.036267","0.024716"
"Crambe cordifolia Steven","2","1.935601","1.757094","1.242453","0.098865"
"Cardamine tenera J.G.Gmel. ex C.A.Mey.","14","3.534924","1.156697","0.30914","0.021185"
"Cardamine uliginosa M.Bieb.","25","3.293407","1.109645","0.221929","0.011864"
"Draba bruniifolia Steven","17","3.256307","0.939609","0.227889","0.017447"
"Draba olympica Sibth. ex DC.","2","3.564649","1.120142","0.79206","0.148297"
"Draba hispida Willd.","12","4.35349","0.464104","0.133975","0.024716"
"Draba scabra C.A.Mey.","3","4.526873","0.247591","0.142947","0.098865"
"Arabis nordmanniana Rupr.","4","4.182604","0.433923","0.216962","0.074148"
"Fibigia clypeata (L.) Medik.","25","2.798522","1.115907","0.223181","0.009269"
"Fibigia eriocarpa (DC.) Boiss.","4","1.808544","0.766243","0.383122","0.074148"
"Chaerophyllum roseum M.Bieb.","11","3.80601","0.606183","0.182771","0.026963"
"Anthriscus cerefolium (L.) Hoffm.","44","3.423856","0.481223","0.072547","0.006741"
"Anthriscus schmalhausenii (Albov) Koso-Pol.","5","4.19814","0.620658","0.277567","0.059319"
"Astrodaucus orientalis (L.) Drude","42","2.535395","1.179435","0.181991","0.007062"
"Caucalis platycarpos L.","119","3.105438","0.691421","0.063382","0.002492"
"Eleutherospermum cicutarium (M.Bieb.) Boiss.","11","3.748113","0.670438","0.202145","0.026963"
"Bilacunaria microcarpa (M.Bieb.) Pimenov & V.N.Tikhom.","15","2.796294","0.584083","0.15081","0.019773"
"Apium graveolens L.","162","2.799113","1.13374","0.089075","0.001755"
"Bunium paucifolium DC.","10","2.046335","1.051777","0.332601","0.024716"
"Pimpinella aromatica M.Bieb.","4","3.173381","0.564611","0.282306","0.074148"
"Pimpinella rhodantha Boiss.","14","3.613195","0.699106","0.186844","0.021185"
"Seseli tortuosum L.","68","2.845096","0.715907","0.086816","0.004362"
"Cymbocarpum anethoides DC.","6","2.382681","0.635313","0.259365","0.049432"
"Pastinaca pimpinellifolia M.Bieb.","8","3.48324","0.711459","0.251539","0.037074"
"Heracleum leskovii Grossh.","7","4.116597","0.604399","0.228441","0.042371"
"Heracleum mantegazzianum Sommier & Levier","4","3.674074","0.688344","0.344172","0.074148"
"Heracleum scabrum Albov","3","4.356615","0.405112","0.233892","0.098865"
"Heracleum sosnowskyi Manden.","11","3.675575","0.71686","0.216141","0.026963"
"Primula auriculata Lam.","20","3.295645","1.312966","0.293588","0.014124"
"Androsace albana Stev.","8","4.122873","0.47518","0.168002","0.037074"
"Linaria meyeri Kuprian.","1","3.7612",NA,NA,"0.296594"
"Poa versicolor Besser","181","2.096557","0.920914","0.068451","0.001639"
"Asperula taurina L.","28","3.889373","0.460226","0.086975","0.010593"
"Deschampsia atropurpurea (Wahlenb.) Scheele","92","3.528321","0.767139","0.07998","0.003224"
"Puccinellia vaginata (Lange) Fernald & Weath.","51","1.695372","0.810121","0.11344","0.005816"
"Xeranthemum cylindraceum Sibth. & Sm.","67","3.360759","0.64174","0.078401","0.004427"
"Xeranthemum inapertum M.Bieb.","9","2.126657","0.60355","0.201183","0.032955"
"Draba stenoloba Ledeb.","104","3.37348","0.674682","0.066158","0.002852"
"Dactyloctenium aegyptium (L.) Willd.","246","2.287912","1.274288","0.081246","0.000899"
"Schismus arabicus Nees","26","1.307945","0.816984","0.160224","0.006591"
"Nicotiana glauca Graham","85","2.419239","1.26355","0.137051","0.003189"
"Eragrostis aspera (Jacq.) Nees","142","1.585012","1.179715","0.098999","0.001498"
"Microcos tomentosa Sm.","33","3.001132","1.448814","0.252206","0.008988"
"Prangos acaulis (DC.) Bornm.","5","0.389182","0.870237","0.389182","0.042371"
"Gongylosciadium falcarioides (Bornm. & H.Wolff) Rech.fil.","2","1.791759","0.980258","0.693147","0.148297"
"Tetrataenium sprengelianum (Wight & Arn.) Manden.","1","3.135494",NA,NA,"0.296594"
"Notobubon galbanum (L.) Magee","5","2.49939","0.449288","0.200928","0.059319"
"Withania somnifera (L.) Dunal","128","1.787064","1.098751","0.097117","0.001755"
"Oldenlandia corymbosa L.","143","2.50878","1.493747","0.124913","0.001648"
"Oldenlandia herbacea DC.","5","2.91427","1.256646","0.561989","0.037074"
"Bromus pumpellianus Scribn.","459","2.215881","0.778599","0.036342","0.000646"
"Bromus korotkiji Drobow","1","0.693147",NA,NA,"0.296594"
"Heracleum lehmannianum Bunge","5","1.833904","0.931635","0.41664","0.049432"
"Prangos uloptera DC.","15","0.960773","0.99481","0.256859","0.016477"
"Psammogeton canescens (DC.) Vatke","4","1.876648","1.259399","0.629699","0.042371"
"Grammosciadium platycarpum Boiss. & Hausskn.","2","1.198948","1.695568","1.198948","0.148297"
"Milium vernale M.Bieb.","70","2.782162","0.753053","0.090007","0.004119"
"Alopecurus myosuroides Huds.","127","2.978348","0.907687","0.080544","0.002119"
"Ferula akitschkensis B.Fedtsch. ex Koso-Pol.","7","2.164743","0.633818","0.239561","0.042371"
"Bromus madritensis L.","152","2.15458","1.241057","0.100663","0.00182"
"Alfredia nivea Kar. & Kir.","8","2.077442","0.666042","0.235481","0.037074"
"Elymus nodosus (Steven ex Griseb.) Melderis","8","2.938944","0.955548","0.337837","0.037074"
"Dasypyrum villosum (L.) Borbás","37","2.472589","1.234205","0.202902","0.007805"
"Prangos ferulacea (L.) Lindl.","28","2.662159","1.038187","0.196199","0.009269"
"Prangos goniocarpa (Boiss.) Zohary","0","NaN",NA,NA,"0.296594"
"Ferula ovina (Boiss.) Boiss.","19","1.467844","1.148186","0.263412","0.012895"
"Ferula lapidosa Korovin","2","2.302585","0","0","0.148297"
"Alyssum hirsutum M.Bieb.","33","3.229123","0.525309","0.091445","0.008723"
"Alyssum umbellatum Desv.","13","1.703702","1.260483","0.349595","0.021185"
"Pimpinella peregrina L.","48","2.080552","1.153944","0.166557","0.006053"
"Tordylium maximum L.","111","3.109991","0.737396","0.069991","0.002672"
"Salvia tomentosa Mill.","13","2.717178","0.98336","0.272735","0.022815"
"Salvia virgata Jacq.","26","2.358157","1.129677","0.221548","0.011407"
"Elymus stipifolius (Trautv.) Melderis","10","3.320112","0.279936","0.088524","0.029659"
"Oplismenus undulatifolius (Ard.) Roem. & Schult.","172","3.218868","1.111974","0.084787","0.001714"
"Eragrostis barrelieri Daveau","39","2.399611","1.015768","0.162653","0.005296"
"Alopecurus textilis Boiss.","14","3.001469","1.05825","0.282829","0.021185"
"Trisetum turcicum Chrtek","2","3.174569","0.118125","0.083527","0.148297"
"Daucus broteri Ten.","4","2.543455","0.782205","0.391103","0.049432"
"Daucus muricatus Herb. ex Guss.","1","1.098612",NA,NA,"0.296594"
"Melica uniflora Retz.","221","3.546471","0.53523","0.036003","0.001342"
"Phalaris minor Retz.","131","1.92441","1.075187","0.09394","0.00206"
"Stipa splendens Trin.","61","1.408123","0.993512","0.127206","0.004494"
"Eremopyrum bonaepartis (Spreng.) Nevski","26","1.246","0.885812","0.173722","0.008239"
