"species","n_bio_6","mean_bio_6","sd_bio_6","se_bio_6","within_sp_var_bio_6"
"Anagallis tenella (L.) L.","101","5.619128","0.013495","0.001343","5e-06"
"Orobanche rapum-genistae Thuill.","72","5.614209","0.013465","0.001587","7e-06"
"Solanum ochranthum Humb. & Bonpl. ex Dunal","21","5.646429","0.020643","0.004505","2.4e-05"
"Solanum rovirosanum Donn.Sm.","32","5.674632","0.017674","0.003124","1.6e-05"
"Stipa chingii Hitchc.","3","5.551652","0.015451","0.008921","0.000169"
"Elymus magellanicus (É.Desv.) Á.Löve","18","5.604989","0.008857","0.002088","2.8e-05"
"Solanum tuberosum L.","30","5.632603","0.02454","0.00448","1.7e-05"
"Solanum neorickii D.M.Spooner, G.J.Anderson & R.K.Jansen","9","5.644093","0.009162","0.003054","5.6e-05"
"Solanum pennellii Correll","19","5.655037","0.021123","0.004846","2.7e-05"
"Physochlaina praealta (Decne.) Miers","24","5.540456","0.020525","0.00419","2.1e-05"
"Schultesianthus leucanthus (Donn.Sm.) Hunz.","24","5.661681","0.0115","0.002347","2.1e-05"
"Perotis indica (L.) Kuntze","101","5.670338","0.024915","0.002479","5e-06"
"Apluda mutica L.","171","5.657096","0.029628","0.002266","3e-06"
"Festuca longifolia Thuill.","6","5.612433","0.01446","0.005903","8.5e-05"
"Bromus interruptus (Hack.) Druce","9","5.617194","0.001675","0.000558","5.6e-05"
"Dimeria sinensis Rendle","8","5.630958","0.008275","0.002926","6.4e-05"
"Solanum jamesii Torr.","54","5.593614","0.012015","0.001635","9e-06"
"Lycianthes biflora (Lour.) Bitter","131","5.644861","0.026013","0.002273","4e-06"
"Solanum viarum Dunal","213","5.654858","0.02259","0.001548","2e-06"
"Lycianthes radiata (Sendtn.) Bitter","45","5.649982","0.018162","0.002707","1.1e-05"
"Lycium boerhaaviifolium L.fil.","12","5.649038","0.022403","0.006467","4.2e-05"
"Solanum anceps Ruiz & Pav.","105","5.671336","0.01551","0.001514","5e-06"
"Festuca pratensis Huds.","197","5.593877","0.021349","0.001521","3e-06"
"Orobanche artemisiae-campestris Gaudin","30","5.614923","0.010424","0.001903","1.7e-05"
"Thysanocarpus laciniatus Nutt.","50","5.62327","0.01462","0.002068","1e-05"
"Solanum anguivi Lam.","207","5.661483","0.018718","0.001301","2e-06"
"Solanum circinatum Bohs","106","5.676944","0.015473","0.001503","5e-06"
"Solanum scabrum Mill.","70","5.648141","0.032137","0.003841","7e-06"
"Solanum violaceum Ortega","72","5.653159","0.031618","0.003726","7e-06"
"Solanum acaule Bitter","43","5.598331","0.018805","0.002868","1.2e-05"
"Didymocarpus aromaticus Wall. ex D.Don","6","5.5897","0.026511","0.010823","8.5e-05"
"Jaltomata viridiflora (Kunth) M.Nee & Mione","19","5.645565","0.01992","0.00457","2.7e-05"
"Aniselytron treutleri (Kuntze) Soják","6","5.618434","0.025634","0.010465","8.5e-05"
"Oreocharis convexa (Craib) Mich.Möller & A.Weber","3","5.598442","0.022226","0.012832","0.000169"
"Solanum valdiviense Dunal","13","5.616881","0.014769","0.004096","3.9e-05"
"Przewalskia tangutica Maxim.","32","5.54484","0.026806","0.004739","1.6e-05"
"Petunia integrifolia (Hook.) Schinz & Thell.","63","5.643955","0.007827","0.000986","8e-06"
"Solanum palitans C.V.Morton","35","5.621552","0.014739","0.002491","1.5e-05"
"Solanum peruvianum L.","34","5.654036","0.025334","0.004345","1.5e-05"
"Solanum juglandifolium Humb. & Bonpl. ex Dunal","28","5.657207","0.017364","0.003281","1.8e-05"
"Solanum myriacanthum Dunal","49","5.656073","0.022764","0.003252","1e-05"
"Salvia holwayi S.F.Blake","7","5.639516","0.008773","0.003316","7.3e-05"
"Arabis scabra All.","29","5.606509","0.009869","0.001833","1.8e-05"
"Langloisia punctata A.Heller","6","5.607461","0.016676","0.006808","8.5e-05"
"Langloisia setosissima (Torr. & A.Gray) Greene","37","5.616512","0.018488","0.003039","1.4e-05"
"Trianaea speciosa (Drake) Soler.","19","5.655601","0.01495","0.00343","2.7e-05"
"Witheringia cuneata (Standl.) Hunz.","22","5.667831","0.017809","0.003797","2.3e-05"
"Eragrostis japonica (Thunb.) Trin.","184","5.646172","0.028872","0.002128","3e-06"
"Solanum aculeastrum Dunal","90","5.649063","0.019802","0.002087","6e-06"
"Solanum crispum Ruiz & Pav.","33","5.614978","0.01666","0.0029","1.5e-05"
"Lycium elongatum Miers","30","5.628808","0.016563","0.003024","1.7e-05"
"Nierembergia rigida Miers","29","5.624797","0.00999","0.001855","1.8e-05"
"Hedyotis pulchella Stapf","7","5.6663","0.026577","0.010045","7.3e-05"
"Solanum albidum Dunal","43","5.648353","0.018941","0.002888","1.2e-05"
"Lycianthes synanthera (Sendtn.) Bitter","23","5.681139","0.011655","0.00243","2.2e-05"
"Solanum bonariense L.","56","5.635505","0.014784","0.001976","9e-06"
"Pomatosace filicula Maxim.","25","5.537607","0.015322","0.003064","2e-05"
"Solanum supinum Dunal","32","5.621771","0.008296","0.001467","1.6e-05"
"Stipa neesiana Trin. & Rupr.","16","5.628827","0.012621","0.003155","3.2e-05"
"Nicotiana glutinosa L.","16","5.650462","0.01582","0.003955","3.2e-05"
"Lycianthes amatitlanensis (Coult. & Donn.Sm.) Bitter","58","5.672609","0.016187","0.002125","9e-06"
"Mandragora caulescens C.B.Clarke","38","5.574581","0.02569","0.004167","1.3e-05"
"Mandragora chinghaiensis Kuang & A.M.Lu","7","5.56188","0.021691","0.008198","7.3e-05"
"Solanum chilense Dunal","18","5.618205","0.028415","0.006697","2.8e-05"
"Solanum retroflexum Dunal","65","5.627159","0.020687","0.002566","8e-06"
"Lycianthes multiflora Bitter","18","5.679374","0.011224","0.002646","2.8e-05"
"Solanum wendlandii Hook.fil.","90","5.660543","0.017209","0.001814","6e-06"
"Iochroma edule S.Leiva","3","5.659988","0.020005","0.01155","0.000169"
"Juanulloa mexicana (Schltdl.) Miers","39","5.673697","0.013488","0.00216","1.3e-05"
"Salvia leucochlamys Epling","1","5.639244",NA,NA,"0.000508"
"Solanum schimperianum Hochst. ex A.Rich.","19","5.645448","0.014568","0.003342","2.7e-05"
"Solanum multifidum Lam.","11","5.667805","0.010717","0.003231","4.6e-05"
"Solanum asperolanatum Ruiz & Pav.","78","5.649738","0.018539","0.002099","7e-06"
"Lycianthes heteroclita (Sendtn.) Bitter","59","5.672022","0.014088","0.001834","9e-06"
"Androsace mariae Kanitz","53","5.557145","0.023413","0.003216","1e-05"
"Larnax psilophyta N.W.Sawyer","1","5.643502",NA,NA,"0.000508"
"Microchloa indica (L.f.) P.Beauv.","124","5.66316","0.020518","0.001843","4e-06"
"Arundo donax L.","89","5.619608","0.0214","0.002268","6e-06"
"Solanum pallidum Rusby","19","5.62884","0.015526","0.003562","2.7e-05"
"Solanum humile Lam.","22","5.634452","0.011339","0.002417","2.3e-05"
"Solanum hayesii Fernald","26","5.684792","0.014162","0.002777","2e-05"
"Stipa purpurea Griseb.","82","5.539358","0.021551","0.00238","6e-06"
"Solanum kwebense N.E.Br. ex C.H.Wright","11","5.64201","0.01271","0.003832","4.6e-05"
"Solanum glabratum Dunal","16","5.653042","0.017762","0.00444","3.2e-05"
"Nicotiana tabacum L.","12","5.65774","0.019457","0.005617","4.2e-05"
"Solanum lepidotum Humb. & Bonpl. ex Dunal","94","5.673759","0.01269","0.001309","5e-06"
"Salvia nervata M.Martens & Galeotti","6","5.636253","0.007539","0.003078","8.5e-05"
"Salvia curtiflora Epling","5","5.633474","0.012716","0.005687","0.000102"
"Primula bracteata Franch.","11","5.586984","0.02493","0.007517","4.6e-05"
"Primula forrestii Balf.fil.","3","5.614747","0.008207","0.004738","0.000169"
"Stipa hyalina Nees","5","5.63056","0.010298","0.004605","0.000102"
"Impatiens glandulifera Royle","14","5.568044","0.024287","0.006491","3.6e-05"
"Solanum montanum L.","15","5.663745","0.021946","0.005666","3.4e-05"
"Croton torreyanus Müll.Arg.","23","5.635592","0.019616","0.00409","2.2e-05"
"Ichnanthus nemorosus (Sw.) Döll","126","5.660735","0.019319","0.001721","4e-06"
"Croton arboreus Millsp.","25","5.674645","0.012342","0.002468","2e-05"
"Salvia hintonii Epling","2","5.639572","0.010556","0.007464","0.000254"
"Salvia laevis Benth.","26","5.629436","0.011644","0.002284","2e-05"
"Croton icche Lundell","14","5.679242","0.003018","0.000807","3.6e-05"
"Croton heterochrous Müll.Arg.","4","5.669924","0.010654","0.005327","0.000127"
"Croton payaquensis Standl.","11","5.680422","0.009944","0.002998","4.6e-05"
"Solanum adhaerens Willd. ex Roem. & Schult.","44","5.681618","0.015299","0.002306","1.2e-05"
"Neobrittonia acerifolia (G.Don) Hochr.","23","5.645115","0.014016","0.002923","2.2e-05"
"Croton repens Schltdl.","48","5.665213","0.012335","0.00178","1.1e-05"
"Piptochaetium virescens (Kunth) Parodi","45","5.6297","0.015167","0.002261","1.1e-05"
"Spermacoce remota Lam.","134","5.671896","0.017538","0.001515","4e-06"
"Lupinus nanus Douglas ex Benth.","33","5.620387","0.009253","0.001611","1.5e-05"
"Lupinus montanus Kunth","43","5.623239","0.020334","0.003101","1.2e-05"
"Fuchsia thymifolia Kunth","36","5.63205","0.009892","0.001649","1.4e-05"
"Muhlenbergia quadridentata (Kunth) Trin.","42","5.626099","0.018521","0.002858","1.2e-05"
"Salvia curviflora Benth.","9","5.626948","0.005449","0.001816","5.6e-05"
"Croton ovalifolius Vahl","19","5.677531","0.016746","0.003842","2.7e-05"
"Croton suberosus Kunth","18","5.672102","0.015574","0.003671","2.8e-05"
"Salvia protracta Benth.","7","5.645666","0.019187","0.007252","7.3e-05"
"Salvia inconspicua Benth.","17","5.649755","0.017194","0.00417","3e-05"
"Cardamine obliqua Hochst. ex A.Rich.","26","5.635548","0.016657","0.003267","2e-05"
"Merinthopodium neuranthum Donn.Sm.","19","5.679956","0.01162","0.002666","2.7e-05"
"Fuchsia splendens Zucc.","16","5.636165","0.018622","0.004655","3.2e-05"
"Croton jutiapensis Croizat","7","5.676256","0.008822","0.003334","7.3e-05"
"Nicotiana plumbaginifolia Viv.","44","5.658978","0.016988","0.002561","1.2e-05"
"Muhlenbergia cenchroides (Humb. & Bonpl. ex Willd.) P.M.Peterson","56","5.629208","0.016034","0.002143","9e-06"
"Muhlenbergia geminiflora (Kunth) P.M.Peterson","30","5.633222","0.012767","0.002331","1.7e-05"
"Salvia patens Cav.","21","5.633188","0.011286","0.002463","2.4e-05"
"Besleria solanoides Kunth","72","5.665805","0.018053","0.002128","7e-06"
"Croton pachypodus G.L.Webster","26","5.67761","0.011642","0.002283","2e-05"
"Chaunanthus petiolatus (Hemsl.) O.E.Schulz","2","5.618748","0.009238","0.006532","0.000254"
"Nicotiana stocktonii Brandegee","1","5.669364",NA,NA,"0.000508"
"Nicotiana nesophila I.M.Johnst.","2","5.658889","0.040917","0.028933","0.000254"
"Solanum fructo-tecto Cav.","14","5.633144","0.011629","0.003108","3.6e-05"
"Ludwigia peruviana (L.) Hara","210","5.661513","0.016581","0.001144","2e-06"
"Lithachne humilis Soderstr.","2","5.676401","0.006541","0.004625","0.000254"
"Panicum polygonatum Schrad.","139","5.672523","0.0134","0.001137","4e-06"
"Navarretia atractyloides (Benth.) Hook. & Arn.","28","5.625804","0.010724","0.002027","1.8e-05"
"Camissonia strigulosa (Fisch. & C.A.Mey.) Raven","26","5.621788","0.012499","0.002451","2e-05"
"Salvia munzii Epling","13","5.638685","0.014236","0.003948","3.9e-05"
"Lasiacis rugelii (Griseb.) Hitchc.","38","5.675531","0.008201","0.00133","1.3e-05"
"Croton macrodontus Müll.Arg.","7","5.66669","0.011609","0.004388","7.3e-05"
"Kohleria allenii Standl. & L.O.Williams","2","5.691035","0.000716","0.000506","0.000254"
"Prionosciadium acuminatum B.L.Rob. ex J.M.Coult. & Rose","6","5.646271","0.011856","0.00484","8.5e-05"
"Triumfetta lappula L.","148","5.677704","0.014033","0.001154","3e-06"
"Stenotis brevipes (Rose) Terrell","11","5.654367","0.006289","0.001896","4.6e-05"
"Lycianthes rzedowskii E.Dean","7","5.642315","0.013086","0.004946","7.3e-05"
"Solanum aturense Humb. & Bonpl. ex Dunal","99","5.673747","0.014101","0.001417","5e-06"
"Muhlenbergia plumiseta Columbus","7","5.649943","0.012018","0.004542","7.3e-05"
"Muhlenbergia implicata (Kunth) Trin.","60","5.636125","0.017541","0.002265","8e-06"
"Cestrum luteovirescens Francey","11","5.657947","0.014342","0.004324","4.6e-05"
"Linanthus bigelovii (A.Gray) Greene","72","5.616901","0.014763","0.00174","7e-06"
"Muhlenbergia peruviana (P.Beauv.) Steud.","110","5.610994","0.019655","0.001874","5e-06"
"Ludwigia suffruticosa Walter","43","5.649713","0.019281","0.00294","1.2e-05"
"Croton ramillatus Croizat","10","5.666512","0.01651","0.005221","5.1e-05"
"Smithiantha multiflora (M.Martens & Galeotti) Fritsch","4","5.664328","0.007342","0.003671","0.000127"
"Croton glandulosepalus Millsp.","15","5.677691","0.008321","0.002148","3.4e-05"
"Hypericum philonotis Cham. & Schltdl.","19","5.628088","0.005735","0.001316","2.7e-05"
"Galium grande McClatchie","1","5.619857",NA,NA,"0.000508"
"Solanum cordovense Moc. & Sessé","59","5.675063","0.01708","0.002224","9e-06"
"Salvia apiana Jeps.","22","5.625077","0.014882","0.003173","2.3e-05"
"Linanthus jonesii (A.Gray) Greene","40","5.629933","0.012638","0.001998","1.3e-05"
"Lycianthes stephanocalyx Bitter","25","5.656303","0.017293","0.003459","2e-05"
"Lupinus concinnus J.Agardh","89","5.621966","0.017864","0.001894","6e-06"
"Plowmania nyctaginoides (Standl.) Hunz. & Subils","3","5.636465","0.012193","0.00704","0.000169"
"Panicum granuliferum Kunth","10","5.682752","0.015939","0.00504","5.1e-05"
"Episcia lilacina Hanst.","28","5.689055","0.007133","0.001348","1.8e-05"
"Croton ameliae Lundell","3","5.678292","0.002392","0.001381","0.000169"
"Solanum lumholtzianum Bartlett","17","5.634899","0.015327","0.003717","3e-05"
"Salvia tubifera Cav.","11","5.636558","0.00833","0.002512","4.6e-05"
"Ernodea littoralis Sw.","44","5.678828","0.015061","0.002271","1.2e-05"
"Lycianthes geminiflora Bitter","13","5.65576","0.013416","0.003721","3.9e-05"
"Solanum demissum Lindl.","24","5.616406","0.01137","0.002321","2.1e-05"
"Muhlenbergia gigantea (E.Fourn.) Hitchc.","44","5.649888","0.016549","0.002495","1.2e-05"
"Croton watsonii Standl.","15","5.666302","0.013893","0.003587","3.4e-05"
"Dryopetalon runcinatum A.Gray","29","5.620622","0.01898","0.003524","1.8e-05"
"Solanum allophyllum (Miers) Standl.","21","5.688818","0.010493","0.00229","2.4e-05"
"Cryptochloa strictiflora (E.Fourn.) Swallen","30","5.671775","0.010951","0.001999","1.7e-05"
"Panicum trichanthum Nees","160","5.666942","0.017703","0.0014","3e-06"
"Achimenes fimbriata Rose ex C.V.Morton","11","5.658214","0.013279","0.004004","4.6e-05"
"Muhlenbergia tricholepis (Torr.) Columbus","13","5.599459","0.020936","0.005807","3.9e-05"
"Aristida gypsophila Beetle","5","5.626133","0.005487","0.002454","0.000102"
"Panicum elephantipes Nees ex Trin.","58","5.658144","0.022797","0.002993","9e-06"
"Hilaria cenchroides Kunth","50","5.639204","0.014556","0.002059","1e-05"
"Bothriochloa alta (Hitchc.) Henrard","52","5.631092","0.015164","0.002103","1e-05"
"Zea luxurians (Durieu & Asch.) R.M.Bird","3","5.667096","0.015459","0.008925","0.000169"
"Salvia semiatrata Zucc.","4","5.638616","0.003908","0.001954","0.000127"
"Ixophorus unisetus (J.Presl) Schltdl.","61","5.669257","0.016233","0.002078","8e-06"
"Muhlenbergia ramulosa (Kunth) Swallen","68","5.608097","0.024308","0.002948","7e-06"
"Dendrosida breedlovei Fryxell","4","5.670651","0.003852","0.001926","0.000127"
"Salvia gesneriiflora Lindl. & Paxton","15","5.633759","0.01187","0.003065","3.4e-05"
"Salvia axillaris Moc. & Sessé ex Benth.","22","5.634895","0.010935","0.002331","2.3e-05"
"Salvia madrensis Seem.","2","5.635316","0.006058","0.004284","0.000254"
"Solanum pubigerum Dunal","46","5.636599","0.018929","0.002791","1.1e-05"
"Salvia glechomifolia Kunth","16","5.629514","0.015057","0.003764","3.2e-05"
"Achimenes hintoniana Ram.-Roa & L.E.Skog","4","5.651305","0.010729","0.005365","0.000127"
"Solanum stenophyllidium Bitter","19","5.62781","0.013443","0.003084","2.7e-05"
"Robinsonella lindeniana (Turcz.) Rose & Baker fil.","14","5.665339","0.007176","0.001918","3.6e-05"
"Rhipidocladum racemiflorum (Steud.) McClure","76","5.668721","0.017315","0.001986","7e-06"
"Physalis virginiana Mill.","120","5.588177","0.030649","0.002798","4e-06"
"Crusea megalocarpa (A.Gray) S.Watson","19","5.646615","0.01732","0.003973","2.7e-05"
"Salvia nana Kunth","18","5.62806","0.009322","0.002197","2.8e-05"
"Chaunanthus acuminatus (Rollins) R.A.Price & Al-Shehbaz","1","5.642793",NA,NA,"0.000508"
"Bakeridesia nelsonii (Rose) D.M.Bates","4","5.663799","0.008859","0.00443","0.000127"
"Croton guatemalensis Lotsy","38","5.668477","0.014769","0.002396","1.3e-05"
"Primula rusbyi Greene","18","5.59475","0.015002","0.003536","2.8e-05"
"Rhipidocladum bartlettii (McClure) McClure","18","5.672678","0.008465","0.001995","2.8e-05"
"Croton flavens L.","22","5.682113","0.007679","0.001637","2.3e-05"
"Hypericum prolificum L.","114","5.598362","0.014802","0.001386","4e-06"
"Aristida appressa Vasey","42","5.65509","0.01861","0.002872","1.2e-05"
"Achimenes pedunculata Benth.","20","5.659334","0.016619","0.003716","2.5e-05"
"Muhlenbergia pectinata Goodd.","37","5.637667","0.016023","0.002634","1.4e-05"
"Croton malvaviscifolius Millsp.","11","5.680183","0.003199","0.000965","4.6e-05"
"Cestrum megalophyllum Dunal","66","5.675775","0.015489","0.001907","8e-06"
"Cestrum thyrsoideum Kunth","25","5.628808","0.007606","0.001521","2e-05"
"Salvia adenophora Fernald","6","5.643374","0.012866","0.005253","8.5e-05"
"Columnea purpurata Hanst.","42","5.67621","0.012752","0.001968","1.2e-05"
"Physalis arborescens L.","16","5.676197","0.006848","0.001712","3.2e-05"
"Mohavea confertiflora (Benth. ex A.DC.) A.Heller","24","5.631584","0.013796","0.002816","2.1e-05"
"Croton adspersus Benth.","29","5.643703","0.014596","0.00271","1.8e-05"
"Dodecatheon clevelandii Greene","23","5.630568","0.013766","0.00287","2.2e-05"
"Salvia urica Epling","16","5.655567","0.010604","0.002651","3.2e-05"
"Muhlenbergia stricta (J.Presl) Kunth","26","5.637306","0.011429","0.002241","2e-05"
"Polemonium mexicanum Cerv. ex Lag.","4","5.626099","0.014753","0.007377","0.000127"
"Polemonium foliosissimum A.Gray","56","5.568445","0.013587","0.001816","9e-06"
"Muhlenbergia vaginata Swallen","36","5.625719","0.016465","0.002744","1.4e-05"
"Kearnemalvastrum lacteum (Aiton) D.M.Bates","22","5.635347","0.009449","0.002015","2.3e-05"
"Paspalum conspersum Schrad.","82","5.662134","0.014963","0.001652","6e-06"
"Wissadula excelsior (Cav.) C.Presl","113","5.675457","0.013403","0.001261","4e-06"
"Oldenlandia microtheca (Cham. & Schltdl.) DC.","12","5.6541","0.013478","0.003891","4.2e-05"
"Diodella teres (Walter) Small","160","5.657704","0.032147","0.002541","3e-06"
"Muhlenbergia versicolor Swallen","25","5.648774","0.017802","0.00356","2e-05"
"Allophyllum glutinosum (Benth.) A.D.Grant & V.E.Grant","18","5.62594","0.014679","0.00346","2.8e-05"
"Chusquea bilimekii E.Fourn.","2","5.621012","0.021251","0.015027","0.000254"
"Cestrum fulvescens Fernald","11","5.63735","0.006189","0.001866","4.6e-05"
"Aristida hintonii Hitchc.","20","5.649226","0.013232","0.002959","2.5e-05"
"Croton billbergianus Müll.Arg.","34","5.680358","0.014081","0.002415","1.5e-05"
"Physalis microcarpa Urb. & Ekman","11","5.664326","0.020817","0.006277","4.6e-05"
"Houstonia sharpii Terrell","2","5.641552","0.000753","0.000532","0.000254"
"Markea ulei (Dammer) Cuatrec.","72","5.682294","0.009819","0.001157","7e-06"
"Markea panamensis Standl.","8","5.681763","0.01904","0.006732","6.4e-05"
"Solanum polyadenium Greenm.","16","5.635964","0.012575","0.003144","3.2e-05"
"Tripsacum laxum Nash","22","5.657522","0.012432","0.002651","2.3e-05"
"Salvia infuscata Epling","3","5.64684","0.015365","0.008871","0.000169"
"Lilaeopsis schaffneriana (Schltdl.) J.M.Coult. & Rose","33","5.62487","0.014635","0.002548","1.5e-05"
"Achimenes flava C.V.Morton","22","5.655591","0.008595","0.001832","2.3e-05"
"Panicum hylaeicum Mez","54","5.671072","0.015017","0.002044","9e-06"
"Stipa viridula Trin.","63","5.559287","0.019187","0.002417","8e-06"
"Lupinus aschenbornii S.Schauer","12","5.618414","0.02523","0.007283","4.2e-05"
"Croton michaelii V.W.Steinm.","1","5.612581",NA,NA,"0.000508"
"Spermacoce ocymifolia Willd. ex Roem. & Schult.","97","5.683877","0.008694","0.000883","5e-06"
"Lupinus microcarpus Sims","65","5.612203","0.018263","0.002265","8e-06"
"Lycianthes dejecta (Fernald) Bitter","14","5.633473","0.005557","0.001485","3.6e-05"
"Croton stipulaceus Kunth","7","5.667398","0.026007","0.00983","7.3e-05"
"Muhlenbergia wrightii Vasey ex J.M.Coult.","66","5.585705","0.014303","0.001761","8e-06"
"Lopezia grandiflora Zucc.","7","5.646871","0.012263","0.004635","7.3e-05"
"Croton grewiifolius Müll.Arg.","6","5.647534","0.008532","0.003483","8.5e-05"
"Cathestecum brevifolium Swallen","44","5.649035","0.019158","0.002888","1.2e-05"
"Salvia leucantha Cav.","30","5.643129","0.014478","0.002643","1.7e-05"
"Achimenes misera Lindl.","13","5.66596","0.01088","0.003018","3.9e-05"
"Cardamine fulcrata Greene","26","5.644074","0.013968","0.002739","2e-05"
"Drymonia macrophylla (Oerst.) H.E.Moore","78","5.680546","0.011458","0.001297","7e-06"
"Spermacoce prostrata Aubl.","67","5.673069","0.016836","0.002057","8e-06"
"Oenothera drummondii Hook.","24","5.656911","0.019026","0.003884","2.1e-05"
"Paspalum minus E.Fourn.","60","5.665895","0.022533","0.002909","8e-06"
"Lavatera occidentalis S.Watson","2","5.635999","0.012611","0.008917","0.000254"
"Houstonia palmeri A.Gray","11","5.633253","0.011324","0.003414","4.6e-05"
"Croton soliman Cham. & Schltdl.","20","5.663292","0.013449","0.003007","2.5e-05"
"Bakeridesia notolophium (A.Gray) Hochr.","14","5.665129","0.015424","0.004122","3.6e-05"
"Lophospermum purpusii (Brandegee) Rothm.","6","5.641739","0.010891","0.004446","8.5e-05"
"Lophospermum erubescens D.Don","11","5.641691","0.009208","0.002776","4.6e-05"
"Lophospermum turneri Elisens","1","5.647036",NA,NA,"0.000508"
"Muhlenbergia annua (Vasey) Swallen","12","5.610973","0.007206","0.00208","4.2e-05"
"Witheringia macrantha (Standl. & Morton) Hunz.","9","5.678318","0.016987","0.005662","5.6e-05"
"Zeugites smilacifolius Scribn.","14","5.645581","0.012096","0.003233","3.6e-05"
"Luziola fluitans (Michx.) Terrell & H.Rob.","47","5.635203","0.012491","0.001822","1.1e-05"
"Cestrum sphaerocarpum O.E.Schulz","3","5.656713","0.010355","0.005978","0.000169"
"Triumfetta calderonii Standl.","16","5.667894","0.009812","0.002453","3.2e-05"
"Cestrum miradorense Francey","3","5.638165","0.005821","0.003361","0.000169"
"Croton itzaeus Lundell","5","5.681432","0.002382","0.001065","0.000102"
"Lycianthes inaequilatera (Rusby) Bitter","90","5.672218","0.01374","0.001448","6e-06"
"Lycium andersonii A.Gray","91","5.626476","0.022079","0.002315","6e-06"
"Kohleria rugata (Scheidw.) L.P.Kvist & L.E.Skog","6","5.665877","0.008544","0.003488","8.5e-05"
"Solanum wrightii Benth.","67","5.669707","0.013461","0.001645","8e-06"
"Bakeridesia ferruginea (Martyn) Krapov.","9","5.661384","0.010696","0.003565","5.6e-05"
"Spermacoce capitata Ruiz & Pav.","111","5.674184","0.013984","0.001327","5e-06"
"Ipomopsis longiflora (Torr.) V.E.Grant","107","5.597587","0.015299","0.001479","5e-06"
"Lupinus bogotensis Benth.","14","5.631488","0.021211","0.005669","3.6e-05"
"Lycianthes jalicensis E.Dean","1","5.653366",NA,NA,"0.000508"
"Lysimachia quadriflora Sims","100","5.581409","0.018846","0.001885","5e-06"
"Lomatium cous (S.Watson) J.M.Coult. & Rose","50","5.578354","0.018069","0.002555","1e-05"
"Solandra brachycalyx Kuntze","8","5.661384","0.018066","0.006387","6.4e-05"
"Salvia breviflora Moc. & Sessé ex Benth.","8","5.65433","0.010007","0.003538","6.4e-05"
"Panicum commutatum Schult.","40","5.620214","0.019567","0.003094","1.3e-05"
"Bromus dolichocarpus Wagnon","24","5.631895","0.0169","0.00345","2.1e-05"
"Solanum crotonoides Lam.","4","5.656284","0.012421","0.00621","0.000127"
"Collomia grandiflora Lindl.","112","5.592346","0.015927","0.001505","5e-06"
"Salvia pachyphylla Epling ex Munz","16","5.597988","0.009316","0.002329","3.2e-05"
"Achimenes admirabilis Wiehler","2","5.657577","0.025424","0.017977","0.000254"
"Achimenes patens Benth.","12","5.657434","0.012537","0.003619","4.2e-05"
"Pariana radiciflora Sagot ex Döll","75","5.685247","0.006476","0.000748","7e-06"
"Oldenlandia tenuis K.Schum.","17","5.686186","0.006749","0.001637","3e-05"
"Vulpia geniculata (L.) Link","46","5.622769","0.016023","0.002362","1.1e-05"
"Anthoxanthum aristatum Boiss.","57","5.623125","0.017659","0.002339","9e-06"
"Crucianella maritima L.","52","5.640729","0.009618","0.001334","1e-05"
"Crucianella rupestris Guss.","1","5.646683",NA,NA,"0.000508"
"Centaurea napifolia L.","19","5.634841","0.015182","0.003483","2.7e-05"
"Succowia balearica (L.) Medik.","21","5.637461","0.010662","0.002327","2.4e-05"
"Asperula laevigata L.","34","5.622549","0.017657","0.003028","1.5e-05"
"Stipa capensis Thunb.","127","5.633628","0.013298","0.00118","4e-06"
"Aegilops ventricosa Tausch","83","5.619135","0.01433","0.001573","6e-06"
"Lupinus micranthus Guss.","34","5.630883","0.014066","0.002412","1.5e-05"
"Cymbalaria fragilis (Rodr.) A.Chev.","2","5.647036","0","0","0.000254"
"Carlina lanata L.","47","5.629365","0.012811","0.001869","1.1e-05"
"Cirsium arizonicum (A.Gray) Petr.","43","5.592513","0.020392","0.00311","1.2e-05"
"Oenothera havardii S.Watson","9","5.616611","0.006562","0.002187","5.6e-05"
"Salvia parryi A.Gray","8","5.620017","0.007026","0.002484","6.4e-05"
"Lycium exsertum A.Gray","22","5.643659","0.015646","0.003336","2.3e-05"
"Aristida havardii Vasey","78","5.612773","0.017077","0.001934","7e-06"
"Yabea microcarpa (Hook. & Arn.) Koso-Pol.","85","5.615795","0.014887","0.001615","6e-06"
"Ipomopsis thurberi (Torr. ex Gray) V.E.Grant","11","5.608135","0.006755","0.002037","4.6e-05"
"Acroptilon repens (L.) DC.","169","5.584673","0.031502","0.002423","3e-06"
"Microsteris gracilis (Hook.) Greene","201","5.594917","0.01958","0.001381","3e-06"
"Oenothera toumeyi (Small) Tidestr.","6","5.601494","0.004852","0.001981","8.5e-05"
"Bromus frondosus (Shear) Wooton & Standl.","47","5.595304","0.018704","0.002728","1.1e-05"
"Cymopterus multinervatus (J.M.Coult. & Rose) Tidestr.","41","5.606353","0.013539","0.002114","1.2e-05"
"Aristida laxa Cav.","63","5.635314","0.018203","0.002293","8e-06"
"Epilobium canum (Greene) P.H.Raven","51","5.612629","0.019986","0.002799","1e-05"
"Croton yavitensis Croizat","14","5.677212","0.008207","0.002193","3.6e-05"
"Dunalia brachyacantha Miers","30","5.617948","0.020487","0.00374","1.7e-05"
