"wcvp_name","gbif_name"
"Cratystylis centralis","Cratystylis centralis Albr. & Paul G.Wilson"
"Cratystylis conocephala","Cratystylis conocephala (F.Muell.) S.Moore S.Moore (F.Muell.)"
"Cratystylis microphylla","Cratystylis microphylla S.Moore"
"Cratystylis subspinescens","Cratystylis subspinescens S.Moore"
"Pterocaulon alopecuroides","Pterocaulon alopecuroides (Lam.) DC. DC. (Lam.)"
"Pterocaulon angustifolium","Pterocaulon angustifolium DC."
"Pterocaulon balansae","Pterocaulon balansae Chodat"
"Pterocaulon brachyanthum","Pterocaulon brachyanthum A.R.Bean"
"Pterocaulon ciliosum","Pterocaulon ciliosum A.R.Bean"
"Pterocaulon cordobense","Pterocaulon cordobense Kuntze"
"Pterocaulon discolor","Pterocaulon discolor A.R.Bean"
"Pterocaulon globuliferus","Pterocaulon globuliferus W.Fitzg."
"Pterocaulon intermedium","Pterocaulon intermedium (DC.) A.R.Bean A.R.Bean (DC.)"
"Pterocaulon lanatum","Pterocaulon lanatum Kuntze"
"Pterocaulon lorentzii","Pterocaulon lorentzii Malme"
"Pterocaulon niveum","Pterocaulon niveum Cabrera & A.M.Ragonese"
"Pterocaulon paradoxum","Pterocaulon paradoxum A.R.Bean"
"Pterocaulon polypterum","Pterocaulon polypterum (DC.) Cabrera Cabrera (DC.)"
"Pterocaulon polystachyum","Pterocaulon polystachyum DC."
"Pterocaulon purpurascens","Pterocaulon purpurascens Malme"
"Pterocaulon pycnostachyum","Pterocaulon pycnostachyum (Michx.) Elliott Elliott (Michx.)"
"Adelostigma senegalensis","Adelostigma senegalensis Benth."
"Pluchea alata","Pluchea alata A.R.Bean"
"Pluchea laxiflora","Pluchea laxiflora Hook. & Arn. ex Baker"
"Pluchea linearifolia","Pluchea linearifolia C.B.Clarke"
"Pluchea littoralis","Pluchea littoralis Thulin"
"Pluchea longifolia","Pluchea longifolia Nash"
"Sphaeranthus chandleri","Sphaeranthus chandleri Ross-Craig"
"Sphaeranthus confertifolius","Sphaeranthus confertifolius Robyns"
"Sphaeranthus cotuloides","Sphaeranthus cotuloides DC."
"Sphaeranthus cristatus","Sphaeranthus cristatus O.Hoffm."
"Sphaeranthus epigaeus","Sphaeranthus epigaeus Schinz"
"Pterocaulon redolens","Pterocaulon redolens (Willd.) Boerl. Boerl. (Willd.)"
"Pterocaulon rugosum","Pterocaulon rugosum (Vahl) Malme Malme (Vahl)"
"Pterocaulon serrulatum","Pterocaulon serrulatum (Montrouz.) Guillaumin Guillaumin (Montrouz.)"
"Pterocaulon serrulatum var. velutinum","Pterocaulon serrulatum var. velutinum (Ewart & O.B.Davies) Guillaumin Guillaumin (Ewart & O.B.Davies)"
"Pterocaulon sphacelatum","Pterocaulon sphacelatum (Labill.) F.Muell. F.Muell. (Labill.)"
"Pterocaulon sphaeranthoides","Pterocaulon sphaeranthoides (DC.) F.Muell. F.Muell. (DC.)"
"Pterocaulon tricholobum","Pterocaulon tricholobum A.R.Bean"
"Anthurium incomptum","Anthurium incomptum Madison"
"Pterocaulon verbascifolium","Pterocaulon verbascifolium (Benth.) F.Muell. F.Muell. (Benth.)"
"Pterocaulon virgatum","Pterocaulon virgatum (L.) DC. DC. (L.)"
"Pterocaulon xenicum","Pterocaulon xenicum A.R.Bean"
"Cylindrocline commersonii","Cylindrocline commersonii Cass."
"Cylindrocline lorencei","Cylindrocline lorencei A.J.Scott"
"Sphaeromorphaea australis","Sphaeromorphaea australis (Less.) Kitam. Kitam. (Less.)"
"Sphaeromorphaea ephemera","Sphaeromorphaea ephemera A.R.Bean"
"Sphaeromorphaea harrisii","Sphaeromorphaea harrisii (F.Muell.) A.R.Bean A.R.Bean (F.Muell.)"
"Sphaeromorphaea littoralis","Sphaeromorphaea littoralis (Retz.) A.R.Bean A.R.Bean (Retz.)"
"Sphaeromorphaea major","Sphaeromorphaea major A.R.Bean"
"Sphaeromorphaea subintegra","Sphaeromorphaea subintegra A.R.Bean"
"Leptospermum sejunctum","Leptospermum sejunctum J.Thomps."
"Epaltes brasiliensis","Epaltes brasiliensis DC."
"Epaltes cunninghamii","Epaltes cunninghamii (Hook.) Benth. Benth. (Hook.)"
"Leptospermum semibaccatum","Leptospermum semibaccatum Cheel"
"Epaltes divaricata","Epaltes divaricata (L.) Cass. Cass. (L.)"
"Epaltes madagascariensis","Epaltes madagascariensis Humbert"
"Epaltes mattfeldii","Epaltes mattfeldii Urb."
"Epaltes mexicana","Epaltes mexicana Less."
"Epaltes pygmaea","Epaltes pygmaea DC."
"Leptospermum sericatum","Leptospermum sericatum Lindl."
"Litogyne gariepina","Litogyne gariepina (DC.) Anderb. Anderb. (DC.)"
"Leptospermum sericeum","Leptospermum sericeum Labill."
"Pechuel-loeschea leubnitziae","Pechuel-loeschea leubnitziae (Kuntze) O.Hoffm. O.Hoffm. (Kuntze)"
"Adelostigma athrixioides","Adelostigma athrixioides Steetz"
"Pluchea aphanantha","Pluchea aphanantha Humbert"
"Pluchea arabica","Pluchea arabica (Boiss.) Qaiser & Lack Qaiser & Lack (Boiss.)"
"Pluchea arguta","Pluchea arguta Boiss."
"Pluchea baccharis","Pluchea baccharis (Mill.) Pruski Pruski (Mill.)"
"Pluchea baccharoides","Pluchea baccharoides (F.Muell.) Benth. Benth. (F.Muell.)"
"Pluchea bequaertii","Pluchea bequaertii Robyns"
"Pluchea bojeri","Pluchea bojeri (DC.) Humbert Humbert (DC.)"
"Leptospermum speciosum","Leptospermum speciosum Schauer"
"Leptospermum spectabile","Leptospermum spectabile J.Thomps."
"Pluchea camphorata","Pluchea camphorata (L.) DC. DC. (L.)"
"Pluchea carolinensis","Pluchea carolinensis (Jacq.) D.Don D.Don (Jacq.)"
"Pluchea chingoyo","Pluchea chingoyo (Kunth) DC. DC. (Kunth)"
"Leptospermum sphaerocarpum","Leptospermum sphaerocarpum Cheel"
"Pluchea dentex","Pluchea dentex R.Br. ex Benth."
"Leptospermum spinescens","Leptospermum spinescens Endl."
"Pluchea dioscoridis","Pluchea dioscoridis (L.) DC. DC. (L.)"
"Pluchea doniana","Pluchea doniana Kurz"
"Pluchea dunlopii","Pluchea dunlopii Hunger"
"Pluchea eupatorioides","Pluchea eupatorioides Kurz"
"Pluchea ferdinandi-muelleri","Pluchea ferdinandi-muelleri Domin"
"Pluchea fiebrigii","Pluchea fiebrigii H.Rob. & Cuatrec."
"Leptospermum squarrosum","Leptospermum squarrosum Gaertn."
"Pluchea foetida","Pluchea foetida (L.) Britton, Sterns & Poggenb. Britton, Sterns & Poggenb. (L.)"
"Pluchea glutinosa","Pluchea glutinosa (DC.) Bojer Bojer (DC.)"
"Pluchea grevei","Pluchea grevei (Baill.) Humbert Humbert (Baill.)"
"Pluchea grevei var. congesta","Pluchea grevei var. congesta Humbert"
"Pluchea heterophylla","Pluchea heterophylla Vatke"
"Pluchea indica","Pluchea indica (L.) Less. Less. (L.)"
"Pluchea indica subsp. indica","Pluchea indica subsp. indica"
"Pluchea indica subsp. yemenensis","Pluchea indica subsp. yemenensis King-Jones"
"Pluchea kelleri","Pluchea kelleri (Thell.) Thulin Thulin (Thell.)"
"Pluchea longiseta","Pluchea longiseta A.R.Bean"
"Pluchea lucens","Pluchea lucens Thulin"
"Pluchea lycioides","Pluchea lycioides (Hiern) Merxm. Merxm. (Hiern)"
"Pluchea macdonnellensis","Pluchea macdonnellensis Albr. & A.R.Bean"
"Pluchea mesotes","Pluchea mesotes A.R.Bean"
"Pluchea mexicana","Pluchea mexicana (Godfrey) G.L.Nesom G.L.Nesom (Godfrey)"
"Pluchea microcephala","Pluchea microcephala Godfrey"
"Pluchea nogalensis","Pluchea nogalensis Chiov."
"Pluchea oblongifolia","Pluchea oblongifolia DC."
"Pluchea obovata","Pluchea obovata Balf.fil."
"Anthurium inconspicuum","Anthurium inconspicuum N.E.Br."
"Pluchea paniculata","Pluchea paniculata (Willd.) Karthik. & Moorthy Karthik. & Moorthy (Willd.)"
"Pluchea paniculata var. gardneri","Pluchea paniculata var. gardneri (Hook.fil.) Karthik. & Moorthy Karthik. & Moorthy (Hook.fil.)"
"Pluchea paniculata var. jacquemontii","Pluchea paniculata var. jacquemontii (Hook.fil.) Randeria Randeria (Hook.fil.)"
"Pluchea paniculata var. gracilis","Pluchea paniculata var. gracilis (Hook.fil.) Karthik. & Moorthy Karthik. & Moorthy (Hook.fil.)"
"Pluchea paniculata var. muralis","Pluchea paniculata var. muralis (DC.) Karthik. & Moorthy Karthik. & Moorthy (DC.)"
"Leptospermum subglabratum","Leptospermum subglabratum J.Thomps."
"Pluchea polygonata","Pluchea polygonata (DC.) Gagnep. Gagnep. (DC.)"
"Pluchea pteropoda","Pluchea pteropoda Hemsl."
"Pluchea punctata","Pluchea punctata A.R.Bean"
"Pluchea rubelliflora","Pluchea rubelliflora (F.Muell.) B.L.Rob. B.L.Rob. (F.Muell.)"
"Leptospermum subtenue","Leptospermum subtenue J.Thomps."
"Pluchea rufescens","Pluchea rufescens (DC.) A.J.Scott A.J.Scott (DC.)"
"Pluchea sagittalis","Pluchea sagittalis (Lam.) Cabrera Cabrera (Lam.)"
"Pluchea salicifolia","Pluchea salicifolia (Mill.) S.F.Blake S.F.Blake (Mill.)"
"Pluchea sarcophylla","Pluchea sarcophylla Chiov."
"Leptospermum thompsonii","Leptospermum thompsonii J.Thomps."
"Pluchea sericea","Pluchea sericea (Nutt.) Coville Coville (Nutt.)"
"Pluchea somaliensis","Pluchea somaliensis (Thell.) Thulin Thulin (Thell.)"
"Pluchea sordida","Pluchea sordida (Vatke) Oliv. & Hiern Oliv. & Hiern (Vatke)"
"Pluchea succulenta","Pluchea succulenta Mesfin"
"Pluchea tenuis","Pluchea tenuis A.R.Bean"
"Pluchea tetranthera","Pluchea tetranthera F.Muell."
"Pluchea wallichiana","Pluchea wallichiana DC."
"Pluchea × fosbergii","Pluchea ×fosbergii Cooperr. & Galang"
"Pluchea xanthina","Pluchea xanthina A.R.Bean"
"Pluchea yucatanensis","Pluchea yucatanensis G.L.Nesom"
"Pluchea zamalloae","Pluchea zamalloae (Cabrera) H.Rob. & Cuatrec. H.Rob. & Cuatrec. (Cabrera)"
"Karelinia caspia","Karelinia caspia (Pall.) Less. Less. (Pall.)"
"Tessaria absinthioides","Tessaria absinthioides (Hook. & Arn.) DC. DC. (Hook. & Arn.)"
"Tessaria dodonaeifolia","Tessaria dodonaeifolia (Hook. & Arn.) Cabrera Cabrera (Hook. & Arn.)"
"Anthurium incurvatum","Anthurium incurvatum Engl."
"Tessaria dodonaeifolia subsp. dodonaeifolia","UNMATCHED_Tessaria dodonaeifolia subsp. dodonaeifolia"
"Tessaria dodonaeifolia subsp. plucheoides","Tessaria dodonaeifolia subsp. plucheoides (Hassl.) S.E.Freire S.E.Freire (Hassl.)"
"Tessaria fastigiata","Tessaria fastigiata (Griseb.) Cabrera Cabrera (Griseb.)"
"Tessaria integrifolia","Tessaria integrifolia Ruiz & Pav."
"Tessaria integrifolia var. ambigua","Tessaria integrifolia var. ambigua (DC.) S.E.Freire S.E.Freire (DC.)"
"Monarrhenus pinifolius","Monarrhenus pinifolius Cass."
"Monarrhenus salicifolius","Monarrhenus salicifolius Lam."
"Thespidium basiflorum","Thespidium basiflorum (F.Muell.) F.Muell. F.Muell. (F.Muell.)"
"Coleocoma centaurea","Coleocoma centaurea F.Muell."
"Delamerea procumbens","Delamerea procumbens S.Moore"
"Leptospermum trinervium","Leptospermum trinervium (Sm.) J.Thomps. J.Thomps. (Sm.)"
"Sphaeranthus africanus","Sphaeranthus africanus L."
"Sphaeranthus amaranthoides","Sphaeranthus amaranthoides Burm.fil."
"Sphaeranthus angolensis","Sphaeranthus angolensis O.Hoffm."
"Sphaeranthus angustifolius","Sphaeranthus angustifolius DC."
"Sphaeranthus bullatus","Sphaeranthus bullatus Mattf."
"Sphaeranthus fischeri","Sphaeranthus fischeri O.Hoffm."
"Sphaeranthus flexuosus","Sphaeranthus flexuosus O.Hoffm."
"Sphaeranthus foliosus","Sphaeranthus foliosus Ross-Craig"
"Sphaeranthus gallensis","Sphaeranthus gallensis Sacleux"
"Sphaeranthus gazaensis","Sphaeranthus gazaensis Bremek."
"Sphaeranthus greenwayi","Sphaeranthus greenwayi Ross-Craig"
"Sphaeranthus kirkii","Sphaeranthus kirkii Oliv. & Hiern"
"Sphaeranthus kirkii var. cyathuloides","Sphaeranthus kirkii var. cyathuloides (O.Hoffm.) Beentje Beentje (O.Hoffm.)"
"Sphaeranthus mimetes","Sphaeranthus mimetes Ross-Craig"
"Sphaeranthus neglectus","Sphaeranthus neglectus R.E.Fr."
"Sphaeranthus oppositifolius","Sphaeranthus oppositifolius Ross-Craig"
"Sphaeranthus peduncularis","Sphaeranthus peduncularis DC."
"Sphaeranthus peduncularis subsp. peduncularis","Sphaeranthus peduncularis subsp. peduncularis"
"Sphaeranthus peduncularis subsp. rogersii","Sphaeranthus peduncularis subsp. rogersii (N.E.Br.) Wild Wild (N.E.Br.)"
"Leptospermum turbinatum","Leptospermum turbinatum J.Thomps."
"Sphaeranthus peguensis","Sphaeranthus peguensis Kurz ex C.B.Clarke"
"Sphaeranthus ramosus","Sphaeranthus ramosus (Klatt) Mesfin Mesfin (Klatt)"
"Sphaeranthus randii","Sphaeranthus randii S.Moore"
"Sphaeranthus randii var. bibracteata","Sphaeranthus randii var. bibracteata Ross-Craig"
"Sphaeranthus salinarum","Sphaeranthus salinarum Symoens"
"Sphaeranthus samburuensis","Sphaeranthus samburuensis Beentje"
"Sphaeranthus senegalensis","Sphaeranthus senegalensis DC."
"Sphaeranthus similis","Sphaeranthus similis Kers"
"Sphaeranthus spathulatus","Sphaeranthus spathulatus Peter"
"Sphaeranthus gomphrenoides","Sphaeranthus gomphrenoides O.Hoffm."
"Leptospermum variabile","Leptospermum variabile J.Thomps."
"Sphaeranthus steetzii","Sphaeranthus steetzii Oliv. & Hiern"
"Sphaeranthus volgensis","Sphaeranthus volgensis Tzvelev"
"Sphaeranthus strobiliferus","Sphaeranthus strobilifera Boiss. & Noë"
"Sphaeranthus stuhlmannii","Sphaeranthus stuhlmannii O.Hoffm."
"Sphaeranthus suaveolens","Sphaeranthus suaveolens (Forssk.) DC. DC. (Forssk.)"
"Leptospermum venustum","Leptospermum venustum A.R.Bean"
"Sphaeranthus suaveolens var. abyssinicus","Sphaeranthus suaveolens var. abyssinicus (Steetz) Ross-Craig Ross-Craig (Steetz)"
"Sphaeranthus suaveolens var. angustifolius","Sphaeranthus suaveolens var. angustifolius Oliv."
"Sphaeranthus suaveolens var. tetraphyllus","Sphaeranthus suaveolens var. tetraphyllus (S.Moore) Ross-Craig Ross-Craig (S.Moore)"
"Sphaeranthus talbotii","Sphaeranthus talbotii S.Moore"
"Sphaeranthus ukambensis","Sphaeranthus ukambensis Vatke & O.Hoffm. ex O.Hoffm."
"Sphaeranthus ukambensis var. dauensis","Sphaeranthus ukambensis var. dauensis (Cufod.) Beentje Beentje (Cufod.)"
"Sphaeranthus wattii","Sphaeranthus wattii Giess ex Merxm."
"Sphaeranthus zavattarii","Sphaeranthus zavattarii Cufod."
"Symphyllocarpus exilis","Symphyllocarpus exilis Maxim."
"Pseudoblepharispermum bremeri","Pseudoblepharispermum bremeri J.-P.Lebrun & Stork"
"Pseudoblepharispermum mudugense","Pseudoblepharispermum mudugense Beentje & D.J.N.Hind"
"Nicolasia coronata","Nicolasia coronata Wild"
"Nicolasia coronata subsp. coronata","Nicolasia coronata subsp. coronata"
"Nicolasia coronata subsp. planifolia","Nicolasia coronata subsp. planifolia Lisowski"
"Nicolasia costata","Nicolasia costata (Klatt) Thell. Thell. (Klatt)"
"Nicolasia felicioides","Nicolasia felicioides (Hiern) S.Moore S.Moore (Hiern)"
"Nicolasia heterophylla","Nicolasia heterophylla S.Moore"
"Nicolasia heterophylla subsp. heterophylla","Nicolasia heterophylla subsp. heterophylla"
"Nicolasia nitens","Nicolasia nitens (O.Hoffm.) Leins Leins (O.Hoffm.)"
"Nicolasia nitens var. tenella","Nicolasia nitens var. tenella Beentje"
"Nicolasia pedunculata","Nicolasia pedunculata S.Moore"
"Nicolasia pedunculata subsp. pedunculata","Nicolasia pedunculata subsp. pedunculata"
"Nicolasia pedunculata subsp. thermalis","Nicolasia pedunculata subsp. thermalis Wild"
"Nicolasia stenoptera","Nicolasia stenoptera (O.Hoffm) Merxm. Merxm. (O.Hoffm)"
"Nicolasia stenoptera subsp. stenoptera","Nicolasia stenoptera subsp. stenoptera"
"Porphyrostemma chevalieri","Porphyrostemma chevalieri (O.Hoffm.) Hutch. & Dalziel Hutch. & Dalziel (O.Hoffm.)"
"Porphyrostemma grantii","Porphyrostemma grantii Benth. ex Oliv."
"Porphyrostemma monocephalum","Porphyrostemma monocephala (E.A.Bruce) Leins Leins (E.A.Bruce)"
"Streptoglossa adscendens","Streptoglossa adscendens (Benth.) Dunlop Dunlop (Benth.)"
"Streptoglossa bubakii","Streptoglossa bubakii (Domin) Dunlop Dunlop (Domin)"
"Streptoglossa cylindriceps","Streptoglossa cylindriceps (Black) Dunlop Dunlop (Black)"
"Streptoglossa tenuiflora","Streptoglossa tenuiflora Dunlop"
"Allopterigeron filifolius","Allopterigeron filifolius (F.Muell.) Dunlop Dunlop (F.Muell.)"
"Feddea cubensis","Feddea cubensis Urb."
"Leptospermum whitei","Leptospermum whitei Cheel"
"Anisopappus alticola","Anisopappus alticola (Humbert) Wild Wild (Humbert)"
"Anisopappus anemonifolius","Anisopappus anemonifolius (DC.) G.Taylor G.Taylor (DC.)"
"Anisopappus anemonifolius subsp. anemonifolius","Anisopappus anemonifolius subsp. anemonifolius"
"Leptospermum wooroonooran","Leptospermum wooroonooran F.M.Bailey"
"Anisopappus anemonifolius subsp. abercornensis","Anisopappus anemonifolius subsp. abercornensis (G.Taylor) S.Ortiz S.Ortiz (G.Taylor)"
"Anisopappus boinensis","Anisopappus boinensis (Humbert) Wild Wild (Humbert)"
"Anisopappus brandbergensis","Anisopappus brandbergensis (P.P.J.Herman) Bengtson, M.Englund, Pruski & Anderb. Bengtson, M.Englund, Pruski & Anderb. (P.P.J.Herman)"
"Anisopappus buchwaldii","Anisopappus buchwaldii (O.Hoffm.) Wild Wild (O.Hoffm.)"
"Anthurium incurvum","Anthurium incurvum Engl."
"Anisopappus buchwaldii subsp. buchwaldii","Anisopappus buchwaldii subsp. buchwaldii"
"Anisopappus burundiensis","Anisopappus burundiensis Lisowski"
"Anisopappus chinensis","Anisopappus chinensis (L.) Hook. & Arn. Hook. & Arn. (L.)"
"Anisopappus chinensis subsp. chinensis","Anisopappus chinensis subsp. chinensis"
"Anisopappus chinensis subsp. africanus","Anisopappus chinensis subsp. africanus (Hook.fil.) S.Ortiz & Paiva S.Ortiz & Paiva (Hook.fil.)"
"Anisopappus chinensis var. rupestris","Anisopappus chinensis var. rupestris (DC.) S.Ortiz, Paiva & Rodr.Oubiña S.Ortiz, Paiva & Rodr.Oubiña (DC.)"
"Anisopappus chinensis subsp. lobatus","Anisopappus chinensis subsp. lobatus (Wild) S.Ortiz & Paiva S.Ortiz & Paiva (Wild)"
"Leptostigma arnottianum","Leptostigma arnottianum Walp."
"Athroisma boranense","Athroisma boranense Cufod."
"Athroisma fanshawei","Athroisma fanshawei Wild"
"Athroisma gracile","Athroisma gracile (Oliv.) Mattf. Mattf. (Oliv.)"
"Athroisma gracile subsp. gracile","Athroisma gracile subsp. gracile"
"Leptostigma longiflorum","Leptostigma longiflorum (Standl.) Fosberg Fosberg (Standl.)"
"Athroisma gracile subsp. psyllioides","Athroisma gracile subsp. psyllioides (Oliv.) T.Erikss. T.Erikss. (Oliv.)"
"Athroisma hastifolium","Athroisma hastifolium Mattf."
"Athroisma inevitabile","Athroisma inevitabile T.Erikss."
"Anisopappus chinensis subsp. oliverianus","Anisopappus chinensis subsp. oliverianus (Wild) S.Ortiz, Paiva & Rodr.Oubiña S.Ortiz, Paiva & Rodr.Oubiña (Wild)"
"Leptostigma pilosum","Leptostigma pilosum (Benth.) Fosberg Fosberg (Benth.)"
"Anisopappus chinensis subsp. scrophulariifolius","Anisopappus chinensis subsp. scrophulariifolius (Baker) S.Ortiz, Paiva & Rodr.Oubiña S.Ortiz, Paiva & Rodr.Oubiña (Baker)"
"Anisopappus fruticosus","Anisopappus fruticosus S.Ortiz & Paiva"
"Anisopappus grangeoides","Anisopappus grangeoides (Vatke & Höpfner ex Klatt) Merxm. Merxm. (Vatke & Höpfner ex Klatt)"
"Anisopappus holstii","Anisopappus holstii (O.Hoffm.) Wild Wild (O.Hoffm.)"
"Anisopappus junodi","Anisopappus junodii Hutch."
"Leptostigma reptans","Leptostigma reptans (F.Muell.) Fosberg Fosberg (F.Muell.)"
"Anisopappus kirkii","Anisopappus kirkii (Oliv.) Brenan Brenan (Oliv.)"
"Anisopappus lastii","Anisopappus lastii (O.Hoffm.) Wild Wild (O.Hoffm.)"
"Anisopappus lastii subsp. lastii","Anisopappus lastii subsp. lastii"
"Leptostigma setulosum","Leptostigma setulosum (Hook.f.) Fosberg Fosberg (Hook.f.)"
"Anisopappus latifolius","Anisopappus latifolius (S.Moore) B.L.Burtt B.L.Burtt (S.Moore)"
"Anisopappus lawalreanus","Anisopappus lawalreeanus Lisowski"
"Anisopappus lejolyanus","Anisopappus lejolyanus Lisowski"
"Anisopappus longipes","Anisopappus longipes (Comm. ex Cass.) Wild Wild (Comm. ex Cass.)"
"Leptostigma weberbaueri","Leptostigma weberbaueri Fosberg"
"Anisopappus marianus","Anisopappus marianus Lawalrée"
"Anisopappus orbicularis","Anisopappus orbicularis (Humbert) Wild Wild (Humbert)"
"Anisopappus paucidentatus","Anisopappus paucidentatus Wild"
"Anisopappus petitianus","Anisopappus petitianus Lisowski"
"Anisopappus pinnatifida","Anisopappus pinnatifidus (Klatt) O.Hoffm. O.Hoffm. (Klatt)"
"Anisopappus pseudopinnatifidus","Anisopappus pseudopinnatifidus S.Ortiz & Paiva"
"Anisopappus pumilus","Anisopappus pumilus (Hiern) Wild Wild (Hiern)"
"Anisopappus pumilus subsp. pumilus","Anisopappus pumilus subsp. pumilus"
"Anisopappus pumilus var. bampsianus","Anisopappus pumilus var. bampsianus (Lisowski) S.Ortiz S.Ortiz (Lisowski)"
"Anisopappus pumilus subsp. davyi","Anisopappus pumilus subsp. davyi (S.Moore) S.Ortiz S.Ortiz (S.Moore)"
"Anisopappus rhombifolius","Anisopappus rhombifolius Wild"
"Anisopappus robynsianus","Anisopappus robynsianus Lisowski"
"Anisopappus salviifolius","Anisopappus salvifolius (DC.) Wild Wild (DC.)"
"Anisopappus schinzii","Anisopappus schinzii (O.Hoffm.) Bengtson, M.Englund, Pruski & Anderb. Bengtson, M.Englund, Pruski & Anderb. (O.Hoffm.)"
"Anisopappus smutsii","Anisopappus smutsii Hutch."
"Anisopappus stuhlmannii","Anisopappus stuhlmannii (O.Hoffm.) Bengtson, M.Englund, Pruski & Anderb. Bengtson, M.Englund, Pruski & Anderb. (O.Hoffm.)"
"Anisopappus sylvaticus","Anisopappus sylvaticus (Humbert) Wild Wild (Humbert)"
"Anisopappus upembensis","Anisopappus upembensis Lisowski"
"Cardosoa athanasioides","Cardosoa athanasioides (Paiva & S.Ortiz) S.Ortiz & Paiva S.Ortiz & Paiva (Paiva & S.Ortiz)"
"Welwitschiella neriifolia","Welwitschiella neriifolia O.Hoffm."
"Lowryanthus rubens","Lowryanthus rubens Pruski"
"Athroisma laciniatum","Athroisma laciniatum DC."
"Athroisma lobatum","Athroisma lobatum (Klatt) Mattf. Mattf. (Klatt)"
"Athroisma pinnatifidum","Athroisma pinnatifidum T.Erikss."
"Athroisma proteiforme","Athroisma proteiforme (Humbert) Mattf. Mattf. (Humbert)"
"Athroisma psilocarpum","Athroisma psilocarpum T.Erikss."
"Athroisma pusillum","Athroisma pusillum T.Erikss."
"Athroisma stuhlmannii","Athroisma stuhlmannii (O.Hoffm.) Mattf. Mattf. (O.Hoffm.)"
"Blepharispermum arcuatum","Blepharispermum arcuatum T.Erikss."
"Blepharispermum brachycarphum","Blepharispermum brachycarphum Mattf."
"Blepharispermum canescens","Blepharispermum canescens T.Erikss."
"Blepharispermum ellenbeckii","Blepharispermum ellenbeckii Cufod."
"Blepharispermum fruticosum","Blepharispermum fruticosum Klatt ex Schinz"
"Blepharispermum hirtum","Blepharispermum hirtum Oliv."
"Blepharispermum minus","Blepharispermum minus S.Moore"
"Blepharispermum obovatum","Blepharispermum obovatum Chiov."
"Blepharispermum petiolare","Blepharispermum petiolare DC."
"Blepharispermum pubescens","Blepharispermum pubescens S.Moore"
"Blepharispermum spinulosum","Blepharispermum spinulosum Oliv. & Hiern"
"Blepharispermum villosum","Blepharispermum villosum O.Hoffm."
"Blepharispermum xerothamnum","Blepharispermum xerothamnum Mattf."
"Blepharispermum yemense","Blepharispermum yemense Deflers"
"Blepharispermum zanguebaricum","Blepharispermum zanguebaricum Oliv. & Hiern"
"Leucoblepharis subsessilis","Leucoblepharis subsessilis (DC.) Arn. Arn. (DC.)"
"Centipeda aotearoana","Centipeda aotearoana N.G.Walsh"
"Centipeda borealis","Centipeda borealis N.G.Walsh"
"Centipeda crateriformis","Centipeda crateriformis N.G.Walsh"
"Centipeda crateriformis subsp. crateriformis","Centipeda crateriformis subsp. crateriformis"
"Centipeda crateriformis subsp. compacta","Centipeda crateriformis subsp. compacta N.G.Walsh"
"Centipeda cunninghamii","Centipeda cunninghamii (DC.) A.Braun & Asch. A.Braun & Asch. (DC.)"
"Centipeda elatinoides","Centipeda elatinoides (Less.) Benth. & Hook.fil. Benth. & Hook.fil. (Less.)"
"Centipeda minima subsp. minima","Centipeda minima subsp. minima"
"Centipeda minima subsp. macrocephala","Centipeda minima subsp. macrocephala N.G.Walsh"
"Centipeda nidiformis","Centipeda nidiformis N.G.Walsh"
"Centipeda pleiocephala","Centipeda pleiocephala N.G.Walsh"
"Centipeda racemosa","Centipeda racemosa (Hook.fil.) F.Muell. F.Muell. (Hook.fil.)"
"Centipeda thespidioides","Centipeda thespidioides F.Muell."
"Leptotes bicolor","Leptotes bicolor Lindl."
"Balduina angustifolia","Balduina angustifolia (Michx.) B.L.Rob. B.L.Rob. (Michx.)"
"Balduina atropurpurea","Balduina atropurpurea R.M.Harper"
"Balduina uniflora","Balduina uniflora Nutt."
"Psathyrotes ramosissima","Psathyrotes ramosissima (Torr.) A.Gray A.Gray (Torr.)"
"Trichoptilium incisum","Trichoptilium incisum (A.Gray) A.Gray A.Gray (A.Gray)"
"Amblyolepis setigera","Amblyolepis setigera DC."
"Baileya multiradiata","Baileya multiradiata Harv. & A.Gray"
"Baileya pauciradiata","Baileya pauciradiata Harv. & Gray ex A.Gray"
"Gaillardia aestivalis","Gaillardia aestivalis (Walter) H.Rock H.Rock (Walter)"
"Gaillardia aestivalis var. austrotexana","Gaillardia aestivalis var. austrotexana B.L.Turner"
"Leptotes pauloensis","Leptotes pauloensis Hoehne"
"Gaillardia amblyodon","Gaillardia amblyodon J.Gay"
"Gaillardia aristata","Gaillardia aristata Pursh"
"Gaillardia arizonica","Gaillardia arizonica A.Gray"
"Gaillardia cabrerae","Gaillardia cabrerae Covas"
"Gaillardia candelaria","Gaillardia candelaria B.L.Turner"
"Gaillardia candelaria var. mikemoorei","Gaillardia candelaria var. mikemoorei B.L.Turner"
"Gaillardia coahuilensis","Gaillardia coahuilensis B.L.Turner"
"Gaillardia comosa","Gaillardia comosa A.Gray"
"Leptotes tenuis","Leptotes tenuis Rchb.f."
"Gaillardia gypsophila","Gaillardia gypsophila B.L.Turner"
"Gaillardia henricksonii","Gaillardia henricksonii B.L.Turner"
"Gaillardia megapotamica","Gaillardia megapotamica Baker"
