"wcvp_name","gbif_name"
"Gaillardia megapotamica var. radiata","Gaillardia megapotamica var. radiata (Griseb.) Baker Baker (Griseb.)"
"Leptotes unicolor","Leptotes unicolor Barb.Rodr."
"Gaillardia megapotamica var. scabiosoides","Gaillardia megapotamica var. scabiosoides (Arn. ex DC.) Baker Baker (Arn. ex DC.)"
"Gaillardia mexicana","Gaillardia mexicana A.Gray"
"Gaillardia multiceps","Gaillardia multiceps Greene"
"Gaillardia parryi","Gaillardia parryi Greene"
"Gaillardia pinnatifida","Gaillardia pinnatifida Torr."
"Gaillardia powellii","Gaillardia powellii B.L.Turner"
"Anthurium infectorium","Anthurium infectorium R.E.Schult."
"Gaillardia pulchella","Gaillardia pulchella Foug."
"Gaillardia spathulata","Gaillardia spathulata A.Gray"
"Gaillardia suavis","Gaillardia suavis (Gray & Engelm.) Britton & Rusby Britton & Rusby (Gray & Engelm.)"
"Gaillardia tontalensis","Gaillardia tontalensis Hieron."
"Gaillardia turneri","Gaillardia turneri Averett & M.Powell"
"Helenium amarum","Helenium amarum (Raf.) H.Rock H.Rock (Raf.)"
"Helenium amarum var. badium","Helenium amarum var. badium (A.Gray ex S.Watson) Waterf. Waterf. (A.Gray ex S.Watson)"
"Actinea heterophylla var. linearifolia","Actinea heterophylla var. linearifolia Kuntze"
"Helenium arizonicum","Helenium arizonicum S.F.Blake"
"Helenium aromaticum","Helenium aromaticum (Hook.) L.H.Bailey L.H.Bailey (Hook.)"
"Helenium atacamense","Helenium atacamense Cabrera"
"Helenium autumnale","Helenium autumnale L."
"Helenium bigelovii","Helenium bigelovii A.Gray"
"Helenium bolanderi","Helenium bolanderi A.Gray"
"Helenium brevifolium","Helenium brevifolium A.Gray"
"Helenium campestre","Helenium campestre Small"
"Helenium chihuahuensis","Helenium chihuahuensis Bierner"
"Lerchea beccariana","Lerchea beccariana (Bakh.f.) B.Axelius B.Axelius (Bakh.f.)"
"Helenium donianum","Helenium donianum (Hook. & Arn.) Cabrera Cabrera (Hook. & Arn.)"
"Helenium drummondii","Helenium drummondii H.Rock"
"Helenium elegans","Helenium elegans DC."
"Lerchea bracteata","Lerchea bracteata Valeton"
"Helenium flexuosum","Helenium flexuosum Raf."
"Lerchea capitata","Lerchea capitata S.Moore"
"Lerchea corymbosa","Lerchea corymbosa Axelius"
"Plateilema palmeri","Plateilema palmeri (A.Gray) Cockerell Cockerell (A.Gray)"
"Pelucha trifida","Pelucha trifida S.Watson"
"Psathyrotes annua","Psathyrotes annua (Nutt.) A.Gray A.Gray (Nutt.)"
"Psathyrotes pilifera","Psathyrotes pilifera A.Gray"
"Hymenoxys helenioides","Hymenoxys helenioides (Rydb.) Cockerell Cockerell (Rydb.)"
"Glossocardia condorensis","Glossocardia condorensis (Gagnep.) Veldkamp Veldkamp (Gagnep.)"
"Glossocardia integrifolia","Glossocardia integrifolia (Gagnep.) Veldkamp Veldkamp (Gagnep.)"
"Glossocardia josephinae","Glossocardia josephinae Veldkamp & Kreffer"
"Lerchea interrupta","Lerchea interrupta Korth."
"Glossocardia leschenaultii","Glossocardia leschenaultii (Cass.) Veldkamp Veldkamp (Cass.)"
"Glossocardia orthochaeta","Glossocardia orthochaeta (F.Muell.) Veldkamp Veldkamp (F.Muell.)"
"Glossocardia refracta","Glossocardia refracta Veldkamp"
"Glossocardia smithii","Glossocardia smithii (Backer) Veldkamp Veldkamp (Backer)"
"Lerchea longicauda","Lerchea longicauda L."
"Bidens aurea","Bidens aurea (Aiton) Sherff Sherff (Aiton)"
"Bidens balsana","Bidens balsana Melchert"
"Hymenoxys hoopesii","Hymenoxys hoopesii (A.Gray) Bierner Bierner (A.Gray)"
"Bidens barteri","Bidens barteri (Oliv. & Hiern) T.G.J.Rayner T.G.J.Rayner (Oliv. & Hiern)"
"Lerchea micrantha","Lerchea micrantha (Drake) H.S.Lo H.S.Lo (Drake)"
"Bidens baumii","Bidens baumii (O.Hoffm.) Sherff Sherff (O.Hoffm.)"
"Bidens beckiana","Bidens beckiana (F.Br.) Sherff Sherff (F.Br.)"
"Lerchea paniculata","Lerchea paniculata Backer ex Bakh.f."
"Bidens beckii","Bidens beckii Torr. ex Spreng."
"Bidens moorei","Bidens moorei Sherff"
"Bidens nana","Bidens nana M.O.Dillon"
"Helenium glaucum","Helenium glaucum (Cav.) Stuntz Stuntz (Cav.)"
"Helenium insulare","Helenium insulare (Phil.) Cabrera Cabrera (Phil.)"
"Helenium laciniatum","Helenium laciniatum A.Gray"
"Helenium linifolium","Helenium linifolium Rydb."
"Helenium mexicanum","Helenium mexicanum Kunth"
"Lerchea parviflora","Lerchea parviflora Axelius"
"Helenium microcephalum","Helenium microcephalum DC."
"Helenium microcephalum var. ooclinium","Helenium microcephalum var. ooclinium (A.Gray) Bierner Bierner (A.Gray)"
"Helenium ovallense","Helenium ovallense Bierner"
"Lerchea sinica","Lerchea sinica (H.S.Lo) H.S.Lo H.S.Lo (H.S.Lo)"
"Helenium pinnatifidum","Helenium pinnatifidum (Nutt.) Rydb. Rydb. (Nutt.)"
"Helenium puberulum","Helenium puberulum DC."
"Helenium quadridentatum","Helenium quadridentatum Labill."
"Helenium scaposum","Helenium scaposum Britton"
"Helenium scorzonerifolium","Helenium scorzonerifolium (DC.) A.Gray A.Gray (DC.)"
"Helenium thurberi","Helenium thurberi A.Gray"
"Helenium urmenetae","Helenium urmenetae (Phil.) Cabrera Cabrera (Phil.)"
"Helenium urmenetae var. leguiffei","Helenium urmenetae var. leguiffei (Phil.) Bierner Bierner (Phil.)"
"Helenium vallenariense","Helenium vallenariense (Phil.) Bierner Bierner (Phil.)"
"Helenium vernale","Helenium vernale Walter"
"Helenium virginicum","Helenium virginicum S.F.Blake"
"Marshallia caespitosa","Marshallia caespitosa Nutt. ex DC."
"Marshallia graminifolia","Marshallia graminifolia (Walter) Small Small (Walter)"
"Marshallia graminifolia subsp. graminifolia","Marshallia graminifolia subsp. graminifolia"
"Marshallia graminifolia subsp. tenuifolia","Marshallia graminifolia subsp. tenuifolia (Raf.) L.E.Watson L.E.Watson (Raf.)"
"Marshallia grandiflora","Marshallia grandiflora Beadle & F.E.Boynton"
"Marshallia legrandii","Marshallia legrandii Weakley"
"Marshallia mohrii","Marshallia mohrii Beadle & F.E.Boynton"
"Marshallia obovata","Marshallia obovata (Walter) Beadle & F.E.Boynton Beadle & F.E.Boynton (Walter)"
"Marshallia ramosa","Marshallia ramosa Beadle & F.E.Boynton"
"Marshallia trinervia","Marshallia trinervia (Walter) Trel. Trel. (Walter)"
"Baileya pleniradiata","Baileya pleniradiata Harv. & A.Gray"
"Anthurium intermedium","Anthurium intermedium Kunth"
"Tetraneuris acaulis","Tetraneuris acaulis (Pursh) Greene Greene (Pursh)"
"Letestua durissima","Letestua durissima (A.Chev.) Lecomte Lecomte (A.Chev.)"
"Tetraneuris acaulis var. arizonica","Tetraneuris acaulis var. arizonica (Greene) K.F.Parker K.F.Parker (Greene)"
"Tetraneuris acaulis var. caespitosa","Tetraneuris acaulis var. caespitosa A.Nelson"
"Tetraneuris acaulis var. epunctata","Tetraneuris acaulis var. epunctata (A.Nelson) Kartesz & Gandhi Kartesz & Gandhi (A.Nelson)"
"Tetraneuris argentea","Tetraneuris argentea (A.Gray) Greene Greene (A.Gray)"
"Tetraneuris herbacea","Tetraneuris herbacea Greene"
"Tetraneuris ivesiana","Tetraneuris ivesiana Greene"
"Tetraneuris linearifolia","Tetraneuris linearifolia (Hook.) Greene Greene (Hook.)"
"Tetraneuris linearifolia var. arenicola","Tetraneuris linearifolia var. arenicola Bierner"
"Tetraneuris scaposa","Tetraneuris scaposa (DC.) Greene Greene (DC.)"
"Tetraneuris scaposa var. argyrocaulon","Tetraneuris scaposa var. argyrocaulon (K.F.Parker) K.F.Parker K.F.Parker (K.F.Parker)"
"Anthurium interruptum","Anthurium interruptum Sodiro"
"Tetraneuris torreyana","Tetraneuris torreyana (Nutt.) Greene Greene (Nutt.)"
"Tetraneuris turneri","Tetraneuris turneri (K.F.Parker) K.F.Parker K.F.Parker (K.F.Parker)"
"Tetraneuris verdiensis","Tetraneuris verdiensis R.A.Denham & B.L.Turner"
"Hymenoxys ambigens","Hymenoxys ambigens (S.F.Blake) Bierner Bierner (S.F.Blake)"
"Hymenoxys ambigens var. floribunda","Hymenoxys ambigens var. floribunda (A.Gray) W.L.Wagner W.L.Wagner (A.Gray)"
"Leucas abyssinica","Leucas abyssinica (Benth.) Briq. Briq. (Benth.)"
"Hymenoxys ambigens var. neomexicana","Hymenoxys ambigens var. neomexicana W.L.Wagner"
"Hymenoxys ambigens var. wagneri","Hymenoxys ambigens var. wagneri Bierner"
"Hymenoxys anthemoides","Hymenoxys anthemoides (Juss.) Cass. Cass. (Juss.)"
"Leucas abyssinica var. abyssinica","Leucas abyssinica var. abyssinica"
"Hymenoxys bigelovii","Hymenoxys bigelovii (A.Gray) K.F.Parker K.F.Parker (A.Gray)"
"Hymenoxys brachyactis","Hymenoxys brachyactis Wooton & Standl."
"Leucas abyssinica var. argyrophylla","Leucas abyssinica var. argyrophylla (Vatke) Sebald Sebald (Vatke)"
"Hymenoxys brandegeei","Hymenoxys brandegeei Porter"
"Hymenoxys cabrerae","Hymenoxys cabrerae K.F.Parker"
"Hymenoxys cooperi","Hymenoxys cooperi (A.Gray) Cockerell Cockerell (A.Gray)"
"Leucas abyssinica var. sidamoensis","Leucas abyssinica var. sidamoensis Sebald"
"Hymenoxys grandiflora","Hymenoxys grandiflora (Torr. & A.Gray) K.F.Parker K.F.Parker (Torr. & A.Gray)"
"Hymenoxys insignis","Hymenoxys insignis (A.Gray ex S.Watson) Cockerell Cockerell (A.Gray ex S.Watson)"
"Leucas acloquei","Leucas acloquei H.Lév."
"Hymenoxys integrifolia","Hymenoxys integrifolia Kunth"
"Hymenoxys jamesii","Hymenoxys jamesii Bierner"
"Hymenoxys lemmonii","Hymenoxys lemmonii (Greene) Cockerell Cockerell (Greene)"
"Hymenoxys odorata","Hymenoxys odorata DC."
"Hymenoxys perpygmaea","Hymenoxys perpygmaea W.C.Holmes, Singhurst & Mink"
"Hymenoxys pinetorum","Hymenoxys pinetorum (Standl.) Bierner Bierner (Standl.)"
"Leucas aequistylosa","Leucas aequistylosa Sebald"
"Hymenoxys quinquesquamata","Hymenoxys quinquesquamata Rydb."
"Hymenoxys richardsonii","Hymenoxys richardsonii (Hook.) Cockerell Cockerell (Hook.)"
"Hymenoxys richardsonii var. floribunda","Hymenoxys richardsonii var. floribunda (A.Gray) Parker Parker (A.Gray)"
"Hymenoxys robusta","Hymenoxys robusta (Rusby) K.F.Parker K.F.Parker (Rusby)"
"Anthurium inzanum","Anthurium inzanum Engl."
"Leucas aggerestris","Leucas aggerestris (Wild) Sebald Sebald (Wild)"
"Hymenoxys rusbyi","Hymenoxys rusbyi (A.Gray) Cockerell Cockerell (A.Gray)"
"Hymenoxys subintegra","Hymenoxys subintegra Cockerell"
"Hymenoxys texana","Hymenoxys texana (J.M.Coult. & Rose) Cockerell Cockerell (J.M.Coult. & Rose)"
"Leucas alba","Leucas alba (Forssk.) Sebald Sebald (Forssk.)"
"Hymenoxys vaseyi","Hymenoxys vaseyi (A.Gray) Cockerell Cockerell (A.Gray)"
"Psilostrophe bakeri","Psilostrophe bakeri Greene"
"Psilostrophe cooperi","Psilostrophe cooperi (A.Gray) Greene Greene (A.Gray)"
"Leucas alluaudii","Leucas alluaudii Sacleux"
"Psilostrophe gnaphalodes","Psilostrophe gnaphalodes DC."
"Psilostrophe gnaphalodes var. mexicana","Psilostrophe gnaphalodes var. mexicana (R.C.Br.) B.L.Turner B.L.Turner (R.C.Br.)"
"Psilostrophe hartmanii","Psilostrophe hartmanii Rydb."
"Psilostrophe sparsiflora","Psilostrophe sparsiflora (A.Gray) A.Nelson A.Nelson (A.Gray)"
"Psilostrophe tagetina","Psilostrophe tagetina (Nutt.) Greene Greene (Nutt.)"
"Psilostrophe villosa","Psilostrophe villosa Rydb. ex Britton"
"Leucas anandaraoana","Leucas anandaraoana Umam.Rao & P.Daniel"
"Chrysanthellum americanum","Chrysanthellum americanum (L.) Vatke Vatke (L.)"
"Chrysanthellum fagerlindii","Chrysanthellum fagerlindii Eliasson"
"Chrysanthellum filiforme","Chrysanthellum filiforme McVaugh"
"Chrysanthellum indicum","Chrysanthellum indicum DC."
"Leucas angularis","Leucas angularis Benth."
"Chrysanthellum indicum subsp. indicum","Chrysanthellum indicum subsp. indicum"
"Chrysanthellum indicum subsp. afroamericanum","Chrysanthellum indicum subsp. afroamericanum B.L.Turner"
"Chrysanthellum indicum var. madagascarense","Chrysanthellum indicum var. madagascarense B.L.Turner"
"Chrysanthellum indicum subsp. mexicanum","Chrysanthellum indicum subsp. mexicanum (Greenm.) B.L.Turner B.L.Turner (Greenm.)"
"Chrysanthellum integrifolium","Chrysanthellum integrifolium Steetz"
"Chrysanthellum involutum","Chrysanthellum involutum Paul G.Wilson"
"Chrysanthellum keilii","Chrysanthellum keilii B.L.Turner"
"Chrysanthellum michoacanum","Chrysanthellum michoacanum B.L.Turner"
"Leucas angustissima","Leucas angustissima Sedgw."
"Chrysanthellum perennans","Chrysanthellum perennans B.L.Turner"
"Chrysanthellum pilzii","Chrysanthellum pilzii Strother"
"Chrysanthellum pinnatisectum","Chrysanthellum pinnatisectum Paul G.Wilson"
"Chrysanthellum pusillum","Chrysanthellum pusillum Hook.fil."
"Chrysanthellum rosei","Chrysanthellum rosei (Greenm.) Veldkamp Veldkamp (Greenm.)"
"Chrysanthellum tamaulipense","Chrysanthellum tamaulipense B.L.Turner"
"Leucas argentea","Leucas argentea Gürke"
"Isostigma acaule","Isostigma acaule (Baker) Chodat Chodat (Baker)"
"Isostigma brasiliense","Isostigma brasiliense (Gardner) B.D.Jacks. B.D.Jacks. (Gardner)"
"Isostigma cordobense","Isostigma cordobense Cabrera"
"Isostigma dissitifolium","Isostigma dissitifolium Baker"
"Isostigma herzogii","Isostigma herzogii Hassl."
"Leucas argentea var. argentea","Leucas argentea var. argentea"
"Isostigma hoffmannii","Isostigma hoffmannii Kuntze"
"Isostigma molfinianum","Isostigma molfinianum Sherff"
"Isostigma peucedanifolium","Isostigma peucedanifolium (Spreng.) Less. Less. (Spreng.)"
"Isostigma peucedanifolium var. crithmifolium","Isostigma peucedanifolium var. crithmifolium (Less.) Guad.Peter Guad.Peter (Less.)"
"Isostigma peucedanifolium var. speciosum","Isostigma peucedanifolium var. speciosum (Less.) Guad.Peter Guad.Peter (Less.)"
"Isostigma peucedanifolium var. strictum","Isostigma peucedanifolium var. strictum Guad.Peter"
"Isostigma riedelii","Isostigma riedelii Chodat"
"Anthurium iramireziae","Anthurium iramireziae G.S.Bunting"
"Leucas argentea var. neumannii","Leucas argentea var. neumannii (Gürke) Sebald Sebald (Gürke)"
"Isostigma scorzonerifolium","Isostigma scorzonerifolium (Baker) Sherff Sherff (Baker)"
"Isostigma simplicifolium","Isostigma simplicifolium Less."
"Isostigma simplicifolium var. riedelii","Isostigma simplicifolium var. riedelii (Baker) Guad.Peter Guad.Peter (Baker)"
"Isostigma sparsifolium","Isostigma sparsifolium Guad.Peter"
"Trioncinia patens","Trioncinia patens A.E.Holland & D.W.Butler"
"Trioncinia retroflexa","Trioncinia retroflexa (F.Muell.) Veldkamp Veldkamp (F.Muell.)"
"Glossocardia alorensis","Glossocardia alorensis Veldkamp & Kreffer"
"Leucas aspera","Leucas aspera (Willd.) Link Link (Willd.)"
"Glossocardia bidens","Glossocardia bidens (Retz.) Veldkamp Veldkamp (Retz.)"
"Glossocardia bosvallia","Glossocardia bosvallia (L.fil.) DC. DC. (L.fil.)"
"Glossocardia tridentata","Glossocardia tridentata (Turcz.) Veldkamp Veldkamp (Turcz.)"
"Diodontium filifolium","Diodontium filifolium F.Muell."
"Leucas bakeri","Leucas bakeri Hiern"
"Bidens acrifolia","Bidens acrifolia Sherff"
"Bidens acrifolia var. langlassei","Bidens acrifolia var. langlassei (Sherff) Melchert Melchert (Sherff)"
"Bidens acuticaulis","Bidens acuticaulis Sherff"
"Bidens acuticaulis var. filirostris","Bidens acuticaulis var. filirostris (P.Taylor) T.G.J.Rayner T.G.J.Rayner (P.Taylor)"
"Bidens aequisquama","Bidens aequisquama (Fernald) Sherff Sherff (Fernald)"
"Bidens aequisquama var. guanajuatensis","Bidens aequisquama var. guanajuatensis Melchert"
"Bidens amplectens","Bidens amplectens Sherff"
"Bidens amplissima","Bidens amplissima Greene"
"Bidens andicola","Bidens andicola Kunth"
"Bidens andicola var. decomposita","Bidens andicola var. decomposita Kuntze"
"Bidens andicola var. cosmantha","Bidens andicola f. cosmantha Sherff"
"Bidens andongensis","Bidens andongensis Hiern"
"Bidens andrei","Bidens andrei Sherff"
"Leucas biflora","Leucas biflora (Vahl) Sm. Sm. (Vahl)"
"Bidens angustissima","Bidens angustissima Kunth"
"Bidens anthemoides","Bidens anthemoides (DC.) Sherff Sherff (DC.)"
"Bidens anthriscoides","Bidens anthriscoides DC."
"Bidens aoraiensis","Bidens aoraiensis M.L.Grant"
"Bidens arenicola","Bidens arenicola (S.Moore) Sherff Sherff (S.Moore)"
"Bidens aristosa","Bidens aristosa (Michx.) Britton Britton (Michx.)"
"Bidens asperata","Bidens asperata (Hutch. & Dalziel) Sherff Sherff (Hutch. & Dalziel)"
"Bidens asymmetrica","Bidens asymmetrica (H.Lév.) Sherff Sherff (H.Lév.)"
"Leucas bracteosa","Leucas bracteosa Gürke"
"Bidens serrulata","Bidens serrulata Sch.Bip."
"Bidens bicolor","Bidens bicolor Greenm."
"Bidens bidentoides","Bidens bidentoides (Nutt.) Britton Britton (Nutt.)"
"Bidens bigelovii","Bidens bigelovii A.Gray"
"Leucas calostachys","Leucas calostachys Oliv."
"Bidens cernua","Bidens cernua L."
"Bidens elliotii","Bidens elliotii (S.Moore) Sherff Sherff (S.Moore)"
"Bidens engleri","Bidens engleri O.E.Schulz"
"Leucas calostachys var. calostachys","Leucas calostachys var. calostachys"
"Bidens esmartinezii","Bidens esmartinezii Villaseñor"
"Bidens exigua","Bidens exigua Sherff"
"Bidens fischeri","Bidens fischeri Sherff"
"Bidens biternata","Bidens biternata (Lour.) Merr. & Sherff Merr. & Sherff (Lour.)"
"Leucas calostachys var. longibracteolata","Leucas calostachys var. longibracteolata Sebald"
"Bidens biternata var. mayebarae","Bidens biternata var. mayebarae (Kitam.) Kitam. Kitam. (Kitam.)"
"Bidens blakei","Bidens blakei (Sherff) Melchert Melchert (Sherff)"
"Leucas calostachys var. schweinfurthii","Leucas calostachys var. schweinfurthii (Gürke) Sebald Sebald (Gürke)"
"Bidens borianiana","Bidens borianiana (Sch.Bip. ex Schweinf.) Cufod. Cufod. (Sch.Bip. ex Schweinf.)"
"Bidens brandegeei","Bidens brandegeei Sherff"
"Bidens brasiliensis","Bidens brasiliensis Sherff"
"Bidens buchneri","Bidens buchneri Sherff"
"Bidens burundiensis","Bidens burundiensis Mesfin"
"Leucas capensis","Leucas capensis (Benth.) Engl. Engl. (Benth.)"
"Bidens cabopulmensis","Bidens cabopulmensis León de la Luz & B.L.Turner"
"Bidens campanulata","Bidens campanulata Bringel & T.B.Cavalc."
"Bidens camporum","Bidens camporum (Hutch.) Mesfin Mesfin (Hutch.)"
"Bidens campylotheca subsp. campylotheca","Bidens campylotheca subsp. campylotheca"
"Bidens campylotheca subsp. pentamera","Bidens campylotheca var. pentamera Sherff"
"Bidens campylotheca subsp. waihoiensis","Bidens campylotheca subsp. waihoiensis H.St.John"
"Bidens carinata","Bidens carinata Cufod. ex Mesfin"
"Leucas cephalantha","Leucas cephalantha Baker"
"Bidens cervicata","Bidens cervicata Sherff"
"Bidens chiapensis","Bidens chiapensis Brandegee"
"Leucas cephalotes","Leucas cephalotes (Roth) Spreng. Spreng. (Roth)"
"Bidens chippii","Bidens chippii (M.B.Moss) Mesfin Mesfin (M.B.Moss)"
"Bidens chodatii","Bidens chodatii Hassl."
"Bidens chrysanthemifolia","Bidens chrysanthemifolia (Kunth) Sherff Sherff (Kunth)"
"Bidens cinerea","Bidens cinerea Sherff"
"Bidens clarendonensis","Bidens clarendonensis Britton"
"Bidens clavata","Bidens clavata R.E.Ballard"
"Bidens colimana","Bidens colimana Melchert"
"Leucas chinensis","Leucas chinensis (Retz.) Sm. Sm. (Retz.)"
"Bidens conjuncta","Bidens conjuncta Sherff"
"Leucas chinensis var. batanensis","Leucas chinensis var. batanensis T.Yamaz."
"Bidens connata","Bidens connata Muhl. ex Willd."
"Bidens cordifolia","Bidens cordifolia Sch.Bip."
"Leucas chinensis var. chinensis","Leucas chinensis var. chinensis"
"Bidens cordylocarpa","Bidens cordylocarpa (A.Gray) Crawford Crawford (A.Gray)"
"Bidens cornuta","Bidens cornuta Sherff"
"Bidens cosmoides","Bidens cosmoides (A.Gray) Sherff Sherff (A.Gray)"
"Bidens crocea","Bidens crocea Welw. ex O.Hoffm."
"Bidens cronquistii","Bidens cronquistii (Sherff) Melchert Melchert (Sherff)"
"Bidens deltoidea","Bidens deltoidea J.W.Moore"
"Bidens discoidea","Bidens discoidea (Torr. & A.Gray) Britton Britton (Torr. & A.Gray)"
"Bidens diversa","Bidens diversa Sherff"
"Bidens diversa subsp. diversa","Bidens diversa subsp. diversa"
"Bidens diversa subsp. filiformis","Bidens diversa subsp. filiformis (Sherff) T.G.J.Rayner T.G.J.Rayner (Sherff)"
"Bidens domingensis","Bidens domingensis O.E.Schulz"
"Leucas chinensis f. riukiuensis","Leucas chinensis f. riukiuensis (Ohwi) T.Yamaz. T.Yamaz. (Ohwi)"
"Bidens eatonii","Bidens eatonii Fernald"
"Bidens edentula","Bidens edentula G.M.Barroso"
"Bidens ekmanii","Bidens ekmanii O.E.Schulz ex Urb."
"Leucas ciliata","Leucas ciliata Benth."
"Bidens elgonensis","Bidens elgonensis (Sherff) Agnew Agnew (Sherff)"
"Bidens fistulosa","Bidens fistulosa Sch.Bip. ex Baker"
"Bidens flabellata","Bidens flabellata O.Hoffm."
"Bidens flagellaris","Bidens flagellaris Baker"
"Bidens flagellata","Bidens flagellata (Sherff) Mesfin Mesfin (Sherff)"
"Bidens forbesii","Bidens forbesii Sherff"
"Bidens forbesii subsp. forbesii","Bidens forbesii subsp. forbesii"
"Bidens forbesii subsp. kahiliensis","Bidens forbesii subsp. kahiliensis Ganders & Nagata"
"Bidens gardneri","Bidens gardneri Baker"
"Bidens gentryi","Bidens gentryi Sherff"
"Bidens ghedoensis","Bidens ghedoensis Mesfin"
"Bidens glandulifera","Bidens glandulifera M.L.Grant"
"Bidens goiana","Bidens goiana B.L.Turner"
"Bidens gracillima","Bidens gracillima Sherff"
