"wcvp_name","gbif_name"
"Taraxacum erici","Taraxacum erici H.Øllg. & J.Räsänen"
"Taraxacum ericinoides","Taraxacum ericinoides Hagend., Soest & Zevenb."
"Taraxacum eriobasis","Taraxacum eriobasis Kovalevsk."
"Kerriodoxa","Kerriodoxa J.Dransf."
"Taraxacum eriopodum","Taraxacum eriopodum (D.Don) DC. DC. (D.Don)"
"Taraxacum fennobalticum","Taraxacum fennobalticum Sonck & Y.Mäkinen"
"Taraxacum fennorodiae","Taraxacum fennorodiae Haglund"
"Taraxacum ferale","Taraxacum ferale Kirschner & Stepánek"
"Taraxacum erioscapum","Taraxacum erioscapum H.Hartmann"
"Taraxacum erntrum","Taraxacum erntrum Soest"
"Taraxacum erostre","Taraxacum erostre Zakirov"
"Taraxacum erzincanense","Taraxacum erzincanense R.Doll"
"Taraxacum espinulosum","Taraxacum espinulosum M.P.Christ."
"Kerriodoxa elegans","Kerriodoxa elegans J.Dransf."
"Taraxacum estrelense","Taraxacum estrelense A.Galán & Vicente Orell."
"Taraxacum etchebarnei","Taraxacum etchebarnei Sonck"
"Taraxacum eudontum","Taraxacum eudontum Sahlin"
"Taraxacum euoplocarpum","Taraxacum euoplocarpum Markl. ex H.Lindb."
"Taraxacum euranum","Taraxacum euranum Soest"
"Taraxacum euryanthes","Taraxacum euryanthes Haglund ex Soest"
"Taraxacum eurylobum","Taraxacum eurylobum Haglund"
"Taraxacum euryphyllum","Taraxacum euryphyllum (Dahlst.) M.P.Christ. M.P.Christ. (Dahlst.)"
"Taraxacum exacutum","Taraxacum exacutum Markl."
"Taraxacum excellens","Taraxacum excellens Dahlst."
"Taraxacum excellens f. dentatum","Taraxacum excellens f. dentatum Hagend., Soest & Zevenb."
"Taraxacum exiguiceps","Taraxacum exiguiceps Markl."
"Taraxacum exiguum","Taraxacum exiguum Soest"
"Taraxacum eximium","Taraxacum eximium Dahlst."
"Taraxacum expallidiforme","Taraxacum expallidiforme Dahlst."
"Taraxacum expallidum","Taraxacum expallidum Dahlst."
"Taraxacum expandens","Taraxacum expandens Lundev. & H.Øllg."
"Taraxacum expansum","Taraxacum expansum Florstr."
"Taraxacum explicatum","Taraxacum explicatum G.E.Haglund"
"Taraxacum exsanguineum","Taraxacum exsanguineum Soest"
"Taraxacum exsertiforme","Taraxacum exsertiforme Hagend., Soest & Zevenb."
"Taraxacum exsertum","Taraxacum exsertum Hagend., Soest & Zevenb."
"Taraxacum exstinctum","Taraxacum exstinctum Kirschner & Stepánek"
"Taraxacum exsurgens","Taraxacum exsurgens Soest"
"Taraxacum extensifrons","Taraxacum extensifrons G.E.Haglund"
"Taraxacum extensum","Taraxacum extensum Dahlst."
"Khasiaclunea","Khasiaclunea Ridsdale"
"Taraxacum extenuens","Taraxacum extenuens Rail."
"Taraxacum extimum","Taraxacum extimum Kirschner, Sonck & Stepánek"
"Taraxacum fabrei","Taraxacum fabrei Soest"
"Taraxacum facetum","Taraxacum facetum Rail."
"Taraxacum facile","Taraxacum facile Sonck"
"Taraxacum faeroense","Taraxacum faeroense (Dahlst.) Dahlst., 1925 Dahlst., 1925 (Dahlst.)"
"Taraxacum fagerstroemii","Taraxacum fagerstroemii Såltin"
"Taraxacum falcatum","Taraxacum falcatum Brenner"
"Khasiaclunea oligocephala","Khasiaclunea oligocephala (Havil.) Ridsdale Ridsdale (Havil.)"
"Taraxacum farellonicum","Taraxacum farellonicum Uhlemann"
"Taraxacum farinosum","Taraxacum farinosum Hausskn. & Bornm. ex Hand.-Mazz."
"Taraxacum fartoris","Taraxacum fartoris Kirschner & Stepánek"
"Taraxacum fasciatiforme","Taraxacum fasciatiforme Soest"
"Taraxacum fasciatum","Taraxacum fasciatum Dahlst."
"Taraxacum fascinans","Taraxacum fascinans Kirschner, Mikolás & Stepánek"
"Taraxacum faucicola","Taraxacum faucicola Sahlin"
"Taraxacum fedtschenkoi","Taraxacum fedtschenkoi Hand.-Mazz."
"Taraxacum fernandezianum","Taraxacum fernandezianum Dahlst."
"Anthurium acutifolium var. herrerae","Anthurium acutifolium var. herrerae Croat"
"Kibatalia","Kibatalia G.Don"
"Taraxacum fibratum","Taraxacum fibratum Sonck"
"Taraxacum fictum","Taraxacum fictum Hagend., Soest & Zevenb."
"Taraxacum filidens","Taraxacum filidens Hagend., Soest & Zevenb."
"Taraxacum fimbriatum","Taraxacum fimbriatum Sonck"
"Taraxacum finitimum","Taraxacum finitimum Lundev. & H.Øllg."
"Taraxacum firmicaule","Taraxacum firmicaule Rail."
"Taraxacum firmum","Taraxacum firmum Dahlst."
"Taraxacum flandricum","Taraxacum flandricum Hagend., Soest & Zevenb."
"Taraxacum flavescens","Taraxacum flavescens Haglund"
"Taraxacum flavidum","Taraxacum flavidum Kirschner & Stepánek"
"Taraxacum flavostylum","Taraxacum flavostylum R.G.Bäck"
"Taraxacum flavoviride","Taraxacum flavoviride Sonck"
"Taraxacum flavum","Taraxacum flavum Soest"
"Taraxacum flevoense","Taraxacum flevoense Soest"
"Taraxacum flexile","Taraxacum flexile Haglund"
"Taraxacum grossheimii","Taraxacum grossheimii Schischk."
"Taraxacum grossodentosum","Taraxacum grossodentosum Rail."
"Taraxacum grossum","Taraxacum grossum Soest"
"Taraxacum grypodiforme","Taraxacum grypodiforme R.Doll"
"Taraxacum grypodon","Taraxacum grypodon Dahlst."
"Taraxacum grypolobum","Taraxacum grypolobum Sahlin"
"Taraxacum floccosum","Taraxacum floccosum Rail."
"Taraxacum floribundum","Taraxacum floribundum R.Doll"
"Taraxacum florstroemii","Taraxacum florstroemii Markl."
"Taraxacum florum","Taraxacum florum Kirschner & Stepánek"
"Taraxacum flos-lacus","Taraxacum flos-lacus Kirschner & Stepánek"
"Taraxacum flugum","Taraxacum flugum R.Doll"
"Kibatalia arborea","Kibatalia arborea (Blume) G.Don G.Don (Blume)"
"Taraxacum flumineum","Taraxacum flumineum R.Doll"
"Taraxacum fluviatile","Taraxacum fluviatile Kirschner & Stepánek"
"Taraxacum fontanicola","Taraxacum fontanicola Soest"
"Taraxacum fontaniforme","Taraxacum fontaniforme Soest"
"Taraxacum fontanosquameum","Taraxacum fontanosquameum Soest"
"Taraxacum fontanum","Taraxacum fontanum Hand.-Mazz."
"Taraxacum font-queri","Taraxacum font-queri Soest"
"Taraxacum forellense","Taraxacum forellense R.Doll"
"Kibatalia blancoi","Kibatalia blancoi (Rolfe ex Stapf) Merr. Merr. (Rolfe ex Stapf)"
"Taraxacum formosissimum","Taraxacum formosissimum Kirschner & Stepánek"
"Taraxacum formosum","Taraxacum formosum Soest"
"Taraxacum forrestii","Taraxacum forrestii Soest"
"Taraxacum fragosum","Taraxacum fragosum Sonck"
"Taraxacum fraudulentum","Taraxacum fraudulentum Rail."
"Taraxacum freticola","Taraxacum freticola H.Øllg."
"Taraxacum fridenii","Taraxacum fridenii Sahlin"
"Taraxacum friesii","Taraxacum friesii (Dahlst.) Dahlst. Dahlst. (Dahlst.)"
"Kibatalia borneensis","Kibatalia borneensis (Stapf) Merr. Merr. (Stapf)"
"Taraxacum frisicum","Taraxacum frisicum Soest"
"Taraxacum frondatum","Taraxacum frondatum H.Øllg."
"Taraxacum fulgidum","Taraxacum fulgidum Haglund"
"Taraxacum fulvescens","Taraxacum fulvescens Soest"
"Taraxacum fulvicarpum","Taraxacum fulvicarpum Dahlst."
"Taraxacum fulviforme","Taraxacum fulviforme Dahlst."
"Taraxacum fulvobrunneum","Taraxacum fulvobrunneum Soest"
"Taraxacum fulvum","Taraxacum fulvum Raunk."
"Taraxacum fulvum f. canulum","Taraxacum fulvum f. canulum (Haglund) R.Doll R.Doll (Haglund)"
"Taraxacum fuornense","Taraxacum fuornense Soest"
"Taraxacum furvum","Taraxacum furvum M.P.Christ."
"Taraxacum fusciflorum","Taraxacum fusciflorum H.Øllg."
"Taraxacum fusco-olivaceum","Taraxacum fuscoolivaceum Haglund"
"Taraxacum fusculinerve","Taraxacum fusculinerve Markl."
"Taraxacum gaditanum","Taraxacum gaditanum Talavera"
"Taraxacum galbaniforme","Taraxacum galbaniforme Dahlst."
"Taraxacum galbanum","Taraxacum galbanum Dahlst."
"Taraxacum galeatum","Taraxacum galeatum Dahlst."
"Taraxacum galeiferum","Taraxacum galeiferum M.P.Christ."
"Taraxacum galeifiguratum","Taraxacum galeifiguratum Rail."
"Taraxacum gallaecicum","Taraxacum gallaecicum Soest"
"Taraxacum gallicum","Taraxacum gallicum Soest"
"Taraxacum gamisansii","Taraxacum gamisansii Soest"
"Taraxacum garbarianum","Taraxacum garbarianum Peruzzi et al."
"Taraxacum gasparinii","Taraxacum gasparini Tineo"
"Kibatalia elmeri","Kibatalia elmeri Woodson"
"Taraxacum geirhildae","Taraxacum geirhildae (Beeby) R.C.Palmer & W.Scott R.C.Palmer & W.Scott (Beeby)"
"Taraxacum gelertii","Taraxacum gelertii Raunk."
"Taraxacum gelertiiforme","Taraxacum gelertiiforme M.P.Christ."
"Taraxacum gelricum","Taraxacum gelricum Soest"
"Taraxacum geminatum","Taraxacum geminatum G.E.Haglund"
"Taraxacum geminidentatum","Taraxacum geminidentatum Hudziok"
"Taraxacum genargenteum","Taraxacum genargenteum Arrigoni"
"Taraxacum gentile","Taraxacum gentile Haglund & Rail."
"Taraxacum germanicum","Taraxacum germanicum Soest"
"Taraxacum gesticulans","Taraxacum gesticulans H.Øllg."
"Taraxacum getulum","Taraxacum getulum Pomel"
"Taraxacum gianninii","Taraxacum gianninii Arrigoni et al."
"Taraxacum gibberosum","Taraxacum gibberosum M.P.Christ."
"Taraxacum gibberum","Taraxacum gibberum Markl."
"Taraxacum gibbiferum","Taraxacum gibbiferum (Brenner) Brenner Brenner (Brenner)"
"Anthurium acutissimum","Anthurium acutissimum Engl."
"Kibatalia gitingensis","Kibatalia gitingensis (Elmer) Woodson Woodson (Elmer)"
"Taraxacum gibbosum","Taraxacum gibbosum Saarsoo"
"Taraxacum giganteum","Taraxacum giganteum Koidz."
"Taraxacum gilgitense","Taraxacum gilgitense Abedin"
"Taraxacum gilliesii","Taraxacum gilliesii Hook. & Arn."
"Taraxacum gilvistigmatum","Taraxacum gilvistigmatum Rail."
"Taraxacum gilvistylum","Taraxacum gilvistylum Soest"
"Taraxacum gilvum","Taraxacum gilvum Rail."
"Taraxacum glabellum","Taraxacum glabellum Schischk."
"Taraxacum glaberrimum","Taraxacum glaberrimum R.Doll"
"Taraxacum glabricaule","Taraxacum glabricaule Sonck"
"Taraxacum glabrum","Taraxacum glabrum DC."
"Kibatalia laurifolia","Kibatalia laurifolia (Ridl.) Woodson Woodson (Ridl.)"
"Taraxacum glaciale","Taraxacum glaciale É.Huet & A.Huet ex Hand.-Mazz."
"Taraxacum gladiatum","Taraxacum gladiatum M.P.Christ."
"Taraxacum glandiforme","Taraxacum glandiforme Sonck"
"Taraxacum glandonense","Taraxacum glandonense Soest"
"Taraxacum glaphyrum","Taraxacum glaphyrum Sahlin"
"Taraxacum glaucanthum","Taraxacum glaucanthum (Ledeb.) DC. DC. (Ledeb.)"
"Taraxacum glauciniforme","Taraxacum glauciniforme Dahlst."
"Taraxacum glaucinum","Taraxacum glaucinum Dahlst."
"Taraxacum glaucivirens","Taraxacum glaucivirens Schischk."
"Kibatalia longifolia","Kibatalia longifolia Merr."
"Taraxacum glaucolivaceum","Taraxacum glaucolivaceum Kirschner & Stepánek"
"Taraxacum glaucophylloides","Taraxacum glaucophylloides Kirschner & Stepánek"
"Taraxacum glaucophyllum","Taraxacum glaucophyllum Soest"
"Taraxacum globiceps","Taraxacum globiceps Saarsoo"
"Taraxacum glossocentrum","Taraxacum glossocentrum Dahlst."
"Taraxacum glossodon","Taraxacum glossodon Sonck & H.Øllg."
"Taraxacum glowackii","Taraxacum glowackii H.Øllg."
"Taraxacum gnezdilloi","Taraxacum gnezdilloi Kovalevsk."
"Taraxacum goloskokovii","Taraxacum goloskokovii Schischk."
"Taraxacum gorodkovii","Taraxacum gorodkovii Kharkev. & Tzvelev"
"Taraxacum gotlandicum","Taraxacum gotlandicum (Dahlst.) Dahlst. Dahlst. (Dahlst.)"
"Taraxacum gotoburgense","Taraxacum gotoburgense Saarsoo & Borgv."
"Taraxacum gracilens","Taraxacum gracilens Dahlst."
"Taraxacum graciliforme","Taraxacum graciliforme R.Doll"
"Taraxacum gracilipes","Taraxacum gracilipes Haglund"
"Taraxacum gracilisquameum","Taraxacum gracilisquameum Markl."
"Taraxacum gracilium","Taraxacum gracilius R.Doll"
"Kibatalia macgregorii","Kibatalia macgregori (Elmer) Woodson Woodson (Elmer)"
"Taraxacum gracillimum","Taraxacum gracillimum Soest"
"Taraxacum graecofontanum","Taraxacum graecofontanum A.J.Richards & Sonck"
"Taraxacum graecum","Taraxacum graecum Dahlst."
"Taraxacum graminicolor","Taraxacum graminicolor Soest"
"Taraxacum grandidens","Taraxacum grandidens M.P.Christ."
"Taraxacum grandiflorum","Taraxacum grandiflorum Soest"
"Taraxacum grandisquamum","Taraxacum grandisquamum Koidz."
"Taraxacum graniticum","Taraxacum graniticum Soest"
"Kibatalia macrophylla","Kibatalia macrophylla (Pierre ex Hua) Woodson Woodson (Pierre ex Hua)"
"Taraxacum gratum","Taraxacum gratum Stepánek, Kirschner & Meierott"
"Taraxacum grootii","Taraxacum grootii Soest"
"Taraxacum guadalupense","Taraxacum guadalupense F.M.Vázquez"
"Taraxacum gulmargense","Taraxacum gulmargense Soest"
"Taraxacum guntense","Taraxacum guntense Dengub."
"Taraxacum gurglense","Taraxacum gurglense A.J.Richards"
"Taraxacum gustavianum","Taraxacum gustavianum Sonck"
"Taraxacum guttigestans","Taraxacum guttigestans H.Øllg."
"Taraxacum gyratum","Taraxacum gyratum Rail."
"Taraxacum haareanum","Taraxacum haareanum Tzvelev"
"Kibatalia maingayi","Kibatalia maingayi (Hook.fil.) Woodson Woodson (Hook.fil.)"
"Taraxacum habile","Taraxacum habile Rail."
"Taraxacum haemanthum","Taraxacum haemanthum Kirschner & Stepánek"
"Taraxacum haematicum","Taraxacum haematicum G.E.Haglund"
"Taraxacum haematopus","Taraxacum haematopus Dahlst."
"Taraxacum leptoscelum","Taraxacum leptoscelum H.Øllg."
"Taraxacum leroyi","Taraxacum leroyi Soest"
"Taraxacum leucanthum","Taraxacum leucanthum (Ledeb.) Ledeb. Ledeb. (Ledeb.)"
"Taraxacum leucocalymnum","Taraxacum leucocalymnum Haglund"
"Kibatalia merrilliana","Kibatalia merrilliana Woodson"
"Taraxacum leucocarpum","Taraxacum leucocarpum Jurtzev & Tzvelev"
"Taraxacum leucocephalum","Taraxacum leucocephalum M.P.Christ."
"Taraxacum leucochlorum","Taraxacum leucochlorum Soest"
"Taraxacum hahnii","Taraxacum hahnii Uhlemann"
"Taraxacum hallaisanense","Taraxacum hallaisanense Nakai"
"Taraxacum halophilum","Taraxacum halophilum Regel"
"Taraxacum hamatiforme","Taraxacum hamatiforme Dahlst."
"Taraxacum hamatilobum","Taraxacum hamatilobum Dahlst."
"Taraxacum hamatulum","Taraxacum hamatulum Hagend., Soest & Zevenb."
"Taraxacum hamatum","Taraxacum hamatum Raunk."
"Taraxacum hamidens","Taraxacum hamidens M.P.Christ."
"Taraxacum hamiferum","Taraxacum hamiferum Dahlst."
"Taraxacum hamosiforme","Taraxacum hamosiforme Rail."
"Taraxacum hamosium","Taraxacum hamosius R.Doll"
"Taraxacum hamosum","Taraxacum hamosum Dahlst."
"Taraxacum handelii","Taraxacum handelii Murr"
"Taraxacum haptolepium","Taraxacum haptolepium Malmio"
"Taraxacum haraldii","Taraxacum haraldii Markl."
"Taraxacum harbhajan-singhii","Taraxacum harbhajan-singhii Soest"
"Taraxacum harbhajan-singhii subsp. harbhajan-singhii","Taraxacum harbhajan-singhii subsp. harbhajan-singhii"
"Taraxacum harbhajan-singhii subsp. pahalgamense","Taraxacum harbhajan-singhii subsp. pahalgamense Soest"
"Taraxacum harpagoides","Taraxacum harpagoides Sonck & H.Øllg."
"Taraxacum hastatiforme","Taraxacum hastatiforme Soest"
"Kibatalia puberula","Kibatalia puberula Merr."
"Taraxacum hastile","Taraxacum hastile M.P.Christ."
"Taraxacum hastiliforme","Taraxacum hastiliforme M.P.Christ."
"Taraxacum haussknechtii","Taraxacum haussknechtii Uechtr."
"Taraxacum haworthianum","Taraxacum haworthianum Dudman & A.J.Richards"
"Taraxacum hebelobum","Taraxacum hebelobum Hagend., Soest & Zevenb."
"Taraxacum heikkinenii","Taraxacum heikkinenii Saarsoo"
"Taraxacum heleocharis","Taraxacum heleocharis Kirschner & Stepánek"
"Taraxacum helianthum","Taraxacum helianthum Soest"
"Taraxacum hellenicum","Taraxacum hellenicum Dahlst."
"Taraxacum helmi-emiliae","Taraxacum helmi-emiliae Rail."
"Taraxacum helveticum","Taraxacum helveticum Soest"
"Taraxacum hemicyclum","Taraxacum hemicyclum Haglund"
"Taraxacum hempelianum","Taraxacum hempelianum Uhlemann"
"Taraxacum hepaticolor","Taraxacum hepaticolor Soest"
"Taraxacum hepaticum","Taraxacum hepaticum Rail."
"Taraxacum heptapotamicum","Taraxacum heptapotamicum Schischk."
"Taraxacum madidum","Taraxacum madidum Kirschner & Stepánek"
"Taraxacum maeandriforme","Taraxacum maeandriforme Rail."
"Kibatalia stenopetala","Kibatalia stenopetala Merr."
"Taraxacum magadanicum","Taraxacum magadanicum Tzvelev"
"Taraxacum magnesicum","Taraxacum magnesicum Sonck"
"Taraxacum magnobliquum","Taraxacum magnobliquum Soest"
"Taraxacum magnodilatatum","Taraxacum magnodilatatum Soest"
"Taraxacum magnolevigatum","Taraxacum magnolevigatum W.Koch ex Soest"
"Taraxacum magnoligulatum","Taraxacum magnoligulatum Soest"
"Taraxacum magnopyramidophorum","Taraxacum magnopyramidophorum Soest"
"Taraxacum magnum","Taraxacum magnum Korol."
"Taraxacum mailleferi","Taraxacum mailleferi Soest"
"Taraxacum majoricense","Taraxacum majoricense A.Galán & L.Sáez"
"Kibatalia villosa","Kibatalia villosa Rudjiman"
"Taraxacum majus","Taraxacum majus Schischk."
"Taraxacum malato-belizii","Taraxacum malato-belizii Soest"
"Taraxacum malowitzum","Taraxacum malowitzum R.Doll"
"Taraxacum malyi","Taraxacum malyi Soest"
"Taraxacum perminiatum","Taraxacum perminiatum Soest"
"Taraxacum perplexans","Taraxacum perplexans Kirschner & Stepánek"
"Taraxacum perpusillum","Taraxacum perpusillum Schischk."
"Taraxacum perrigidum","Taraxacum perrigidum Sonck"
"Taraxacum persicum","Taraxacum persicum Soest"
"Taraxacum persimile","Taraxacum persimile Dahlst."
"Kibatalia wigmanii","Kibatalia wigmanii (Koord.) Merr. Merr. (Koord.)"
"Taraxacum perssonii","Taraxacum perssonii Haglund ex Sahlin & Soest"
"Taraxacum pervalidum","Taraxacum pervalidum Rail."
"Taraxacum petiolulatum","Taraxacum petiolulatum Soest"
"Taraxacum petri-primi","Taraxacum petri-primi Vainberg"
"Taraxacum petrovskyi","Taraxacum petrovskyi Tzvelev"
"Taraxacum petterssonii","Taraxacum petterssonii Markl."
"Taraxacum phalarocephalum","Taraxacum phalarocephalum Haglund"
"Taraxacum phaleratum","Taraxacum phaleratum G.E.Haglund"
"Taraxacum phitosii","Taraxacum phitosii Soest"
"Taraxacum phoenicolepis","Taraxacum phoenicolepis Soest"
"Taraxacum prionum","Taraxacum prionum Hagend. et al."
"Taraxacum privum","Taraxacum privum Dahlst."
"Taraxacum procerisquameum","Taraxacum procerisquameum H.Øllg."
"Taraxacum procerum","Taraxacum procerum Haglund"
"Taraxacum proclinatum","Taraxacum proclinatum Rail."
"Taraxacum herae","Taraxacum herae Sonck"
"Taraxacum hesperium","Taraxacum hesperium C.C.Haw."
"Taraxacum heteroloma","Taraxacum heteroloma Hand.-Mazz."
"Taraxacum heterophylloides","Taraxacum heterophylloides Haglund ex Soest"
"Taraxacum heterophyllum","Taraxacum heterophyllum Brenner"
"Taraxacum hooftii","Taraxacum hooftii Soest"
"Taraxacum heybroekii","Taraxacum heybroekii Soest"
"Taraxacum hideoi","Taraxacum hideoi Nakai ex H.Koidz."
"Taraxacum hiemale","Taraxacum hiemale Soest"
"Taraxacum hilare","Taraxacum hilare Dahlst."
"Taraxacum hirsutissimum","Taraxacum hirsutissimum C.C.Haw."
"Taraxacum hirtellum","Taraxacum hirtellum Dahlst."
"Taraxacum hispanicum","Taraxacum hispanicum H.Lindb."
"Taraxacum hjeltii","Taraxacum hjeltii (Dahlst.) Dahlst. Dahlst. (Dahlst.)"
"Taraxacum hollandicum","Taraxacum hollandicum Soest"
"Taraxacum holmboei","Taraxacum holmboei H.Lindb."
"Taraxacum holmenianum","Taraxacum holmenianum Sahlin"
"Taraxacum holmgrenii","Taraxacum holmgrenii Haglund"
"Taraxacum homoschistum","Taraxacum homoschistum H.Øllg."
"Taraxacum hoplites","Taraxacum hoplites M.P.Christ."
"Taraxacum horizontale","Taraxacum horizontale Kirschner & Stepánek"
"Taraxacum horridifrons","Taraxacum horridifrons Rail."
"Taraxacum horridum","Taraxacum horridum Hagend., Soest & Zevenb."
"Taraxacum huddungense","Taraxacum huddungense Lundev. & H.Øllg."
"Taraxacum huelphersianum","Taraxacum huelphersianum Dahlst."
"Taraxacum humbertii","Taraxacum humbertii Maire"
"Taraxacum humidicola","Taraxacum humidicola Kirschner & Stepánek"
"Taraxacum humile","Taraxacum humile Brenner"
"Taraxacum huterianum","Taraxacum huterianum Soest"
"Anthurium acutum","Anthurium acutum N.E.Br."
"Taraxacum hyberniforme","Taraxacum hyberniforme Soest"
"Taraxacum hybernum","Taraxacum hybernum Stev."
"Taraxacum hydrophilum","Taraxacum hydrophilum Soest"
"Taraxacum hygrophilum","Taraxacum hygrophilum Soest"
"Taraxacum hyoides","Taraxacum hyoides Rail."
"Taraxacum hyoseridifolium","Taraxacum hyoseridifolium Arv.-Touv. & Marcailhou"
"Taraxacum hypanicum","Taraxacum hypanicum Tzvelev"
"Taraxacum hyparcticum","Taraxacum hyparcticum Dahlst."
"Taraxacum hyparcticum var. schamurinii","Taraxacum hyparcticum var. schamurinii Jurtzev"
"Taraxacum hyperoptum","Taraxacum hyperoptum Haglund"
"Taraxacum hypochaeris","Taraxacum hypochaeris Dahlst."
"Taraxacum hypochoeroides","Taraxacum hypochoeroides G.E.Haglund"
"Taraxacum hypocraterimorphum","Taraxacum hypocraterimorphum Rail."
"Taraxacum hypopolium","Taraxacum hypopolium Sahlin"
"Taraxacum hyrynsalmense","Taraxacum hyrynsalmense Saarsoo"
