"wcvp_name","gbif_name"
"Erythranthe austrolatidens","Erythranthe austrolatidens G.L.Nesom"
"Erythranthe sinoalba","Erythranthe sinoalba G.L.Nesom"
"Erythranthe regni","Erythranthe regni G.L.Nesom"
"Erythranthe lagunensis","Erythranthe lagunensis G.L.Nesom"
"Erythranthe brevinasuta","Erythranthe brevinasuta G.L.Nesom"
"Erythranthe charlestonensis","Erythranthe charlestonensis G.L.Nesom"
"Diplacus rattanii","Diplacus rattanii (A.Gray) G.L.Nesom G.L.Nesom (A.Gray)"
"Diplacus nanus","Diplacus nanus (Hook. & Arn.) G.L.Nesom G.L.Nesom (Hook. & Arn.)"
"Diplacus mohavensis","Diplacus mohavensis (Lemmon) G.L.Nesom G.L.Nesom (Lemmon)"
"Diplacus mephiticus","Diplacus mephiticus (Greene) G.L.Nesom G.L.Nesom (Greene)"
"Sticherus hirtus var. ornamentalis","Sticherus hirtus var. ornamentalis (Rosenst.) P.J.Edwards P.J.Edwards (Rosenst.)"
"Salacia oblonga","Salacia oblonga Wall."
"Salacia fruticosa","Salacia fruticosa Wall."
"Homalopetalum","Homalopetalum Rolfe"
"Salix tenuijulis var. anatolica","Salix tenuijulis var. anatolica Goerz"
"Sempervivum soculense","Sempervivum soculense D.Donati & G.Dumont"
"Sempervivum ciliosum var. micevskii","Sempervivum ciliosum subsp. micevskii Niederle"
"Sida cavernicola","Sida cavernicola Krapov."
"Sida parva","Sida parva Krapov."
"Serpocaulon × sessilipinnum","Serpocaulon ×sessilipinnum A.Rojas & J.M.Chaves"
"Sida chiquitana","Sida chiquitana Krapov."
"Seseli cuneifolium","Seseli cuneifolium M.Bieb."
"Sesbania uliginosa","Sesbania uliginosa Sweet"
"Sida glocimarii","Sida glocimarii Krapov."
"Homalopetalum kienastii","Homalopetalum kienastii (Rchb.f.) Withner Withner (Rchb.f.)"
"Scrophularia variegata","Scrophularia variegata M.Bieb."
"Sempervivum cernochii","Sempervivum cernochii Niederle"
"Selaginella intermedia","Selaginella intermedia (Blume) Spring Spring (Blume)"
"Selaginella pseudovolkensii","Selaginella pseudovolkensii Hosok."
"Homalopetalum pachyphyllum","Homalopetalum pachyphyllum (L.O.Williams) Dressler Dressler (L.O.Williams)"
"Selaginella pallida","Selaginella pallida (Hook. & Grev.) Spring Spring (Hook. & Grev.)"
"Selaginella kusaiensis","Selaginella kusaiensis Hosok."
"Selaginella dorsicola","Selaginella dorsicola Hosok."
"Homalopetalum pumilio","Homalopetalum pumilio (Rchb.f.) Schltr. Schltr. (Rchb.f.)"
"Homalopetalum pumilum","Homalopetalum pumilum (Ames) Dressler Dressler (Ames)"
"Turbinicarpus schmiedickeanus subsp. sanchezii-mejoradae","Turbinicarpus schmiedickeanus subsp. sanchezii-mejoradae García-Mor., Gonz.-Bot. & Vargas-Vázq."
"Homalopetalum vomeriforme","Homalopetalum vomeriforme (Sw.) Fawc. & Rendle Fawc. & Rendle (Sw.)"
"Homalospermum","Homalospermum Schauer"
"Tacinga lilae","Tacinga lilae (Trujillo & Marisela Ponce) Majure & R.Puente Majure & R.Puente (Trujillo & Marisela Ponce)"
"Homalospermum firmum","Homalospermum firmum Schauer"
"Viola calcicola","Viola calcicola R.A.Mc Cauley & H.E.Ballard"
"Homollea","Homollea Arènes"
"Vitis hissarica subsp. rechingeri","Vitis hissarica subsp. rechingeri Vassilcz."
"Homollea leandrii","Homollea leandrii Arènes"
"Verbascum orientale subsp. brachysepalum","Verbascum orientale subsp. brachysepalum (Fisch. & Trautv.) Karavel. & Aytaç Karavel. & Aytaç (Fisch. & Trautv.)"
"Homollea longiflora","Homollea longiflora Arènes"
"Waltheria scabra","Waltheria scabra (Colla) P.L.R.Moraes & Guglielmone P.L.R.Moraes & Guglielmone (Colla)"
"Woodsia guizhouensis","Woodsia guizhouensis P.S.Wang, Q.Luo & Li Bing Zhang"
"Weigela middendorffiana","Weigela middendorffiana C.Koch"
"Homollea perrieri","Homollea perrieri Arènes"
"Erythranthe depressa var. ciminum","Erythranthe depressa var. ciminum (C.Bohlen) J.M.Watson & A.R.Flores J.M.Watson & A.R.Flores (C.Bohlen)"
"Diplacus traskiae","Diplacus traskiae (A.L.Grant) G.L.Nesom G.L.Nesom (A.L.Grant)"
"Diplacus torreyi","Diplacus torreyi (A.Gray) G.L.Nesom G.L.Nesom (A.Gray)"
"Diplacus bigelovii var. cuspidatus","Diplacus bigelovii var. cuspidatus (A.L.Grant) G.L.Nesom G.L.Nesom (A.L.Grant)"
"Diplacus pulchellus","Diplacus pulchellus (Drew ex Greene) G.L.Nesom G.L.Nesom (Drew ex Greene)"
"Diplacus angustatus","Diplacus angustatus (A.Gray) G.L.Nesom G.L.Nesom (A.Gray)"
"Diplacus layneae","Diplacus layneae (Greene) G.L.Nesom G.L.Nesom (Greene)"
"Erythranthe nelsonii","Erythranthe nelsonii (A.L.Grant) G.L.Nesom & N.S.Fraga G.L.Nesom & N.S.Fraga (A.L.Grant)"
"Erythranthe dentiloba","Erythranthe dentiloba (B.L.Rob. & Fernald) G.L.Nesom G.L.Nesom (B.L.Rob. & Fernald)"
"Diplacus ovatus","Diplacus ovatus (A.Gray) G.L.Nesom G.L.Nesom (A.Gray)"
"Erythranthe bracteosa","Erythranthe bracteosa (P.C.Tsoong) G.L.Nesom G.L.Nesom (P.C.Tsoong)"
"Diplacus deschutesensis","Diplacus deschutesensis G.L.Nesom"
"Diplacus cascadensis","Diplacus cascadensis G.L.Nesom"
"Erythranthe hardhamiae","Erythranthe hardhamiae N.S.Fraga"
"Erythranthe calcicola","Erythranthe calcicola N.S.Fraga & D.A.York"
"Erythranthe filicifolia","Erythranthe filicifolia (Sexton, K.G.Ferris & Schoenig) G.L.Nesom G.L.Nesom (Sexton, K.G.Ferris & Schoenig)"
"Erythranthe rhodopetra","Erythranthe rhodopetra N.S.Fraga"
"Erythranthe minima","Erythranthe minima (C.Bohlen) J.M.Watson & A.R.Flores J.M.Watson & A.R.Flores (C.Bohlen)"
"Erythranthe flammea","Erythranthe flammea G.L.Nesom"
"Erythranthe taylorii","Erythranthe taylorii G.L.Nesom"
"Homonoia","Homonoia Lour."
"Homonoia intermedia","Homonoia intermedia Haines"
"Salix herbacea var. macrophylla","Salix herbacea var. macrophylla Ser."
"Populus × kashmirica","Populus ×kashmirica A.K.Skvortsov"
"Salix firouzkuhensis","Salix firouzkuhensis Maassoumi"
"Homonoia retusa","Homonoia retusa (Graham ex Wight) Müll.Arg. Müll.Arg. (Graham ex Wight)"
"Salix lacus-tari","Salix lacus-tari Maassoumi & Kazempour"
"Salix × ardana","Salix ×ardana Ziel. & Petrova"
"Salix × lochsiensis","Salix ×lochsiensis D.J.Tennant"
"Homonoia riparia","Homonoia riparia Lour."
"Salix × velchevii","Salix ×velchevii Ziel. & Pancheva"
"Salix baladehensis","Salix baladehensis Maassoumi, Moeeni & Rahimin."
"Salix × permixta","Salix ×permixta Jeanne Webb"
"Homoranthus","Homoranthus A.Cunn. ex Schauer"
"Homoranthus biflorus","Homoranthus biflorus Craven & S.R.Jones"
"Homoranthus cernuus","Homoranthus cernuus (R.T.Baker) Craven & S.R.Jones Craven & S.R.Jones (R.T.Baker)"
"Salix × sakamakiensis","Salix ×sakamakiensis Yoshiyama"
"Populus rockii","Populus rockii (Rehder) H.L.Yang H.L.Yang (Rehder)"
"Homoranthus croftianus","Homoranthus croftianus J.T.Hunter"
"Homoranthus darwinioides","Homoranthus darwinioides (Maiden & Betche) Cheel Cheel (Maiden & Betche)"
"Homoranthus decasetus","Homoranthus decasetus Byrnes"
"Homoranthus decumbens","Homoranthus decumbens (Byrnes) Craven & S.R.Jones Craven & S.R.Jones (Byrnes)"
"Salix elymaitica","Salix elymaitica Maassoumi"
"Homoranthus flavescens","Homoranthus flavescens A.Cunn. ex Schauer"
"Salix × lyonensis","Salix ×lyonensis D.J.Tennant"
"Salix × meikleana","Salix ×meikleana D.J.Tennant"
"Salix minjiangensis var. zhouquensis","Salix minjiangensis var. zhouquensis (X.G.Sun) N.Chao & G.T.Gong N.Chao & G.T.Gong (X.G.Sun)"
"Homoranthus floydii","Homoranthus floydii Craven & S.R.Jones"
"Salix tschujensis","Salix tschujensis (Bolsch.) Baikov Baikov (Bolsch.)"
"Salix ustnerensis","Salix ustnerensis (Bolsch.) Baikov Baikov (Bolsch.)"
"Salix viridiformis","Salix viridiformis Maassoumi"
"Homoranthus homoranthoides","Homoranthus homoranthoides (F.Muell.) Craven & S.R.Jones Craven & S.R.Jones (F.Muell.)"
"Salix × zhataica","Salix ×zhataica Efimova, Shurduk & Ahti"
"Homoranthus lunatus","Homoranthus lunatus Craven & S.R.Jones"
"Achimenes ixtapaensis","Achimenes ixtapaensis Beutelsp. & J.Mart.-Mel."
"Anisophyllea rubroglandula","Anisophyllea rubroglandula Li Bing Zhang, Xin Chen & H.He"
"Afrohybanthus latifolius","Afrohybanthus latifolius (De Wild.) Flicker Flicker (De Wild.)"
"Afrohybanthus nyassensis","Afrohybanthus nyassensis (Engl.) Flicker Flicker (Engl.)"
"Afrohybanthus pseudodanguyanus","Afrohybanthus pseudodanguyanus (Grey-Wilson) Flicker Flicker (Grey-Wilson)"
"Afrohybanthus ramosissimus","Afrohybanthus ramosissimus (Thwaites) Flicker Flicker (Thwaites)"
"Homoranthus melanostictus","Homoranthus melanostictus Craven & S.R.Jones"
"Afrohybanthus serratus","Afrohybanthus serratus (Engl.) Flicker Flicker (Engl.)"
"Afrohybanthus enneaspermus","Afrohybanthus enneaspermus (L.) Flicker Flicker (L.)"
"Anisophyllea glandibeccariana","Anisophyllea glandibeccariana Li Bing Zhang, Xin Chen & H.He"
"Anisophyllea obanica","Anisophyllea obanica Li Bing Zhang, Xin Chen & H.He"
"Anisophyllea neopurpurascens","Anisophyllea neopurpurascens Li Bing Zhang, Xin Chen & H.He"
"Homoranthus montanus","Homoranthus montanus Craven & S.R.Jones"
"Anisophyllea myriostictoides","Anisophyllea myriostictoides Li Bing Zhang, Xin Chen & H.He"
"Aristolochia tapilulensis","Aristolochia tapilulensis Beutelsp."
"Anisophyllea glandulipetiolata","Anisophyllea glandulipetiolata Li Bing Zhang, Xin Chen & H.He"
"Anisophyllea dinghoui","Anisophyllea dinghoui Li Bing Zhang, Xin Chen & H.He"
"Anisophyllea cuneata","Anisophyllea cuneata Li Bing Zhang, Xin Chen & H.He"
"Anisophyllea borneensis","Anisophyllea borneensis Li Bing Zhang, Xin Chen & H.He"
"Anisophyllea biokoensis","Anisophyllea biokoensis Li Bing Zhang, Xin Chen & H.He"
"Anisophyllea bakoensis","Anisophyllea bakoensis Li Bing Zhang, Xin Chen & H.He"
"Homoranthus papillatus","Homoranthus papillatus Byrnes"
"Afrohybanthus densifolius","Afrohybanthus densifolius (Engl.) Flicker Flicker (Engl.)"
"Anisophyllea insularis","Anisophyllea insularis Li Bing Zhang, Xin Chen & H.He"
"Acanthopsis dispermoides","Acanthopsis dispermoides H.M.Steyn"
"Acanthopsis villosa","Acanthopsis villosa H.M.Steyn"
"Acanthopsis adamanticola","Acanthopsis adamanticola H.M.Steyn"
"Acanthopsis ludoviciana","Acanthopsis ludoviciana H.M.Steyn"
"Homoranthus porteri","Homoranthus porteri (C.T.White) Craven & S.R.Jones Craven & S.R.Jones (C.T.White)"
"Acanthopsis tuba","Acanthopsis tuba H.M.Steyn"
"Afrohybanthus fasciculatus","Afrohybanthus fasciculatus (Grey-Wilson) Flicker Flicker (Grey-Wilson)"
"Afrohybanthus caffer","Afrohybanthus caffer (Sond.) Flicker Flicker (Sond.)"
"Afrohybanthus buxifolius","Afrohybanthus buxifolius (Vent.) Flicker Flicker (Vent.)"
"Afrohybanthus aurantiacus","Afrohybanthus aurantiacus (F.Muell. ex Benth.) Flicker Flicker (F.Muell. ex Benth.)"
"Anetanthus disjuncta","Anetanthus disjunctus L.E.Skog & J.L.Clark"
"Homoranthus prolixus","Homoranthus prolixus Craven & S.R.Jones"
"Alchemilla tzvelevii","Alchemilla tzvelevii Czkalov"
"Anisophyllea sabahensis","Anisophyllea sabahensis Li Bing Zhang, Xin Chen & H.He"
"Afrohybanthus","Afrohybanthus Flicker"
"Anisophyllea rengamensis","Anisophyllea rengamensis Li Bing Zhang, Xin Chen & H.He"
"Augustea","Augustea DC."
"Augustea suffruticosa","Augustea suffruticosa (Griseb.) Iamonico Iamonico (Griseb.)"
"Augustea coquimbensis","Augustea coquimbensis (Gereau & Martic.) Iamonico Iamonico (Gereau & Martic.)"
"Augustea anomala","Augustea anomala (Hassl.) Iamonico Iamonico (Hassl.)"
"Amaranthus paraganensis","Amaranthus paraganensis Saubhik Das"
"Homoranthus thomasii","Homoranthus thomasii (F.Muell.) Craven & S.R.Jones Craven & S.R.Jones (F.Muell.)"
"Astragalus saidii","Astragalus saidii F.O.Khass. & Esankulov"
"Arceuthobium gambyi var. fagcii","Arceuthobium gambyi var. fagcii Fridl."
"Arceuthobium gambyi","Arceuthobium gambyi Fridl."
"Anisophyllea sarawakensis","Anisophyllea sarawakensis Li Bing Zhang, Xin Chen & H.He"
"Anisophyllea sessiliflora","Anisophyllea sessiliflora Li Bing Zhang, Xin Chen & H.He"
"Anisophyllea sumatrana","Anisophyllea sumatrana Li Bing Zhang, Xin Chen & H.He"
"Androsace vitaliana var. flosjugorum","Androsace vitaliana subsp. flosjugorum Kress"
"Afrohybanthus stellarioides","Afrohybanthus stellarioides (Domin) Flicker Flicker (Domin)"
"Afrohybanthus travancoricus","Afrohybanthus travancoricus (Bedd.) Flicker Flicker (Bedd.)"
"Homoranthus tropicus","Homoranthus tropicus Byrnes"
"Afrohybanthus tsavoensis","Afrohybanthus tsavoensis (Grey-Wilson) Flicker Flicker (Grey-Wilson)"
"Afrohybanthus verbi-divini","Afrohybanthus verbi-divini (Everaarts) Flicker Flicker (Everaarts)"
"Aristolochia weixiensis","Aristolochia weixiensis X.X.Zhu & J.S.Ma"
"Aristolochia longlinensis","Aristolochia longlinensis Yan Liu & L.Wu"
"Arceuthobium oxycedri var. shadii","Arceuthobium oxycedri var. shadii Fridl."
"Amburana erythrosperma","Amburana erythrosperma Seleme, C.H.Stirt. & Mansano"
"Aeonium × nogalesii nothosubsp. dasyphyllum","Aeonium ×nogalesii var. dasyphyllum Bañares & Macarrón"
"Alshehbazia","Alshehbazia Salariato & Zuloaga"
"Aconitum luanchuanense","Aconitum luanchuanense W.T.Wang"
"Homoranthus virgatus","Homoranthus virgatus A.Cunn. ex Schauer"
"Arquita ancashiana","Arquita ancashiana (Ulibarri) Gagnon, G.P.Lewis & C.E.Hughes Gagnon, G.P.Lewis & C.E.Hughes (Ulibarri)"
"Adinandra hongiaoensis","Adinandra hongiaoensis Son & L.V.Dung"
"Arquita trichocarpa","Arquita trichocarpa (Griseb.) Gagnon, G.P.Lewis & C.E.Hughes Gagnon, G.P.Lewis & C.E.Hughes (Griseb.)"
"Atraphaxis arida","Atraphaxis arida (Boiss. & Hausskn. ex Boiss.) S.Tavakkoli & Kaz.Osaloo S.Tavakkoli & Kaz.Osaloo (Boiss. & Hausskn. ex Boiss.)"
"Homoranthus wilhelmii","Homoranthus wilhelmii Cheel"
"Atraphaxis salicornioides","Atraphaxis salicornioides (Jaub. & Spach) S.Tavakkoli & Kaz.Osaloo S.Tavakkoli & Kaz.Osaloo (Jaub. & Spach)"
"Argentina phanerophlebia","Argentina phanerophlebia (T.T.Yu & C.L.Li) T.Feng & Heng C.Wang T.Feng & Heng C.Wang (T.T.Yu & C.L.Li)"
"Aristolochia altanii","Aristolochia altanii Ilçim & Behçet"
"Abutilon bivalve","Abutilon bivalve (Cav.) Dorr Dorr (Cav.)"
"Abutilon viscosum","Abutilon viscosum (L.) Dorr Dorr (L.)"
"Homoranthus zeteticorum","Homoranthus zeteticorum Craven & S.R.Jones"
"Blumenbachia amana","Blumenbachia amana T.Henning & Weigend"
"Biscutella lucentina","Biscutella lucentina M.B.Crespo & Mateo"
"Barleria crassa subsp. ramulosoides","Barleria crassa subsp. ramulosoides I.Darbysh."
"Barleria elegans subsp. orientalis","Barleria elegans subsp. orientalis I.Darbysh."
"Berberis × baoxingensis","Berberis ×baoxingensis X.H.Li"
"Bupleurum pamiricum","Bupleurum pamiricum Pimenov & Kljuykov"
"Bauhinia darainensis","Bauhinia darainensis Thulin & Nusb."
"Boechera centrifendleri","Boechera centrifendleri P.J.Alexander"
"Boechera sanluisensis","Boechera sanluisensis P.J.Alexander"
"Arquita mimosifolia","Arquita mimosifolia (Griseb.) Gagnon, G.P.Lewis & C.E.Hughes Gagnon, G.P.Lewis & C.E.Hughes (Griseb.)"
"Arquita","Arquita Gagnon, G.P.Lewis & C.E.Hughes"
"Arquita celendiniana","Arquita celendiniana (G.P.Lewis & C.E.Hughes) Gagnon, G.P.Lewis & C.E.Hughes Gagnon, G.P.Lewis & C.E.Hughes (G.P.Lewis & C.E.Hughes)"
"Arquita grandiflora","Arquita grandiflora Gagnon, C.E.Hughes & G.P.Lewis"
"Astragalus guanajuatensis","Astragalus guanajuatensis Rzed. & Calderón"
"Astragalus gabrelianae","Astragalus gabrelianae Arevsch."
"Acropogon moratianus","Acropogon moratianus Callm., Munzinger & Lowry"
"Aconitum lianhuashanicum","Aconitum lianhuashanicum W.T.Wang"
"Aconitum hezuoense","Aconitum hezuoense W.T.Wang"
"Ardisia smaragdinoides","Ardisia smaragdinoides Yahara & Tagane"
"Arquita trichocarpa var. boliviana","Arquita trichocarpa var. boliviana Gagnon, C.E.Hughes & G.P.Lewis"
"Acacia yalwalensis","Acacia yalwalensis Kodela"
"Alshehbazia hauthalii","Alshehbazia hauthalii (Gilg & Muschl.) Salariato & Zuloaga Salariato & Zuloaga (Gilg & Muschl.)"
"Aconogonon sajanense","Aconogonon sajanense Stepanov"
"Archangelica sajanensis","Archangelica sajanensis Stepanov"
"Asarum chueyi","Asarum chueyi Sinn"
"Apinagia brejoagrestinensis","Apinagia brejoagrestinensis A.S.Tav. & Sobral-Leite"
"Arenaria acaulis","Arenaria acaulis Montesinos & Kool"
"Austrocactus subandinus","Austrocactus subandinus E.Sarnes & N.Sarnes"
"Aristolochia annamensis","Aristolochia annamensis T.V.Do, Wanke & Neinhuis"
"Annesorhiza articulata","Annesorhiza articulata Magee"
"Amyris karlitae","Amyris karlitae W.Palacios"
"Arabis mollis subsp. graellsiiformis","Arabis mollis subsp. graellsiiformis (Hedge) Mutlu Mutlu (Hedge)"
"Acantholimon flabellum","Acantholimon flabellum Assadi"
"Argentina gorokana","Argentina gorokana (Kalkman) Soják Soják (Kalkman)"
"Argentina emodi","Argentina emodi (H.Ikeda & H.Ohba) Soják Soják (H.Ikeda & H.Ohba)"
"Argentina fallens","Argentina fallens (Cardot) Soják Soják (Cardot)"
"Argentina festiva","Argentina festiva (Soják) Soják Soják (Soják)"
"Argentina commutata","Argentina commutata (Lehm.) Soják Soják (Lehm.)"
"Argentina gombalana","Argentina gombalana (Hand.-Mazz.) Soják Soják (Hand.-Mazz.)"
"Argentina cardotiana","Argentina cardotiana (Hand.-Mazz.) Soják Soják (Hand.-Mazz.)"
"Argentina habbemana","Argentina habbemana (Merr. & L.M.Perry) Soják Soják (Merr. & L.M.Perry)"
"Argentina hooglandii","Argentina hooglandii (Kalkman) Soják Soják (Kalkman)"
"Argentina indivisa","Argentina indivisa (Kalkman) Soják Soják (Kalkman)"
"Argentina interrupta","Argentina interrupta (T.T.Yu & C.L.Li) Soják Soják (T.T.Yu & C.L.Li)"
"Alphonsea rugosa","Alphonsea rugosa I.M.Turner & Utteridge"
"Anisotes longistrobus","Anisotes longistrobus (C.B.Clarke) Vollesen Vollesen (C.B.Clarke)"
"Argentina irianensis","Argentina irianensis (Kalkman) Soják Soják (Kalkman)"
"Argentina kinabaluensis","Argentina kinabaluensis (Stapf) Soják Soják (Stapf)"
"Argentina leuconota","Argentina leuconota (D.Don) Soják Soják (D.Don)"
"Argentina lignosa","Argentina lignosa (D.F.K.Schltdl.) Soják Soják (D.F.K.Schltdl.)"
"Argentina glabriuscula","Argentina glabriuscula (T.T.Yu & C.L.Li) Soják Soják (T.T.Yu & C.L.Li)"
"Aquilegia kansuensis","Aquilegia kansuensis (Brühl) Erst Erst (Brühl)"
"Argentina curta","Argentina curta (Soják) Soják Soják (Soják)"
"Argentina lineata","Argentina lineata (Trevir.) Soják Soják (Trevir.)"
"Acantholimon moradii","Acantholimon moradii Assadi"
"Aethionema saxatile subsp. corinthiacum","Aethionema saxatile subsp. corinthiacum Kit Tan, Vold, Zarkos & V.Christodoulou"
"Argentina borneensis","Argentina borneensis (Stapf) Soják Soják (Stapf)"
"Argentina brassii","Argentina brassii (Merr. & L.M.Perry) Soják Soják (Merr. & L.M.Perry)"
"Argentina papuana","Argentina papuana (Focke) Soják Soják (Focke)"
"Argentina tapetodes","Argentina tapetodes (Soják) Soják Soják (Soják)"
"Argentina taliensis","Argentina taliensis (W.W.Sm.) Soják Soják (W.W.Sm.)"
"Argentina sumatrana","Argentina sumatrana (Soják) Soják Soják (Soják)"
"Argentina stenophylla","Argentina stenophylla (Franch.) Soják Soják (Franch.)"
"Argentina smithiana","Argentina smithiana (Hand.-Mazz.) Soják Soják (Hand.-Mazz.)"
"Argentina simulans","Argentina simulans (Merr. & L.M.Perry) Soják Soják (Merr. & L.M.Perry)"
"Argentina shweliensis","Argentina shweliensis (H.R.Fletcher) Soják Soják (H.R.Fletcher)"
"Atacama","Atacama Morris, 1980"
"Aeonium × uhlii","Aeonium ×uhlii Tavorm. & S.Tavorm."
"Argentina oxyodonta","Argentina oxyodonta (Soják) Soják Soják (Soják)"
"Argentina tugitakensis","Argentina tugitakensis (Masam.) Soják Soják (Masam.)"
"Atacama nivea","Atacama nivea (Phil.) Toro, Mort & Al-Shehbaz Toro, Mort & Al-Shehbaz (Phil.)"
"Argentina sericophylla","Argentina sericophylla (R.Parker) Soják Soják (R.Parker)"
"Argentina scorpionis","Argentina scorpionis (Soják) Soják Soják (Soják)"
"Argentina pycnophylla","Argentina pycnophylla (Soják) Soják Soják (Soják)"
"Argentina polyphylla","Argentina polyphylla (Wall. ex Lehm.) Soják Soják (Wall. ex Lehm.)"
"Argentina philippinensis","Argentina philippinensis (Merr.) Soják Soják (Merr.)"
"Argentina peduncularis","Argentina peduncularis (D.Don) Soják Soják (D.Don)"
"Argentina parvula","Argentina parvula (Hook.fil. ex Stapf) Soják Soják (Hook.fil. ex Stapf)"
"Argentina millefoliolata","Argentina millefoliolata (Soják) Soják Soják (Soják)"
"Argentina linilaciniata","Argentina linilaciniata (P.Royen) Soják Soják (P.Royen)"
"Argentina luteopilosa","Argentina luteopilosa (T.T.Yu & C.L.Li) Soják Soják (T.T.Yu & C.L.Li)"
"Argentina mangenii","Argentina mangenii (Kalkman) Soják Soják (Kalkman)"
"Argentina micropetala","Argentina micropetala (D.Don) Soják Soják (D.Don)"
"Argentina microphylla","Argentina microphylla (D.Don) Soják Soják (D.Don)"
"Aichryson santamariensis","Aichryson santamariensis M.Moura, Carine & M.Seq."
"Argentina tristis","Argentina tristis (Soják) Soják Soják (Soják)"
"Argentina yonoweana","Argentina yonoweana (Danet) Soják Soják (Danet)"
"Argentina wilhelminensis","Argentina wilhelminensis (P.Royen) Soják Soják (P.Royen)"
"Argentina vittata","Argentina vittata (Soják) Soják Soják (Soják)"
"Argentina victorialis","Argentina victorialis (Soják) Soják Soják (Soják)"
"Argentina turfosa","Argentina turfosa (Hand.-Mazz.) Soják Soják (Hand.-Mazz.)"
"Acacia kulinensis","Acacia kulinensis Maslin"
"Anemone truncata","Anemone truncata (H.F.Comber) Luferov Luferov (H.F.Comber)"
"Anemone lacerata","Anemone lacerata (Y.L.Xu) Luferov Luferov (Y.L.Xu)"
"Ammannia fitzgeraldii","Ammannia fitzgeraldii R.L.Barrett"
"Acacia haematites","Acacia haematites Maslin"
"Acacia shapelleae","Acacia shapelleae Maslin"
"Acacia adjutrices","Acacia adjutrices Maslin"
"Acacia coatesii","Acacia coatesii Maslin"
"Aphelandra merelloae","Aphelandra merelloae T.F.Daniel & Mc Pherson"
"Acacia collegialis","Acacia collegialis Maslin"
"Argentina songzhuensis","Argentina songzhuensis T.Feng & Heng C.Wang"
"Acacia besleyi","Acacia besleyi Maslin"
"Acacia fraternalis","Acacia fraternalis Maslin"
"Acacia dilloniorum","Acacia dilloniorum Maslin"
