,np,lnLik,DiscLik,ContLik,AICc,dAICc,AICcwt
bio_1.Hypericum.CD_OUV,6,171.4928524,-12.82890633,188.8857114,-329.5374289,14.47641837,0.000550458
bio_1.Hypericum.CD_OUM,6,177.53319,-12.81160193,194.9310513,-341.6181042,2.395743091,0.231211739
bio_1.Hypericum.CD_OUMV,7,171.4511989,-12.86226409,188.8584781,-326.9374856,17.07636167,0.000150022
bio_1.Hypericum.CID_BMV,9,166.9012325,-12.94432896,184.5394161,-312.5297376,31.48410961,1.12E-07
bio_1.Hypericum.CID_OUV,10,177.3202983,-12.9486593,194.7565969,-330.5665225,13.44732478,0.000920851
bio_1.Hypericum.CID_OUM,10,177.4589483,-12.98595026,194.9369161,-330.8438225,13.17002476,0.001057802
bio_1.Hypericum.CID_OUMV,11,171.5791617,-13.88714131,192.7095885,-316.1771914,27.83665588,6.91E-07
bio_1.Hypericum.HYB_BMV,11,166.9062943,-12.88266753,184.5304372,-306.8314565,37.18239077,6.46E-09
bio_1.Hypericum.HYB_OUV,12,174.7736357,-14.59994358,198.8941176,-319.5472715,24.46657576,3.73E-06
bio_1.Hypericum.HYB_OUM,12,154.0551253,-26.45432834,179.534499,-278.1102506,65.90359663,3.75E-15
bio_1.Hypericum.HYB_OUMV,15,178.0103056,-14.06530471,196.5326338,-316.2246927,27.7891545,7.08E-07
bio_1.Lepidieae.CID_BM1,4,114.4784324,-60.73710645,179.1387417,-220.3686294,39.68742453,2.39E-09
bio_1.Lepidieae.CID_OU1,5,129.4313145,-60.4789788,194.1564006,-247.9671066,12.08894742,0.002353224
bio_1.Lepidieae.CD_BMV,5,135.4757882,-60.45783962,200.9263971,-260.056054,0,0.992532702
bio_1.Lepidieae.CD_OUV,6,130.1026624,-60.0582763,194.3622311,-246.9325976,13.12345636,0.001402886
bio_1.Lepidieae.CD_OUM,6,130.2115351,-59.86882785,194.2724462,-247.1503429,12.90571109,0.001564247
bio_1.Lepidieae.CD_OUMV,7,130.3617827,-59.6305187,194.4413477,-245.0004885,15.05556548,0.000533913
bio_1.Lepidieae.CID_BMV,9,115.0908338,-59.62838787,179.1245906,-209.3245247,50.73152929,9.56E-12
bio_1.Lepidieae.CID_OUV,10,129.5930034,-60.03437606,193.6100661,-235.6376196,24.41843436,4.95E-06
bio_1.Lepidieae.CID_OUM,10,129.6167942,-59.58503936,193.4184843,-235.6852013,24.37085269,5.07E-06
bio_1.Lepidieae.CID_OUMV,11,129.6520986,-60.6801624,194.0475657,-232.9763283,27.07972572,1.31E-06
bio_1.Lepidieae.HYB_BMV,11,135.4070945,-60.61390627,201.2235288,-244.4863202,15.56973382,0.000412876
bio_1.Lepidieae.HYB_OUV,12,137.8878293,-60.47866864,202.3856127,-246.5756587,13.48039529,0.001173584
bio_1.Lepidieae.HYB_OUM,12,110.5647641,-66.30294992,181.6350554,-191.9295283,68.12652569,1.60E-15
bio_1.Lepidieae.HYB_OUMV,15,138.1547928,-60.2922783,203.0695542,-237.8885329,22.16752103,1.52E-05
bio_1.Lupinus.CID_BM1,4,216.1869324,-35.69151018,256.3781083,-423.891937,29.19644618,4.35E-07
bio_1.Lupinus.CID_OU1,5,226.1012414,-35.70426759,266.3189466,-441.4707756,11.61760761,0.002854417
bio_1.Lupinus.CD_BMV,5,231.9100453,-35.76073003,271.1994168,-453.0883832,0,0.951149508
bio_1.Lupinus.CD_OUV,6,208.0036202,-35.72762448,248.2210354,-402.9702034,50.11817979,1.25E-11
bio_1.Lupinus.CD_OUM,6,229.2112861,-36.05494136,269.4089315,-445.3855351,7.70284808,0.020211408
bio_1.Lupinus.CD_OUMV,7,216.5027168,-35.69184341,256.6880605,-417.6054336,35.48294959,1.88E-08
bio_1.Lupinus.CID_BMV,9,232.9611704,-35.12777752,272.2338654,-445.6146485,7.473734689,0.022664593
bio_1.Lupinus.CID_OUV,10,196.7579237,-35.7625663,237.0227837,-370.6587045,82.42967874,1.20E-18
bio_1.Lupinus.CID_OUM,10,226.069395,-35.69083031,266.2911154,-429.2816472,23.80673603,6.44E-06
bio_1.Lupinus.CID_OUMV,11,225.9834638,-35.71448008,266.1966752,-426.4932434,26.59513976,1.60E-06
bio_1.Lupinus.HYB_BMV,11,233.3901045,-38.34675067,277.9057142,-441.3065248,11.7818584,0.002629364
bio_1.Lupinus.HYB_OUV,12,232.9925735,-37.553296,273.9184438,-437.8251469,15.26323626,0.000461189
bio_1.Lupinus.HYB_OUM,12,229.0373789,-35.80408257,269.3560872,-429.9147577,23.17362547,8.83E-06
bio_1.Lupinus.HYB_OUMV,15,233.6134706,-35.76671408,273.1573666,-430.5602745,22.52810871,1.22E-05
bio_1.Lysimachieae.CID_BM1,4,202.5657704,-36.00251386,243.0422885,-396.6120603,10.63676534,0.004541803
bio_1.Lysimachieae.CID_OU1,5,206.1371655,-35.90613842,246.5974799,-401.4848572,5.763968405,0.051920963
bio_1.Lysimachieae.CD_BMV,5,204.3957013,-36.0951719,245.5983898,-398.0019288,9.246896792,0.009099855
bio_1.Lysimachieae.CD_OUV,6,205.0576352,-36.29571025,246.3497117,-396.9952704,10.2535552,0.005500996
bio_1.Lysimachieae.CD_OUM,6,203.3490709,-35.98832516,244.1967316,-393.5781417,13.67068389,0.000996371
bio_1.Lysimachieae.CD_OUMV,7,211.3811696,-35.97033542,252.5526941,-407.2488256,0,0.926771301
bio_1.Lysimachieae.CID_BMV,9,204.4566991,-36.86256027,246.3131802,-388.4133983,18.83542738,7.53E-05
bio_1.Lysimachieae.CID_OUV,10,208.3690914,-36.34323682,249.7356491,-393.6395913,13.60923439,0.00102746
bio_1.Lysimachieae.CID_OUM,10,203.9344463,-36.14543783,244.8312009,-384.7703011,22.47852457,1.22E-05
bio_1.Lysimachieae.CID_OUMV,11,206.2498502,-36.37053751,247.6724311,-386.7282719,20.52055374,3.24E-05
bio_1.Lysimachieae.HYB_BMV,11,205.0185847,-36.16284348,246.2837604,-384.2657408,22.98308486,9.47E-06
bio_1.Lysimachieae.HYB_OUV,12,204.3406803,-36.72098733,246.1002665,-380.1596214,27.08920424,1.22E-06
bio_1.Lysimachieae.HYB_OUM,12,193.3844015,-36.12795889,233.930403,-358.2470639,49.00176169,2.12E-11
bio_1.Lysimachieae.HYB_OUMV,15,210.8848157,-36.13155232,252.2379627,-384.4969041,22.75192158,1.06E-05
bio_1.Onagraceae.CID_BM1,4,381.628692,-96.85865332,482.9535733,-755.0803929,225.2314693,1.15E-49
bio_1.Onagraceae.CID_OU1,5,481.9399233,-97.09419559,583.3662035,-953.6131799,26.69868232,1.48E-06
bio_1.Onagraceae.CD_BMV,5,395.3828992,-98.52482496,498.4471257,-780.4991318,199.8127304,3.80E-44
bio_1.Onagraceae.CD_OUV,6,395.5809016,-98.06926345,497.6103046,-778.7868031,201.525059,1.62E-44
bio_1.Onagraceae.CD_OUM,6,383.1053883,-97.34563137,484.9654505,-753.8357766,226.4760856,6.17E-50
bio_1.Onagraceae.CD_OUMV,7,395.3615519,-98.54809393,498.3120234,-776.2208616,204.0910005,4.48E-45
bio_1.Onagraceae.CID_BMV,9,444.4705729,-109.0006818,556.3227502,-870.1266662,110.185196,1.10E-24
bio_1.Onagraceae.CID_OUV,10,470.1221999,-92.37702332,561.9511544,-919.2443999,61.06746229,5.11E-14
bio_1.Onagraceae.CID_OUM,10,390.0990615,-90.64034203,483.7099233,-759.198123,221.1137392,9.01E-49
bio_1.Onagraceae.CID_OUMV,11,501.7586708,-85.03697274,590.1302043,-980.3118622,0,0.930980298
bio_1.Onagraceae.HYB_BMV,11,444.9476258,-88.88037916,536.2934924,-866.6897721,113.6220901,1.98E-25
bio_1.Onagraceae.HYB_OUV,12,500.2696598,-112.2004592,610.2869724,-975.1081269,5.20373523,0.069018218
bio_1.Onagraceae.HYB_OUM,12,474.9529949,-98.4123049,576.0673102,-924.4747971,55.83706504,6.98E-13
bio_1.Onagraceae.HYB_OUMV,15,448.5199032,-84.66552317,537.3977214,-864.8072483,115.5046138,7.72E-26
bio_1.Orobanchaceae.CID_BM1,4,161.659449,-48.85693378,214.9542048,-314.7994176,16.42343442,0.000188035
bio_1.Orobanchaceae.CID_OU1,5,169.7174055,-48.81725204,222.9461355,-328.6453373,2.577514708,0.190916056
bio_1.Orobanchaceae.CD_BMV,5,166.9056994,-48.65921037,220.3690692,-323.021925,8.200926936,0.011474506
bio_1.Orobanchaceae.CD_OUV,6,172.171426,-48.80557802,225.7482327,-331.222852,0,0.692695972
bio_1.Orobanchaceae.CD_OUM,6,170.279182,-48.66864481,223.403896,-327.4383639,3.78448807,0.104412266
bio_1.Orobanchaceae.CD_OUMV,7,163.4637131,-52.66861481,218.5504558,-311.4139126,19.80893936,3.46E-05
bio_1.Orobanchaceae.CID_BMV,9,161.8291091,-48.60964397,214.8441385,-303.1582183,28.06463369,5.58E-07
bio_1.Orobanchaceae.CID_OUV,10,166.6879016,-48.90328824,220.2132905,-310.2772117,20.94564031,1.96E-05
bio_1.Orobanchaceae.CID_OUM,10,159.5347081,-51.98392327,215.4150115,-295.9708247,35.25202723,1.53E-08
bio_1.Orobanchaceae.CID_OUMV,11,166.5301914,-48.97992438,220.4579188,-307.2889542,23.93389781,4.40E-06
bio_1.Orobanchaceae.HYB_BMV,11,166.8921072,-48.59882263,220.3757226,-308.0127858,23.21006616,6.32E-06
bio_1.Orobanchaceae.HYB_OUV,12,171.9129337,-49.09082757,225.6748748,-315.3041283,15.91872365,0.000242011
bio_1.Orobanchaceae.HYB_OUM,12,159.384285,-48.61164264,212.5253184,-290.2468309,40.97602108,8.76E-10
bio_1.Orobanchaceae.HYB_OUMV,15,172.5332966,-48.79522056,225.8616669,-307.793866,23.42898598,5.66E-06
bio_1.Panicoideae.CID_BM1,4,1025.042345,-307.9073077,1332.936445,-2042.004529,381.31767,1.57E-83
bio_1.Panicoideae.CID_OU1,5,1206.058233,-307.5361034,1515.135556,-2401.995985,21.32621449,2.33E-05
bio_1.Panicoideae.CD_BMV,5,1024.428588,-306.9372153,1333.725989,-2038.736694,384.5855046,3.07E-84
bio_1.Panicoideae.CD_OUV,6,1212.059068,-306.9629776,1519.554005,-2411.949121,11.37307795,0.003379769
bio_1.Panicoideae.CD_OUM,6,1217.745607,-306.664076,1526.589898,-2423.322199,0,0.996596799
bio_1.Panicoideae.CD_OUMV,7,1024.842542,-305.7993232,1333.844496,-2035.459278,387.862921,5.96E-85
bio_1.Panicoideae.CID_BMV,9,1025.061994,-308.4634598,1333.712845,-2031.759616,391.5625827,9.37E-86
bio_1.Panicoideae.CID_OUV,10,1205.945697,-313.3459236,1522.572174,-2391.445147,31.87705231,1.19E-07
bio_1.Panicoideae.CID_OUM,10,1191.610035,-307.1129373,1500.634522,-2362.773822,60.54837704,7.09E-14
bio_1.Panicoideae.CID_OUMV,11,1170.062986,-307.8393864,1477.896702,-2317.589387,105.7328122,1.09E-23
bio_1.Panicoideae.HYB_BMV,11,1025.046539,-308.4526994,1334.41671,-2027.556492,395.7657067,1.15E-86
bio_1.Panicoideae.HYB_OUV,12,1194.287175,-305.7140392,1503.222975,-2363.938912,59.3832872,1.27E-13
bio_1.Panicoideae.HYB_OUM,12,1109.442081,-305.6513019,1417.748114,-2194.248723,229.0734758,1.80E-50
bio_1.Panicoideae.HYB_OUMV,15,1194.187419,-305.4119283,1502.877353,-2357.391231,65.93096766,4.81E-15
bio_1.Polemoniaceae.CID_BM1,4,393.2901576,-61.46598986,459.2962483,-778.3334016,46.18682292,6.76E-11
bio_1.Polemoniaceae.CID_OU1,5,409.1332765,-61.49930589,475.1475521,-807.8938823,16.62634228,0.000177426
bio_1.Polemoniaceae.CD_BMV,5,408.7127151,-61.44900075,475.2270945,-807.0527594,17.46746518,0.000116512
bio_1.Polemoniaceae.CD_OUV,6,418.5226123,-61.45954576,484.7533896,-824.5202245,0,0.723406328
bio_1.Polemoniaceae.CD_OUM,6,409.1413937,-61.41307409,475.1210376,-805.7577874,18.76243712,6.10E-05
bio_1.Polemoniaceae.CD_OUMV,7,418.6462521,-61.6386044,484.9077476,-822.5881017,1.932122852,0.275313278
bio_1.Polemoniaceae.CID_BMV,9,393.2232474,-61.61043458,460.3054708,-767.299998,57.22022655,2.72E-13
bio_1.Polemoniaceae.CID_OUV,10,379.5386892,-61.51595209,445.5841967,-737.6671219,86.85310262,9.99E-20
bio_1.Polemoniaceae.CID_OUM,10,393.3778862,-61.43618832,459.3490791,-765.3455161,59.17470845,1.02E-13
bio_1.Polemoniaceae.CID_OUMV,11,379.5906302,-61.40519493,445.5733194,-735.4780346,89.04218993,3.34E-20
bio_1.Polemoniaceae.HYB_BMV,11,408.6930857,-61.49791365,474.5835335,-793.6829455,30.83727902,1.46E-07
bio_1.Polemoniaceae.HYB_OUV,12,418.578029,-61.77411995,484.9348728,-811.130084,13.39014058,0.00089485
bio_1.Polemoniaceae.HYB_OUM,12,383.7061085,-61.56175836,449.7667111,-741.386243,83.13398157,6.41E-19
bio_1.Polemoniaceae.HYB_OUMV,15,418.774941,-61.39606285,484.5984134,-804.3710741,20.14915047,3.05E-05
bio_1.Pooideae.CID_BM1,4,1196.174793,-272.8545581,1471.233928,-2384.292767,573.2544765,3.31E-125
bio_1.Pooideae.CID_OU1,5,1402.928932,-271.4732995,1678.261372,-2795.772515,161.774729,7.43E-36
bio_1.Pooideae.CD_BMV,5,1217.894757,-271.2616192,1501.050108,-2425.704166,531.8430777,3.25E-116
bio_1.Pooideae.CD_OUV,6,1380.59537,-271.9852837,1657.251241,-2749.071081,208.4761624,5.37E-46
bio_1.Pooideae.CD_OUM,6,1205.730967,-269.7505223,1479.735429,-2399.342276,558.2049678,6.13E-122
bio_1.Pooideae.CD_OUMV,7,1485.853508,-272.3420211,1764.30345,-2957.547244,0,1
bio_1.Pooideae.CID_BMV,9,1293.532371,-271.793096,1471.626362,-2568.807232,388.740012,3.86E-85
bio_1.Pooideae.CID_OUV,10,1398.563012,-268.7015021,1671.352934,-2776.810838,180.736406,5.67E-40
bio_1.Pooideae.CID_OUM,10,1404.976847,-268.926113,1677.647919,-2789.638507,167.9087368,3.46E-37
bio_1.Pooideae.CID_OUMV,11,1405.649923,-268.6841608,1678.50277,-2788.921079,168.6261643,2.42E-37
bio_1.Pooideae.HYB_BMV,11,1217.450991,-271.8120907,1498.71291,-2412.523216,545.0240275,4.46E-119
bio_1.Pooideae.HYB_OUV,12,1350.931709,-306.0627179,1556.030171,-2677.415143,280.1321008,1.48E-61
bio_1.Pooideae.HYB_OUM,12,1463.284383,-273.0253569,1738.405895,-2902.120489,55.42675449,9.21E-13
bio_1.Pooideae.HYB_OUMV,15,1321.407077,-335.7738642,1554.968823,-2612.121513,345.4257309,9.81E-76
bio_1.Primulaceae.CID_BM1,4,324.6918779,-27.78551272,357.0525261,-641.0896381,30.17623619,1.67E-07
bio_1.Primulaceae.CID_OU1,5,340.8551594,-27.77376859,373.1428594,-671.2658743,0,0.597610167
bio_1.Primulaceae.CD_BMV,5,329.5021676,-28.42276141,361.2657307,-648.5598907,22.70598366,7.01E-06
bio_1.Primulaceae.CD_OUV,6,324.8493979,-27.73199013,357.1674642,-637.0719301,34.19394423,2.25E-08
bio_1.Primulaceae.CD_OUM,6,341.5508328,-27.91520825,373.8407576,-670.4747999,0.791074472,0.402381808
bio_1.Primulaceae.CD_OUMV,7,324.9175911,-27.75537197,357.2143001,-634.993077,36.27279732,7.94E-09
bio_1.Primulaceae.CID_BMV,9,329.6590432,-28.58799894,362.1727148,-639.9440406,31.32183374,9.44E-08
bio_1.Primulaceae.CID_OUV,10,324.7909341,-27.81181259,357.1489639,-627.8895606,43.37631375,2.28E-10
bio_1.Primulaceae.CID_OUM,10,324.2525936,-28.22882605,357.0295813,-626.8128796,44.45299474,1.33E-10
bio_1.Primulaceae.CID_OUMV,11,324.8019968,-27.87848343,357.1716606,-625.5574819,45.70839247,7.10E-11
bio_1.Primulaceae.HYB_BMV,11,329.266432,-28.83460975,361.1370955,-634.4863524,36.77952195,6.16E-09
bio_1.Primulaceae.HYB_OUV,12,335.2062061,-28.36022886,367.2556983,-643.9749122,27.29096216,7.08E-07
bio_1.Primulaceae.HYB_OUM,12,324.7751585,-27.83975862,357.1500382,-623.112817,48.15305739,2.09E-11
bio_1.Primulaceae.HYB_OUMV,15,334.0072944,-28.74703203,368.579296,-634.1745888,37.09128552,5.27E-09
bio_1.Rubieae.CID_BM1,4,202.4270754,-50.91058327,257.8819732,-396.4330981,70.14582153,5.25E-16
bio_1.Rubieae.CID_OU1,5,230.7808569,-51.09706681,286.1103955,-450.923416,15.65550363,0.000357231
bio_1.Rubieae.CD_BMV,5,207.152174,-51.4424594,263.0755906,-403.6660501,62.91286957,1.95E-14
bio_1.Rubieae.CD_OUV,6,231.3048769,-51.08352372,286.6121363,-449.7065279,16.87239172,0.000194404
bio_1.Rubieae.CD_OUM,6,237.4329593,-51.03927006,292.7510583,-461.9626929,4.616226772,0.089145134
bio_1.Rubieae.CD_OUMV,7,240.8981555,-50.92565039,296.276824,-466.5789196,0,0.896393189
bio_1.Rubieae.CID_BMV,9,209.0156992,-51.99263204,265.332327,-398.0313985,68.54752119,1.17E-15
bio_1.Rubieae.CID_OUV,10,231.7953157,-51.90935098,287.6926525,-441.1187213,25.46019836,2.65E-06
bio_1.Rubieae.CID_OUM,10,201.3323058,-52.5003601,257.7758879,-380.1927016,86.38621805,1.56E-19
bio_1.Rubieae.CID_OUMV,11,241.6230271,-50.95631379,296.9656633,-458.2460542,8.332865406,0.013900801
bio_1.Rubieae.HYB_BMV,11,207.1803872,-55.86525147,266.1523521,-389.3607744,77.21814527,1.53E-17
bio_1.Rubieae.HYB_OUV,12,232.8526795,-51.41540778,288.5523427,-438.1191522,28.45976745,5.92E-07
bio_1.Rubieae.HYB_OUM,12,204.4078139,-51.42047159,260.3322993,-381.2294209,85.34949869,2.62E-19
bio_1.Rubieae.HYB_OUMV,15,239.2314337,-51.5388459,295.2623519,-442.7485817,23.83033791,6.00E-06
bio_1.Salvia.CID_BM1,4,711.2639918,-77.04378453,792.8512011,-1414.369253,28.48688941,3.38E-07
bio_1.Salvia.CID_OU1,5,726.5475933,-77.14252069,808.1481863,-1442.856143,0,0.517891343
bio_1.Salvia.CD_BMV,5,711.9115426,-76.85185403,793.1243836,-1413.584041,29.2721015,2.28E-07
bio_1.Salvia.CD_OUV,6,655.026197,-77.04717954,736.6040542,-1297.716394,145.1397488,1.58E-32
bio_1.Salvia.CD_OUM,6,727.5168216,-77.14481781,809.2369933,-1442.697643,0.158499606,0.478432748
bio_1.Salvia.CD_OUMV,7,658.055853,-76.4072856,738.5717091,-1301.661907,141.194236,1.13E-31
bio_1.Salvia.CID_BMV,9,711.4258933,-77.35773325,793.3897706,-1404.123042,38.73310123,2.01E-09
bio_1.Salvia.CID_OUV,10,724.7429418,-79.03120434,807.4257605,-1428.591575,14.26456814,0.00041374
bio_1.Salvia.CID_OUM,10,726.7074507,-77.3240572,808.7125959,-1432.520592,10.33555047,0.002950546
bio_1.Salvia.CID_OUMV,11,654.669114,-77.22717121,736.3895763,-1286.260677,156.5954659,5.13E-35
bio_1.Salvia.HYB_BMV,11,711.5558762,-77.22090495,793.5072913,-1400.034201,42.82194151,2.60E-10
bio_1.Salvia.HYB_OUV,12,726.6278529,-77.27849887,808.6098387,-1427.977017,14.87912568,0.000304283
bio_1.Salvia.HYB_OUM,12,656.9720846,-77.41404783,738.7403161,-1288.665481,154.1906622,1.71E-34
bio_1.Salvia.HYB_OUMV,15,726.1792381,-77.50077589,808.3029789,-1420.366775,22.48936787,6.77E-06
bio_1.Solanaceae.CID_BM1,4,1603.1144,-142.2442508,1749.401028,-3198.163865,92.23776789,7.43E-21
bio_1.Solanaceae.CID_OU1,5,1650.249597,-142.0629088,1796.638784,-3290.401633,0,0.794761467
bio_1.Solanaceae.CD_BMV,5,1603.696284,-142.0338805,1749.874596,-3197.295008,93.10662531,4.81E-21
bio_1.Solanaceae.CD_OUV,6,1565.994123,-142.3564678,1712.366373,-3119.851439,170.5501943,7.34E-38
bio_1.Solanaceae.CD_OUM,6,1649.884003,-142.0119614,1796.236126,-3287.631198,2.770434559,0.198904488
bio_1.Solanaceae.CD_OUMV,7,1603.644261,-142.2717505,1749.926498,-3193.105814,97.29581898,5.93E-22
bio_1.Solanaceae.CID_BMV,9,1601.859421,-143.8307193,1749.623275,-3185.424243,104.9773901,1.27E-23
bio_1.Solanaceae.CID_OUV,10,1559.241052,-142.9185789,1706.033997,-3098.121448,192.2801844,1.40E-42
bio_1.Solanaceae.CID_OUM,10,1650.548082,-142.2790856,1797.05322,-3280.735508,9.666124626,0.006327971
bio_1.Solanaceae.CID_OUMV,11,1559.48586,-142.3031132,1705.647348,-3096.538223,193.8634103,6.36E-43
bio_1.Solanaceae.HYB_OUM,12,1559.678398,-142.4760433,1706.092364,-3094.843638,195.5579949,2.72E-43
bio_1.Solanaceae.HYB_OUMV,15,1648.815587,-142.6072777,1789.857574,-3266.837786,23.56384661,6.07E-06
bio_1.Spermacoceae.CID_BM1,4,271.8976242,-75.90100482,352.2286939,-535.4591139,53.46838081,2.43E-12
bio_1.Spermacoceae.CID_OU1,5,295.0806826,-75.73573299,375.4174707,-579.6528906,9.274604084,0.009590781
bio_1.Spermacoceae.CD_BMV,5,271.99393,-75.80940634,352.1469008,-533.4793854,55.44810928,9.02E-13
bio_1.Spermacoceae.CD_OUV,6,280.9990852,-75.66730455,361.1627121,-549.2802217,39.64727297,2.44E-09
bio_1.Spermacoceae.CD_OUM,6,300.8227217,-75.40380974,380.7716745,-588.9274947,0,0.99039555
bio_1.Spermacoceae.CD_OUMV,7,272.2742566,-75.56824006,352.2150415,-529.582996,59.34449872,1.29E-13
bio_1.Spermacoceae.CID_BMV,9,271.9198179,-76.02191738,352.2281261,-524.2606884,64.66680631,8.99E-15
bio_1.Spermacoceae.CID_OUV,10,294.2459542,-76.42377573,374.8710501,-566.5450057,22.38248898,1.37E-05
bio_1.Spermacoceae.CID_OUM,10,271.2203134,-77.79607973,353.1797236,-520.4937242,68.43377047,1.37E-15
bio_1.Spermacoceae.CID_OUMV,11,287.2363072,-76.47745168,368.099018,-550.1154715,38.81202315,3.70E-09
bio_1.Spermacoceae.HYB_BMV,11,285.9167856,-86.79688218,376.6914864,-547.4764284,41.45106635,9.88E-10
bio_1.Spermacoceae.HYB_OUV,12,278.0249814,-81.43901795,363.0907553,-529.239152,59.68834271,1.08E-13
bio_1.Spermacoceae.HYB_OUM,12,281.4250494,-76.5814281,362.0045564,-536.0392881,52.88820665,3.25E-12
bio_1.Spermacoceae.HYB_OUMV,15,285.5062156,-78.08129851,362.7976553,-536.5679868,52.35950794,4.23E-12
bio_1.Thelypodieae.CID_BM1,4,132.1880728,-36.9414696,173.6811173,-255.6488728,17.13021894,0.000189177
bio_1.Thelypodieae.CID_OU1,5,132.7799964,-37.0655905,174.2077415,-254.4488816,18.33021012,0.000103823
bio_1.Thelypodieae.CD_BMV,5,132.193362,-37.19327351,173.6885986,-253.2756128,19.50347895,5.77E-05
bio_1.Thelypodieae.CD_OUV,6,128.7390256,-37.04696804,170.2559704,-243.8931456,28.88594616,5.30E-07
bio_1.Thelypodieae.CD_OUM,6,143.1819987,-37.30513273,185.1296023,-272.7790918,0,0.992313956
bio_1.Thelypodieae.CD_OUMV,7,139.558064,-36.98199048,181.1988113,-262.9622818,9.816809987,0.007327501
bio_1.Thelypodieae.CID_BMV,9,132.0854243,-37.35866562,173.6970907,-242.5708485,30.20824323,2.74E-07
bio_1.Thelypodieae.CID_OUV,10,128.7088626,-37.13323614,170.2656279,-232.9279292,39.85116256,2.20E-09
bio_1.Thelypodieae.CID_OUM,10,132.808167,-37.14236352,174.2554655,-241.1265381,31.65255367,1.33E-07
