,np,lnLik,DiscLik,ContLik,AICc,dAICc,AICcwt
bio_6.Gesneriaceae.CID_OUMV,11,496.0629763,-27.5403891,527.9486228,-968.8688097,165.2699121,6.69E-37
bio_6.Gesneriaceae.HYB_BMV,11,575.3544381,-28.55824147,606.3220088,-1127.451733,6.686988409,0.018248426
bio_6.Gesneriaceae.HYB_OUV,12,571.1432388,-28.25476155,601.9140769,-1116.793655,17.3450673,8.85E-05
bio_6.Gesneriaceae.HYB_OUM,12,554.8093818,-27.2783645,585.896595,-1084.125941,50.01278129,7.13E-12
bio_6.Gesneriaceae.HYB_OUMV,15,573.7544818,-27.57298008,604.2134584,-1115.178867,18.95985524,3.95E-05
bio_6.Grewioideae.CID_BM1,4,160.0897532,-23.00086351,187.5973286,-311.5734457,10.17107417,0.002905095
bio_6.Grewioideae.CID_OU1,5,166.3337984,-23.04056527,193.8222168,-321.7445199,0,0.469657283
bio_6.Grewioideae.CD_BMV,5,161.7737013,-22.91548276,189.6348655,-312.6243258,9.120194117,0.004913105
bio_6.Grewioideae.CD_OUV,6,166.8193577,-22.91251329,194.3566397,-320.3262154,1.418304454,0.231100116
bio_6.Grewioideae.CD_OUM,6,166.651417,-23.00130948,193.9830491,-319.990334,1.754185833,0.195372956
bio_6.Grewioideae.CD_OUMV,7,167.1643203,-22.9724835,194.5455037,-318.5508629,3.193656991,0.095123376
bio_6.Grewioideae.CID_BMV,9,161.727874,-22.95925763,189.6215968,-302.5049282,19.23959165,3.12E-05
bio_6.Grewioideae.CID_OUV,10,157.1148655,-22.97404993,184.5949349,-290.5630644,31.18145551,7.96E-08
bio_6.Grewioideae.CID_OUM,10,166.122501,-22.95317274,193.5457198,-308.5783354,13.16618449,0.000649801
bio_6.Grewioideae.CID_OUMV,11,166.0941271,-22.91951926,193.5418787,-305.713678,16.0308419,0.000155141
bio_6.Grewioideae.HYB_BMV,11,161.3744627,-23.45382891,188.949881,-296.2743491,25.47017073,1.38E-06
bio_6.Grewioideae.HYB_OUV,12,166.2083421,-23.12570856,193.739317,-303.0373738,18.70714606,4.07E-05
bio_6.Grewioideae.HYB_OUM,12,166.398684,-23.80595098,193.8774469,-303.4180577,18.32646222,4.92E-05
bio_6.Grewioideae.HYB_OUMV,15,166.5730776,-22.96815165,193.8790956,-294.4188825,27.32563734,5.47E-07
bio_6.Heliophileae.CID_BM1,4,107.0548621,-18.02181069,129.3938322,-204.8597241,0.821720867,0.253212068
bio_6.Heliophileae.CID_OU1,5,108.8084644,-18.06984539,131.1978335,-205.681445,0,0.381872882
bio_6.Heliophileae.CD_BMV,5,107.3830447,-18.00725159,128.9848729,-202.8306056,2.850839386,0.091805122
bio_6.Heliophileae.CD_OUV,6,107.3726924,-18.02781921,129.7189499,-199.9453847,5.736060278,0.021694476
bio_6.Heliophileae.CD_OUM,6,109.7314809,-18.00285473,131.8228672,-204.6629617,1.018483264,0.229486947
bio_6.Heliophileae.CD_OUMV,7,108.9025131,-17.77384262,131.2745074,-199.9429573,5.738487683,0.021668161
bio_6.Heliophileae.CID_BMV,9,107.3957693,-18.0715083,129.0764052,-190.124872,15.55657302,0.000159901
bio_6.Heliophileae.CID_OUV,10,107.3159736,-18.02789985,129.6751482,-186.1704088,19.51103616,2.21E-05
bio_6.Heliophileae.CID_OUM,10,108.2373325,-18.02255026,129.8834728,-188.0131265,17.66831845,5.56E-05
bio_6.Heliophileae.CID_OUMV,11,108.9313327,-18.0413294,131.3093752,-185.3026655,20.3787795,1.43E-05
bio_6.Heliophileae.HYB_BMV,11,107.5028752,-18.03768903,129.422228,-182.4457503,23.23569465,3.44E-06
bio_6.Heliophileae.HYB_OUV,12,108.7584305,-18.12927619,130.9760886,-180.5168611,25.16458394,1.31E-06
bio_6.Heliophileae.HYB_OUM,12,109.7635098,-18.0280478,131.8234346,-182.5270196,23.1544254,3.58E-06
bio_6.Heliophileae.HYB_OUMV,15,108.3169431,-18.13034682,130.6115876,-163.7767433,41.90470173,3.04E-10
bio_6.Hypericum.CID_BM1,4,145.3845767,-12.85610438,162.7836575,-282.1024868,11.42694095,0.002533525
bio_6.Hypericum.CID_OU1,5,152.2731884,-12.82908221,169.6685602,-293.5294277,0,0.767456625
bio_6.Hypericum.CD_BMV,5,145.6753064,-12.86358735,163.1328653,-280.3336637,13.19576402,0.001046237
bio_6.Hypericum.CD_OUV,6,148.6934685,-12.82579278,166.0980259,-283.9386612,9.590766509,0.006345201
bio_6.Hypericum.CD_OUM,6,152.2340973,-12.8354996,169.6163156,-291.0199188,2.509508926,0.218837075
bio_6.Hypericum.CD_OUMV,7,148.8367389,-12.84335902,166.2659265,-281.7085655,11.82086227,0.002080589
bio_6.Hypericum.CID_BMV,9,145.6610812,-12.89241642,162.9406073,-270.0494352,23.47999252,6.12E-06
bio_6.Hypericum.CID_OUV,10,152.4162176,-12.90265199,169.9333022,-280.7583611,12.77106665,0.001293755
bio_6.Hypericum.CID_OUM,10,145.4709013,-13.15675463,163.169951,-266.8677286,26.66169914,1.25E-06
bio_6.Hypericum.CID_OUMV,11,152.4146488,-12.88307915,169.8472311,-277.8481656,15.68126218,0.000301933
bio_6.Hypericum.HYB_BMV,11,145.8603643,-12.87634229,163.0172012,-264.7395965,28.78983119,4.30E-07
bio_6.Hypericum.HYB_OUV,12,152.0458844,-13.78904865,170.0072113,-274.0917688,19.43765889,4.62E-05
bio_6.Hypericum.HYB_OUM,12,152.1419495,-12.83594877,169.529697,-274.283899,19.24552871,5.08E-05
bio_6.Hypericum.HYB_OUMV,15,151.926094,-12.89352925,169.6286711,-264.0562696,29.47315811,3.06E-07
bio_6.Lepidieae.CID_BM1,4,111.5847203,-60.50875645,176.2495779,-214.5812053,10.40233743,0.002146607
bio_6.Lepidieae.CID_OU1,5,117.9395325,-60.40723396,182.5184923,-224.9835427,0,0.389575348
bio_6.Lepidieae.CD_BMV,5,117.8754026,-59.9986166,182.2976877,-224.8552827,0.128259977,0.365376126
bio_6.Lepidieae.CD_OUV,6,103.8099056,-59.95053772,167.7343775,-194.347084,30.63645873,8.67E-08
bio_6.Lepidieae.CD_OUM,6,118.6469281,-59.76258264,182.7925419,-224.0211288,0.962413872,0.240771983
bio_6.Lepidieae.CD_OUMV,7,103.7821077,-60.10178733,167.8474255,-191.8411385,33.14240425,2.48E-08
bio_6.Lepidieae.CID_BMV,9,112.3163043,-59.78884016,176.2529,-203.7754658,21.20807686,9.67E-06
bio_6.Lepidieae.CID_OUV,10,103.935282,-59.59976415,167.7838446,-184.3221769,40.66136577,5.77E-10
bio_6.Lepidieae.CID_OUM,10,117.9158643,-59.81716327,181.8233326,-212.2833416,12.70020112,0.000680421
bio_6.Lepidieae.CID_OUMV,11,102.4616293,-59.88623129,166.4491854,-178.5953897,46.38815304,3.29E-11
bio_6.Lepidieae.HYB_BMV,11,117.5958986,-59.99483683,182.0618643,-208.8639284,16.11961431,0.000123101
bio_6.Lepidieae.HYB_OUV,12,121.3927696,-59.86670668,185.2304836,-213.5855392,11.39800347,0.001304808
bio_6.Lepidieae.HYB_OUM,12,115.0036092,-60.06958173,179.2473719,-200.8072183,24.17632439,2.19E-06
bio_6.Lepidieae.HYB_OUMV,15,121.0948835,-59.67703118,184.8376978,-203.7687143,21.21482842,9.63E-06
bio_6.Lupinus.CID_BM1,4,186.1452348,-35.71177737,226.390994,-363.8085419,36.46278378,1.20E-08
bio_6.Lupinus.CID_OU1,5,196.6734038,-35.68725926,236.9022399,-382.6151002,17.65622543,0.000145295
bio_6.Lupinus.CD_BMV,5,205.5015165,-36.00821759,245.3655606,-400.2713257,0,0.991405467
bio_6.Lupinus.CD_OUV,6,179.7873122,-35.69367332,219.97259,-346.5375873,53.73373835,2.13E-12
bio_6.Lupinus.CD_OUM,6,197.6032531,-35.73018796,237.688498,-382.1694692,18.10185646,0.000116274
bio_6.Lupinus.CD_OUMV,7,182.6017571,-35.73021268,222.7678226,-349.8035142,50.46781147,1.09E-11
bio_6.Lupinus.CID_BMV,9,205.504147,-35.87247338,245.9870158,-390.7006017,9.57072393,0.008279327
bio_6.Lupinus.CID_OUV,10,185.1864915,-49.06807912,239.7033179,-347.5158401,52.75548554,3.47E-12
bio_6.Lupinus.CID_OUM,10,196.5320087,-35.68473046,236.7418053,-370.2068746,30.0644511,2.94E-07
bio_6.Lupinus.CID_OUMV,11,170.8038122,-35.75562688,211.0263299,-316.1339401,84.13738553,5.32E-19
bio_6.Lupinus.HYB_BMV,11,193.7372976,-40.96179508,239.254856,-362.0009109,38.27041472,4.85E-09
bio_6.Lupinus.HYB_OUV,12,204.3847565,-37.5363658,245.3937068,-380.6095129,19.66181273,5.33E-05
bio_6.Lupinus.HYB_OUM,12,196.7026009,-35.72624497,236.8972879,-365.2452018,35.02612388,2.46E-08
bio_6.Lupinus.HYB_OUMV,15,197.2943822,-37.62920354,232.2050626,-357.9220977,42.34922791,6.31E-10
bio_6.Lysimachieae.CID_BM1,4,169.0771108,-35.89249604,209.5299475,-329.6347412,3.930586438,0.063780702
bio_6.Lysimachieae.CID_OU1,5,170.3332774,-35.91087187,210.7939334,-329.877081,3.688246598,0.071996722
bio_6.Lysimachieae.CD_BMV,5,171.8780398,-36.48477429,213.0088745,-332.966606,0.598721651,0.33743843
bio_6.Lysimachieae.CD_OUV,6,173.3426638,-36.08253046,214.2320953,-333.5653276,0,0.45520319
bio_6.Lysimachieae.CD_OUM,6,170.6355061,-36.35961091,211.3135456,-328.1510121,5.414315494,0.030373975
bio_6.Lysimachieae.CD_OUMV,7,172.0009529,-36.20092603,212.9063284,-328.4883922,5.0769354,0.035955289
bio_6.Lysimachieae.CID_BMV,9,171.9127229,-36.21390019,212.979756,-323.3254458,10.23988178,0.002720465
bio_6.Lysimachieae.CID_OUV,10,171.6485285,-37.22232495,213.1090731,-320.1984654,13.36686219,0.000569676
bio_6.Lysimachieae.CID_OUM,10,169.0381851,-36.23809937,209.8081456,-314.9777786,18.58754903,4.19E-05
bio_6.Lysimachieae.CID_OUMV,11,174.0491412,-36.68747057,214.9162853,-322.3268539,11.23847373,0.001651208
bio_6.Lysimachieae.HYB_BMV,11,171.9753156,-36.18951479,212.8422389,-318.1792026,15.386125,0.000207563
bio_6.Lysimachieae.HYB_OUV,12,172.0278022,-36.13359325,213.0149469,-315.5338653,18.03146235,5.53E-05
bio_6.Lysimachieae.HYB_OUM,12,150.7212206,-36.01672695,191.3186991,-272.9207021,60.64462549,3.09E-14
bio_6.Lysimachieae.HYB_OUMV,15,174.113791,-36.56044309,214.8566853,-310.9548547,22.61047291,5.60E-06
bio_6.Onagraceae.CID_BM1,4,358.1366177,-96.85986883,459.4710232,-708.0962442,138.9724894,6.63E-31
bio_6.Onagraceae.CID_OU1,5,421.370358,-96.86465771,522.7170125,-832.4740494,14.59468425,0.000675416
bio_6.Onagraceae.CD_BMV,5,358.2887263,-97.16671761,459.5586457,-706.310786,140.7579476,2.71E-31
bio_6.Onagraceae.CD_OUV,6,423.1328304,-96.91669437,524.3804811,-833.8906608,13.17807282,0.001371465
bio_6.Onagraceae.CD_OUM,6,421.4351774,-96.95789706,522.8227045,-830.4953547,16.5733789,0.000251133
bio_6.Onagraceae.CD_OUMV,7,423.258714,-97.06935417,524.5324406,-832.0151858,15.05354778,0.000536946
bio_6.Onagraceae.CID_BMV,9,357.8177872,-97.97224162,459.4134116,-696.8210947,150.2476389,2.36E-33
bio_6.Onagraceae.CID_OUV,10,413.626052,-102.8368361,523.4036886,-806.2521041,40.81662955,1.37E-09
bio_6.Onagraceae.CID_OUM,10,434.0343668,-84.04097679,522.627951,-847.0687336,0,0.997164903
bio_6.Onagraceae.CID_OUMV,11,419.3194273,-96.77176007,520.7492551,-815.4333751,31.63535854,1.35E-07
bio_6.Onagraceae.HYB_BMV,11,366.0899823,-104.6472926,471.9341822,-708.9744852,138.0942484,1.03E-30
bio_6.Onagraceae.HYB_OUV,12,410.9532084,-92.04279198,503.7272925,-796.4752241,50.59350956,1.03E-11
bio_6.Onagraceae.HYB_OUM,12,368.1570201,-92.39806034,463.3158213,-710.8828476,136.1858861,2.67E-30
bio_6.Onagraceae.HYB_OUMV,15,379.8734033,-119.2812894,508.6017394,-727.5142484,119.5544852,1.09E-26
bio_6.Orobanchaceae.CID_BM1,4,118.6361955,-48.83279989,171.9226499,-228.7529104,26.34951765,1.26E-06
bio_6.Orobanchaceae.CID_OU1,5,132.2347308,-49.11594249,185.5300243,-253.6799879,1.422440165,0.324791803
bio_6.Orobanchaceae.CD_BMV,5,124.7913279,-48.81563293,178.1823395,-238.793182,16.30924602,0.000190097
bio_6.Orobanchaceae.CD_OUV,6,124.8871203,-48.64573652,178.3389051,-236.6542407,18.4481874,6.52E-05
bio_6.Orobanchaceae.CD_OUM,6,134.111214,-48.54915929,187.0851902,-255.1024281,0,0.661430196
bio_6.Orobanchaceae.CD_OUMV,7,121.4951669,-51.11143767,176.2173871,-227.4768203,27.62560776,6.63E-07
bio_6.Orobanchaceae.CID_BMV,9,124.5545675,-49.57353547,178.2001188,-228.6091349,26.49329315,1.17E-06
bio_6.Orobanchaceae.CID_OUV,10,133.5622936,-50.08448205,188.0537636,-244.0259957,11.0764324,0.00260176
bio_6.Orobanchaceae.CID_OUM,10,133.4111334,-49.35297317,186.8120507,-243.7236752,11.37875284,0.002236759
bio_6.Orobanchaceae.CID_OUMV,11,136.0091542,-49.07401312,189.5237915,-246.2468797,8.855548332,0.007898164
bio_6.Orobanchaceae.HYB_BMV,11,124.8837148,-48.60589322,178.3828631,-223.9960011,31.10642699,1.16E-07
bio_6.Orobanchaceae.HYB_OUV,12,134.6283717,-48.8638199,188.2418857,-240.7350042,14.36742384,0.000501924
bio_6.Orobanchaceae.HYB_OUM,12,134.0299916,-48.76514413,187.0415857,-239.5382441,15.56418396,0.000275908
bio_6.Orobanchaceae.HYB_OUMV,15,134.3840714,-48.70263408,187.7238062,-231.4954155,23.6070126,4.95E-06
bio_6.Panicoideae.CID_BM1,4,736.9633159,-309.8322589,1044.979989,-1465.846471,354.1929732,8.51E-78
bio_6.Panicoideae.CID_OU1,5,737.9560475,-308.6358053,1045.050624,-1465.791613,354.2478316,8.28E-78
bio_6.Panicoideae.CD_BMV,5,737.5404047,-306.372098,1046.903621,-1464.960327,355.0791172,5.46E-78
bio_6.Panicoideae.CD_OUV,6,916.1042294,-306.224472,1224.257216,-1820.039445,0,0.694792316
bio_6.Panicoideae.CD_OUM,6,735.2811062,-305.8268523,1045.026659,-1458.393198,361.6462463,2.05E-79
bio_6.Panicoideae.CD_OUMV,7,737.7207161,-307.1794396,1046.351522,-1461.215626,358.8238189,8.40E-79
bio_6.Panicoideae.CID_BMV,9,783.1371546,-338.4516218,1120.080845,-1547.909937,272.129508,5.62E-60
bio_6.Panicoideae.CID_OUV,10,889.699603,-307.5635667,1214.383463,-1758.952959,61.08648611,3.78E-14
bio_6.Panicoideae.CID_OUM,10,736.7062821,-308.9450187,1042.29489,-1452.966317,367.0731279,1.36E-80
bio_6.Panicoideae.CID_OUMV,11,918.201887,-326.2368731,1246.625739,-1813.867189,6.17225607,0.031737055
bio_6.Panicoideae.HYB_BMV,11,766.1939497,-358.0131231,1124.035591,-1509.851314,310.1881306,3.06E-68
bio_6.Panicoideae.HYB_OUV,12,893.177419,-310.0989387,1218.691901,-1761.7194,58.32004452,1.51E-13
bio_6.Panicoideae.HYB_OUM,12,906.3411501,-305.7615006,1214.727132,-1788.046862,31.99258229,7.85E-08
bio_6.Panicoideae.HYB_OUMV,15,924.5791066,-306.0276028,1233.707345,-1818.174607,1.864838071,0.27347055
bio_6.Polemoniaceae.CID_BM1,4,349.1623204,-61.53649038,415.1946794,-690.0777272,28.76851846,4.08E-07
bio_6.Polemoniaceae.CID_OU1,5,360.6254434,-61.45186053,426.6427781,-710.8782161,7.96802955,0.013425288
bio_6.Polemoniaceae.CD_BMV,5,363.0193497,-61.49230987,428.9096675,-715.6660285,3.180217088,0.147090244
bio_6.Polemoniaceae.CD_OUV,6,363.0518491,-61.5597693,429.0956892,-713.5786982,5.26754742,0.051799533
bio_6.Polemoniaceae.CD_OUM,6,361.2708027,-61.60473635,427.4925237,-710.0166054,8.829640254,0.008726241
bio_6.Polemoniaceae.CD_OUMV,7,363.0024374,-61.48852579,428.9791833,-711.3004723,7.5457733,0.016581178
bio_6.Polemoniaceae.CID_BMV,9,349.202602,-61.45691476,415.1900473,-679.2587072,39.58753842,1.83E-09
bio_6.Polemoniaceae.CID_OUV,10,330.2440922,-61.5858985,396.5732097,-639.077928,79.76831766,3.44E-18
bio_6.Polemoniaceae.CID_OUM,10,360.4817758,-61.4141902,426.4615104,-699.5532952,19.29295042,4.66E-05
bio_6.Polemoniaceae.CID_OUMV,11,328.5199033,-61.39432961,394.4948181,-633.3365808,85.50966486,1.95E-19
bio_6.Polemoniaceae.HYB_BMV,11,362.8833905,-61.63831845,429.0761327,-702.0635551,16.78269049,0.000163623
bio_6.Polemoniaceae.HYB_OUV,12,372.4361098,-61.60797715,438.5872402,-718.8462456,0,0.721371921
bio_6.Polemoniaceae.HYB_OUM,12,361.2575641,-61.80777278,426.8157521,-696.4891542,22.35709142,1.01E-05
bio_6.Polemoniaceae.HYB_OUMV,15,373.1396825,-61.61032523,439.8172466,-713.1005571,5.745688516,0.040784846
bio_6.Pooideae.CID_BM1,4,880.2322117,-272.8281773,1155.432441,-1752.407605,537.9610066,1.52E-117
bio_6.Pooideae.CID_OU1,5,1086.112862,-272.8837087,1361.516012,-2162.140375,128.2282373,1.43E-28
bio_6.Pooideae.CD_BMV,5,915.8875543,-283.2454863,1201.000881,-1821.68976,468.6788517,1.69E-102
bio_6.Pooideae.CD_OUV,6,1081.988919,-272.0192712,1357.575877,-2151.858181,138.5104313,8.37E-31
bio_6.Pooideae.CD_OUM,6,1121.426966,-271.2020583,1396.405335,-2230.734274,59.63433788,1.12E-13
bio_6.Pooideae.CD_OUMV,7,1152.264192,-273.301845,1427.764189,-2290.368612,0,1
bio_6.Pooideae.CID_BMV,9,880.3354062,-271.3187136,1155.672687,-1742.413302,547.9553101,1.03E-119
bio_6.Pooideae.CID_OUV,10,1090.414087,-268.7477519,1363.148945,-2160.512987,129.8556251,6.34E-29
bio_6.Pooideae.CID_OUM,10,1064.144936,-271.3042932,1339.813609,-2107.974686,182.3939263,2.48E-40
bio_6.Pooideae.CID_OUMV,11,1084.274997,-270.685034,1358.35558,-2146.171228,144.197384,4.87E-32
bio_6.Pooideae.HYB_BMV,11,905.6150224,-272.549896,1183.00507,-1788.851279,501.5173332,1.25E-109
bio_6.Pooideae.HYB_OUV,12,1081.160039,-271.1570989,1357.009633,-2137.871803,152.496809,7.69E-34
bio_6.Pooideae.HYB_OUM,12,1123.323917,-268.841251,1396.298512,-2222.199559,68.16905281,1.57E-15
bio_6.Pooideae.HYB_OUMV,15,948.7278211,-271.4660928,1225.316204,-1866.763002,423.6056103,1.04E-92
bio_6.Primulaceae.CID_BM1,4,241.1757859,-27.79438685,273.4951671,-474.0574541,75.32546996,4.02E-17
bio_6.Primulaceae.CID_OU1,5,279.9136842,-27.77237771,312.2491995,-549.382924,0,0.91288947
bio_6.Primulaceae.CD_BMV,5,246.3839541,-28.3621159,279.02807,-482.3234638,67.05946024,2.50E-15
bio_6.Primulaceae.CD_OUV,6,278.2098963,-27.75757797,310.5214804,-543.7929268,5.589997187,0.055791204
bio_6.Primulaceae.CD_OUM,6,241.1839441,-27.77478683,273.5099698,-469.7410224,79.64190157,4.64E-18
bio_6.Primulaceae.CD_OUMV,7,278.7118418,-27.76337316,311.163036,-542.5815783,6.801345729,0.030445614
bio_6.Primulaceae.CID_BMV,9,246.3823587,-28.39024238,279.2275053,-473.3906717,75.99225235,2.88E-17
bio_6.Primulaceae.CID_OUV,10,278.1723144,-27.98178767,310.5315544,-534.6523211,14.73060295,0.000577708
bio_6.Primulaceae.CID_OUM,10,240.7656891,-28.16700738,273.4963843,-459.8390705,89.54385354,3.28E-20
bio_6.Primulaceae.CID_OUMV,11,278.3931235,-27.85327681,310.8418446,-532.7397354,16.64318863,0.000222022
bio_6.Primulaceae.HYB_BMV,11,262.7093461,-29.45886527,299.750828,-501.3721806,48.01074339,3.43E-11
bio_6.Primulaceae.HYB_OUV,12,264.2427306,-27.82109487,295.0090091,-502.0479613,47.33496276,4.81E-11
bio_6.Primulaceae.HYB_OUM,12,278.4892212,-27.87808711,310.8977662,-530.5409425,18.84198154,7.39E-05
bio_6.Primulaceae.HYB_OUMV,15,274.4820871,-28.34593797,306.2460903,-515.1241743,34.25874976,3.32E-08
bio_6.Rubieae.CID_BM1,4,161.047485,-51.06316166,216.4928517,-313.6739174,61.83706599,3.54E-14
bio_6.Rubieae.CID_OU1,5,187.457571,-51.35608729,242.8841952,-364.2768442,11.23413919,0.003447943
bio_6.Rubieae.CD_BMV,5,170.5164205,-51.29200188,226.9216116,-330.3945431,45.11644029,1.51E-10
bio_6.Rubieae.CD_OUV,6,187.3631066,-51.0339883,242.6789033,-361.8229874,13.68799595,0.001010908
bio_6.Rubieae.CD_OUM,6,191.2015532,-51.11572151,246.587917,-369.4998805,6.011102864,0.04695999
bio_6.Rubieae.CD_OUMV,7,195.3641873,-51.32329493,250.6819458,-375.5109834,0,0.948467382
bio_6.Rubieae.CID_BMV,9,170.4203959,-51.78406144,227.0047613,-320.8407919,54.67019148,1.28E-12
bio_6.Rubieae.CID_OUV,10,186.5981118,-51.24324057,242.1529102,-350.7243134,24.78666993,3.93E-06
bio_6.Rubieae.CID_OUM,10,186.4648918,-52.00139818,242.4884858,-350.4578735,25.05310988,3.44E-06
bio_6.Rubieae.CID_OUMV,11,185.7449149,-50.99282403,241.1711417,-346.4898298,29.02115358,4.73E-07
bio_6.Rubieae.HYB_BMV,11,167.4707565,-56.33327701,226.8030352,-309.9415131,65.56947031,5.48E-15
bio_6.Rubieae.HYB_OUV,12,186.9610324,-51.7234426,242.2778919,-346.3358578,29.17512551,4.38E-07
bio_6.Rubieae.HYB_OUM,12,169.9571683,-52.0979037,225.6422953,-312.3281296,63.18285374,1.81E-14
bio_6.Rubieae.HYB_OUMV,15,196.5086498,-50.61338242,251.4583479,-357.303014,18.20796941,0.00010549
bio_6.Salvia.CID_BM1,4,581.4055374,-77.08330514,662.9785926,-1154.652345,32.57187025,7.46E-08
bio_6.Salvia.CD_BMV,5,581.4532364,-77.12421941,663.1839511,-1152.667429,34.55678588,2.76E-08
bio_6.Salvia.CD_OUV,6,590.7850291,-76.52191047,671.0893594,-1169.234058,17.99015667,0.000109416
bio_6.Salvia.CD_OUM,6,599.7801075,-77.05952161,681.3835984,-1187.224215,0,0.882250363
bio_6.Salvia.CD_OUMV,7,598.7363809,-77.14937428,680.4623295,-1183.022963,4.201252363,0.107969599
bio_6.Salvia.CID_BMV,9,581.1782429,-77.97993307,663.1281909,-1143.627741,43.59647403,3.01E-10
bio_6.Salvia.CID_OUV,10,521.0244536,-77.45941017,602.8386376,-1021.154598,166.0696167,7.66E-37
bio_6.Salvia.CID_OUM,10,599.5257228,-77.21614868,681.312668,-1178.157137,9.067078299,0.009477653
bio_6.Salvia.CID_OUMV,11,516.7532888,-77.5520535,598.643133,-1010.429027,176.7951883,3.59E-39
bio_6.Salvia.HYB_BMV,11,581.2780633,-77.21838874,663.0621396,-1139.478576,47.74563927,3.78E-11
bio_6.Salvia.HYB_OUV,12,597.7748825,-78.58390588,663.4528129,-1170.271076,16.95313847,0.000183766
bio_6.Salvia.HYB_OUM,12,517.0411039,-77.35100099,598.8378516,-1008.803519,178.4206957,1.59E-39
bio_6.Salvia.HYB_OUMV,15,598.1262161,-77.21293971,679.3939344,-1164.260731,22.96348393,9.10E-06
bio_6.Solanaceae.CID_BM1,4,1375.64107,-142.3020593,1521.913878,-2743.217205,78.29482168,6.15E-18
bio_6.Solanaceae.CID_OU1,5,1415.804794,-141.9436495,1562.029456,-2821.512027,0,0.617535451
bio_6.Solanaceae.CD_BMV,5,1377.369442,-144.9343395,1526.340608,-2744.641323,76.87070336,1.25E-17
bio_6.Solanaceae.CD_OUV,6,1295.141069,-142.0624991,1441.298192,-2578.14533,243.3666962,8.80E-54
bio_6.Solanaceae.CD_OUM,6,1416.332499,-142.6155461,1562.93689,-2820.528189,0.983837173,0.377593376
bio_6.Solanaceae.CD_OUMV,7,1302.311429,-141.8935707,1448.658138,-2590.44015,231.0718762,4.11E-51
bio_6.Solanaceae.CID_BMV,9,1374.15374,-144.3765144,1521.900612,-2730.012881,91.49914518,8.35E-21
bio_6.Solanaceae.CID_OUV,10,1294.605217,-143.2715637,1441.032675,-2568.849778,252.6622482,8.43E-56
bio_6.Solanaceae.CID_OUM,10,1416.000436,-142.7938038,1562.205775,-2811.640216,9.871810191,0.004436347
bio_6.Solanaceae.CID_OUMV,11,1295.064776,-141.9931586,1441.172324,-2567.696055,253.8159714,4.73E-56
bio_6.Solanaceae.HYB_BMV,11,1378.026164,-144.2857119,1525.583708,-2733.618831,87.89319542,5.07E-20
bio_6.Solanaceae.HYB_OUV,12,1415.692373,-143.9584617,1563.861906,-2806.871588,14.64043817,0.000408819
bio_6.Solanaceae.HYB_OUM,12,1303.946331,-142.0883982,1450.291634,-2583.379503,238.1325233,1.20E-52
bio_6.Solanaceae.HYB_OUMV,15,1416.077551,-142.4741258,1562.359588,-2801.361714,20.15031288,2.60E-05
bio_6.Spermacoceae.CID_BM1,4,192.0961702,-76.06638655,272.4990182,-375.856206,66.96349808,1.76E-15
bio_6.Spermacoceae.CID_OU1,5,221.5570082,-76.14696883,301.8821713,-432.6055419,10.21416226,0.003704058
bio_6.Spermacoceae.CD_BMV,5,195.9062069,-76.42812102,277.1151144,-381.3039391,61.51576498,2.68E-14
bio_6.Spermacoceae.CD_OUV,6,212.7574428,-75.91632068,293.0044852,-412.7969369,30.02276717,1.85E-07
bio_6.Spermacoceae.CD_OUM,6,227.7688264,-75.5282168,307.6020897,-442.8197041,0,0.611864061
bio_6.Spermacoceae.CD_OUMV,7,228.4274526,-75.42926058,308.0686542,-441.8893879,0.930316227,0.384272533
bio_6.Spermacoceae.CID_BMV,9,208.5148463,-76.70923652,289.2723494,-397.4507453,45.36895882,8.61E-11
bio_6.Spermacoceae.CID_OUV,10,219.4565059,-76.08105793,299.7385873,-416.9661091,25.85359505,1.49E-06
bio_6.Spermacoceae.CID_OUM,10,191.6173155,-76.5780803,272.433092,-361.2877283,81.53197578,1.21E-18
bio_6.Spermacoceae.CID_OUMV,11,224.6651483,-78.6878918,308.2892949,-424.9731538,17.84655034,8.15E-05
bio_6.Spermacoceae.HYB_BMV,11,224.5791025,-77.65774132,309.3504711,-424.8010621,18.01864199,7.48E-05
bio_6.Spermacoceae.HYB_OUV,12,210.6266428,-80.72514311,289.920455,-394.4424748,48.37722927,1.91E-11
bio_6.Spermacoceae.HYB_OUMV,15,225.5963451,-77.75750835,313.2989918,-416.7482458,26.0714583,1.33E-06
bio_6.Thelypodieae.CID_BM1,4,128.856098,-37.17093196,170.3454991,-248.9849234,17.74178402,0.000138512
bio_6.Thelypodieae.CID_OU1,5,129.945595,-37.0990951,171.4454525,-248.7800789,17.94662846,0.000125028
bio_6.Thelypodieae.CD_OUV,6,128.0005789,-36.95014373,169.4414532,-242.4162521,24.31045523,5.19E-06
bio_6.Thelypodieae.CD_OUM,6,140.1558065,-37.08784035,181.9019724,-266.7267074,0,0.986433754
bio_6.Thelypodieae.CD_OUMV,7,137.1221084,-37.13653177,178.8102419,-258.0903707,8.636336634,0.013143507
bio_6.Thelypodieae.CID_BMV,9,128.9084445,-37.46365579,170.5840442,-236.2168891,30.5098183,2.34E-07
bio_6.Thelypodieae.CID_OUV,10,127.8555711,-37.19075316,169.3492995,-231.2213464,35.50536099,1.92E-08
